Survey_Iteration,Orig_ID,Month,Day,Year,demog_age_list,demog_state,demog_state_region,gw_belief,believer_confidence,believer_cause,believer_problem,gw_concern,believer_factor_open,believer_factor_open_coded,believer_factor_glaciers,believer_factor_warmer,believer_factor_models,believer_factor_hurricane,believer_factor_ipcc,believer_factor_mildwint,believer_factor_polarbrs,believer_factor_droughts,nonbeliever_confidence,nonbeliever_factor_open,nonbeliever_factor_open_coded,nonbeliever_factor_weath,nonbeliever_factor_scievid,nonbeliever_factor_distort,gw_noevidence,gw_scioverstate,gw_nattrend,gw_mediaoverstate,gw_adapt,govt_fed,govt_state,govt_local,govt_fedvsstate,state_neighborsact,govt_nostateaction,state_rps_economy,state_impactsfelt,state_rps_neighbr,state_rps_mystate_v1,captrade_govt_v1,fftax_govt,nuclear_govt,gastax_govt,rps_govt,ethanol_govt,vehicle_govt,captrade_support_v1,captrade_govt_v2,captrade_cost15dol,captrade_cost50,carbontax_support,carbontax_cost15dol,carbontax_cost50dol,busnesspay_revuse,busnesspay_govtlevel,willing2pay_list,demog_race,demog_relig,demog_relig_evang,demog_edu,demog_news,demog_polparty,demog_teaparty,demog_polviews,demog_income,demog_gender,TOTWEIGHT
FALL 2010,2668,12,1,2010,2,WEST VIRGINIA,2,2,,,,,,,,,,,,,,,2,EARTHS NATURAL TRENDS OVER CENTURIES,2,2,2,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,,3,4,4,3,4,4,98,1,1,2,,4,1,2,1,1,,1,0.67
FALL 2010,2688,12,1,2010,4,OHIO,3,2,,,,,,,,,,,,,,,2,PAST DECADE CYCLES,2,3,3,3,1,1,1,1,4,2,3,3,4,4,4,4,4,1,1,1,1,1,3,3,1,1,4,,4,4,3,4,4,2,2,2,1,1,1,4,1,2,1,3,3,1,0.67
FALL 2010,2691,12,1,2010,3,OHIO,3,2,,,,,,,,,,,,,,,1,"WINTER IS COLDER, SUMMER IS COLDER",1,1,1,1,1,1,1,1,1,3,3,3,98,1,4,4,4,1,4,4,4,3,4,4,3,3,4,,4,4,4,4,4,3,2,1,1,2,,4,4,1,2,3,3,1,0.67
FALL 2010,2693,12,1,2010,2,INDIANA,3,1,1,1,1,1,SUMMERS ARE HOTTER AND NEED MORE SUNBLOC,2,1,1,4,1,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,1,1,3,3,1,1,1,1,1,4,,4,1,1,4,1,3,1,2,1,6,,4,5,1,2,5,,1,0.67
FALL 2010,2695,12,1,2010,2,MICHIGAN,3,1,1,3,1,1,MELTING POLAR ICE CAPS AND THE OZONE LAY,1,1,2,2,1,3,3,1,1,,,,,,,4,4,3,4,4,1,1,2,1,4,1,2,2,3,1,3,3,2,3,1,4,1,1,1,1,2,1,1,1,1,1,6,1,2,,4,2,4,2,4,6,1,0.67
FALL 2010,2700,12,1,2010,2,MISSOURI,3,1,1,2,1,1,CAN BE PROVEN,4,1,1,1,1,1,1,1,1,,,,,,,4,4,2,4,2,2,2,2,1,2,2,1,3,3,1,3,3,3,3,3,3,3,3,,3,2,2,2,2,1,98,1,1,1,2,4,1,1,2,3,4,1,0.67
FALL 2010,2726,12,2,2010,2,NEW YORK,1,1,1,1,1,1,IN THE 70S THERE WAS ALREADY SNOW ON THE,2,2,2,2,2,4,1,2,98,,,,,,,4,3,3,3,3,1,2,3,3,2,1,2,3,2,1,3,1,3,1,98,3,1,3,,1,1,2,1,1,2,2,5,1,6,,4,5,4,2,4,2,1,0.67
FALL 2010,2734,12,2,2010,3,TEXAS,2,98,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,2,2,2,2,2,3,2,3,2,2,1,2,1,3,3,4,3,3,,4,3,3,3,3,3,2,1,1,2,,4,1,,,,,1,0.67
FALL 2010,2766,12,2,2010,2,WISCONSIN,3,2,,,,,,,,,,,,,,,2,I THINK IT IS CYCLICAL,2,2,1,1,1,1,1,1,2,2,3,3,4,2,4,1,4,1,1,3,4,1,4,1,4,1,4,,4,4,4,4,4,1,1,2,1,6,,4,5,2,2,1,6,1,0.67
FALL 2010,2769,12,2,2010,3,NORTH DAKOTA,3,2,,,,,,,,,,,,,,,2,GODS CREATIONS,6,2,1,2,1,2,1,1,2,3,3,3,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,,3,4,3,3,4,3,2,1,1,3,,4,1,4,2,3,,1,0.67
FALL 2010,2770,12,2,2010,4,ILLINOIS,3,1,2,3,1,1,WEATHER,3,1,1,1,1,1,2,2,2,,,,,,,4,4,4,4,4,2,2,2,1,1,2,2,1,2,1,1,1,3,3,3,3,3,4,,4,4,2,3,4,4,1,2,1,1,1,4,1,,2,3,3,1,0.67
FALL 2010,2801,12,3,2010,3,VERMONT,1,1,1,1,1,1,SCIENTIST'S FACTS,4,1,3,3,3,1,1,1,2,,,,,,,4,4,4,4,2,1,1,1,1,4,1,1,1,4,2,1,1,4,3,4,4,3,1,1,1,1,1,1,1,98,1,6,1,6,,4,1,1,2,5,4,1,0.67
FALL 2010,2803,12,3,2010,3,NEW JERSEY,1,2,,,,,,,,,,,,,,,1,OBSERVATION,1,1,1,1,1,4,4,1,4,3,3,3,4,98,4,1,4,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,1,2,,4,2,,2,3,,1,0.67
FALL 2010,2804,12,3,2010,2,NEW JERSEY,1,2,,,,,,,,,,,,,,,1,STEADY CHANGES,2,2,4,4,1,1,1,1,1,3,3,3,98,98,4,4,4,1,4,98,4,4,4,3,4,4,4,,4,4,4,4,4,2,98,2,1,3,,4,3,2,1,1,3,1,0.67
FALL 2010,2808,12,3,2010,3,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,2,NO SCIENTIFIC TRUE EVIDENCE,3,1,2,2,1,1,1,1,98,3,3,3,3,98,4,2,4,3,2,4,4,1,4,3,4,3,4,,4,4,4,4,4,6,98,3,1,2,,4,2,1,2,4,4,1,0.67
FALL 2010,2815,12,3,2010,3,VIRGINIA,2,1,1,2,2,3,TEMPERATURE,2,4,4,4,4,4,4,4,4,,,,,,,1,1,1,1,1,3,3,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,2,2,1,1,1,2,4,5,2,1,1,6,1,0.67
FALL 2010,2826,12,3,2010,3,ARKANSAS,2,1,2,3,2,2,OZONE,10,2,4,2,3,2,3,1,2,,,,,,,3,3,3,2,2,2,3,3,3,4,2,2,2,1,4,3,4,3,4,3,3,3,1,3,4,2,1,2,2,6,2,3,1,1,1,4,3,98,2,2,4,1,0.67
FALL 2010,2838,12,3,2010,2,OHIO,3,1,2,1,2,2,WEATHER CHANGES,3,2,1,2,2,2,1,1,2,,,,,,,3,3,3,3,3,1,1,1,2,3,2,2,2,98,2,3,3,3,3,3,3,3,2,1,2,98,2,2,98,1,1,4,1,1,2,4,1,4,2,3,,1,0.67
FALL 2010,2846,12,3,2010,4,ILLINOIS,3,1,2,1,2,2,WARMER WINTERS AND COLDER SUMMERS,2,2,2,3,2,2,1,2,2,,,,,,,4,3,4,3,3,1,1,1,1,4,1,2,2,3,1,3,3,3,3,3,3,3,1,1,2,3,2,2,3,1,1,4,1,1,2,4,5,1,2,3,,1,0.67
FALL 2010,2847,12,3,2010,3,MISSOURI,3,1,2,2,1,1,WARMER WINTERS,2,2,2,3,2,2,1,2,2,,,,,,,3,4,1,1,3,1,1,2,2,2,4,2,2,2,1,1,1,1,4,3,3,1,4,,4,4,4,4,4,1,1,2,1,6,,4,1,1,2,1,3,1,0.67
FALL 2010,2861,12,3,2010,4,CALIFORNIA,4,1,1,1,1,2,DIFFERENT STUDIES,4,1,3,1,98,1,4,1,2,,,,,,,3,3,4,3,3,2,2,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,1,2,3,2,2,3,1,1,98,1,2,,4,1,1,2,3,2,1,0.67
FALL 2010,2866,12,3,2010,3,OREGON,4,1,1,1,1,1,MILDER WINTERS,2,2,2,3,2,2,1,2,2,,,,,,,3,3,4,3,3,1,1,1,1,3,2,2,2,2,2,1,3,4,3,3,3,3,2,1,2,2,2,2,2,1,1,3,1,1,2,4,1,1,2,4,,1,0.67
FALL 2010,2877,12,5,2010,3,NEW YORK,1,1,2,3,1,2,OBSERVATION,2,1,2,3,2,2,2,2,2,,,,,,,4,4,3,3,4,1,1,1,1,4,1,98,2,3,2,3,3,4,3,3,4,3,1,1,2,2,2,2,2,1,1,4,1,6,,4,5,4,2,4,4,1,0.67
FALL 2010,2901,12,5,2010,2,ARKANSAS,2,1,1,3,1,1,THINGS MY PARENTS SAY,10,2,2,4,2,2,2,2,2,,,,,,,3,3,3,3,3,1,1,2,2,3,2,2,2,98,2,3,4,3,4,3,3,3,2,1,2,3,2,2,3,1,1,98,1,1,2,4,1,1,2,3,,1,0.67
FALL 2010,2904,12,5,2010,3,TEXAS,2,1,1,3,1,2,OBSERVATION,2,1,98,2,98,2,2,1,98,,,,,,,4,4,3,4,3,1,1,1,2,4,1,1,98,2,1,3,3,1,4,3,98,1,1,1,1,2,3,2,2,1,2,6,1,6,,4,5,4,2,2,4,1,0.67
FALL 2010,2906,12,5,2010,3,TEXAS,2,2,,,,,,,,,,,,,,,1,AL GORE IS A NUT,9,4,4,1,4,1,1,1,1,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,6,1,1,1,2,,4,1,2,1,1,6,1,0.67
FALL 2010,2909,12,5,2010,4,OHIO,3,1,1,3,2,2,DEPLETION OF GLACIERS,1,1,2,2,1,2,3,3,2,,,,,,,4,4,3,2,4,2,2,2,2,4,2,2,2,2,1,3,3,3,4,3,3,3,4,,2,3,3,2,3,4,2,4,1,2,,4,1,1,2,4,2,1,0.67
FALL 2010,2911,12,5,2010,4,INDIANA,3,98,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,3,4,4,3,,3,3,3,3,3,6,2,2,1,2,,4,2,2,2,2,2,1,0.67
FALL 2010,2913,12,5,2010,3,INDIANA,3,2,,,,,,,,,,,,,,,2,UNCLEAR DATA,3,4,4,4,1,1,1,1,3,3,3,3,2,3,4,3,4,1,3,4,4,3,4,4,4,3,4,,4,4,4,4,4,3,2,1,1,1,2,4,5,2,2,2,5,1,0.67
FALL 2010,2925,12,5,2010,1,COLORADO,4,2,,,,,,,,,,,,,,,2,NATURAL CYCLE OF EARTH,2,4,4,4,2,3,1,3,2,2,2,2,2,3,2,2,3,2,3,3,4,3,4,4,4,4,4,,2,2,4,3,4,1,2,3,1,6,,4,5,3,2,,4,1,0.67
FALL 2010,2929,12,5,2010,2,CALIFORNIA,4,1,1,1,1,1,MUCH WARMER SUMMERS,2,2,1,2,2,2,4,2,2,,,,,,,4,4,3,4,3,1,1,1,1,3,2,2,2,98,1,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,3,1,1,2,4,5,1,2,3,,1,0.67
FALL 2010,2930,12,5,2010,4,IDAHO,4,1,1,2,2,4,MEDIA,6,1,4,2,1,4,4,98,2,,,,,,,2,2,2,1,1,3,2,2,1,1,1,1,4,4,1,2,2,2,2,2,2,1,1,3,1,2,3,1,3,2,2,5,1,1,2,4,1,2,2,1,5,1,0.67
FALL 2010,2935,12,5,2010,1,CALIFORNIA,4,1,2,3,1,1,SCIENTIFIC RESEARCH,4,1,3,1,3,1,2,3,3,,,,,,,4,4,98,3,4,1,2,1,1,4,2,2,1,4,1,2,1,1,2,1,2,4,4,,2,2,2,2,2,3,1,2,1,2,,4,5,1,2,5,2,1,0.67
FALL 2010,2936,12,5,2010,4,CALIFORNIA,4,1,2,1,1,1,CHILDHOOD WINTERS,2,1,4,4,1,98,4,1,1,,,,,,,4,4,4,3,4,1,1,3,2,4,1,98,98,4,1,98,98,3,4,3,3,1,4,,4,4,4,2,2,6,2,3,1,1,2,4,1,2,2,3,,1,0.67
FALL 2010,2939,12,5,2010,3,WASHINGTON,4,1,2,3,1,2,NATURAL TRENDS MADE FASTER BY MAN,9,1,2,2,2,3,2,2,2,,,,,,,4,4,3,4,3,1,1,1,2,3,2,1,2,3,1,1,4,3,4,3,3,3,2,1,2,3,4,4,4,1,1,3,1,1,2,4,2,1,2,4,5,1,0.67
FALL 2010,2954,12,6,2010,3,NEW YORK,1,1,1,3,1,1,EXTREME TEMPERATURE CHANGES,3,1,1,1,1,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,4,1,3,1,4,1,3,3,3,4,,2,98,1,1,1,5,1,98,1,6,,4,1,4,2,4,3,1,0.67
FALL 2010,2969,12,6,2010,4,ALABAMA,2,2,,,,,,,,,,,,,,,3,NO EVIDENCE,3,2,3,1,2,2,1,2,1,2,2,2,4,4,4,1,4,4,1,4,4,2,4,4,4,4,4,,4,4,4,4,4,2,1,3,1,6,,4,1,2,2,2,6,1,0.67
FALL 2010,2974,12,6,2010,4,ARKANSAS,2,2,,,,,,,,,,,,,,,1,THE SUN IS FADING BACK IN THE UNIVERSE,9,4,4,4,1,1,1,2,3,3,2,1,2,3,2,2,4,2,2,4,4,3,3,4,3,3,4,,4,4,4,4,4,3,2,1,1,6,,4,1,4,2,1,6,1,0.67
FALL 2010,2983,12,6,2010,4,MINNESOTA,3,1,2,1,2,2,THE ICE MELTING,1,1,2,2,2,3,2,1,1,,,,,,,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,1,1,1,3,3,3,1,3,,3,3,3,3,3,4,2,2,1,,,4,1,4,2,3,,1,0.67
FALL 2010,2990,12,6,2010,3,ILLINOIS,3,1,1,3,1,1,ICE CAPS MELTING IN ALASKA,1,1,2,2,2,2,2,1,2,,,,,,,4,4,3,3,3,1,1,1,2,3,2,1,2,3,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1,1,2,1,2,,4,5,1,2,5,,1,0.67
FALL 2010,3006,12,6,2010,4,CALIFORNIA,4,1,2,1,1,1,NEWS REPORTS,6,3,2,4,2,1,2,4,1,,,,,,,4,4,3,4,4,1,1,2,2,4,4,1,2,4,1,3,3,4,4,3,3,3,4,,1,4,4,2,4,1,98,2,1,6,,4,1,2,98,3,2,1,0.67
FALL 2010,3010,12,6,2010,2,WASHINGTON,4,1,1,3,1,1,CLIMATE CHANGES OVER THE CENTURIES,9,2,2,2,2,2,2,2,2,,,,,,,4,4,3,3,3,1,1,1,1,3,2,2,2,3,1,3,3,3,3,3,3,3,1,1,2,2,1,2,2,1,1,3,1,2,,4,5,1,2,5,,1,0.67
FALL 2010,3018,12,7,2010,3,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,3,IT FEELS THE SAME,1,3,2,4,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,2,2,1,2,,4,1,2,1,2,3,1,0.67
FALL 2010,3019,12,7,2010,3,PENNSYLVANIA,1,1,1,3,2,2,WINTERS ARE NOT AS COLD AND VICE VERSA,2,1,1,4,98,4,1,4,4,,,,,,,2,3,3,98,3,2,2,2,1,3,2,1,98,98,1,2,4,3,4,3,3,3,2,1,3,3,4,3,3,1,1,1,1,1,2,4,1,4,2,3,4,1,0.67
FALL 2010,3024,12,7,2010,3,MARYLAND,2,1,1,3,1,1,BURNING FOSSIL FUELS,8,2,2,1,2,3,3,2,1,,,,,,,3,4,4,3,4,1,1,2,2,4,2,3,2,3,1,4,3,3,1,3,4,3,4,,4,4,2,2,3,2,2,4,1,6,,4,1,1,2,5,,1,0.67
FALL 2010,3041,12,7,2010,3,OHIO,3,1,1,3,1,1,NEWS REPORTS,6,1,1,2,2,1,1,1,2,,,,,,,4,4,4,4,4,1,2,2,1,4,1,98,2,1,1,3,3,2,2,2,1,3,1,1,1,2,2,1,2,98,2,3,1,2,,4,98,4,2,2,6,1,0.67
FALL 2010,3047,12,7,2010,3,MINNESOTA,3,1,1,1,1,1,DEPLETING OZONE LAYER,10,1,3,2,1,2,3,2,2,,,,,,,4,3,1,3,4,1,1,1,2,3,2,2,2,3,2,1,4,3,3,3,3,3,2,1,2,3,3,3,4,2,1,3,1,2,,4,5,2,1,1,4,1,0.67
FALL 2010,3057,12,7,2010,3,WASHINGTON,4,2,,,,,,,,,,,,,,,1,PERSONAL EXPERIENCE,1,1,4,1,1,1,1,1,98,98,98,98,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,6,98,1,1,6,,4,5,4,2,1,2,1,0.67
FALL 2010,3058,12,7,2010,3,MONTANA,4,1,2,2,3,3,GENERAL SCIENTIFIC RECORDS,4,1,1,3,3,3,1,3,3,,,,,,,4,1,1,1,2,3,3,3,98,2,4,4,4,1,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,1,1,2,1,6,,4,5,4,1,1,6,1,0.67
FALL 2010,3066,12,8,2010,3,RHODE ISLAND,1,1,1,1,1,1,OVER-POPULATION,13,1,1,2,1,2,2,1,2,,,,,,,4,4,3,4,3,1,1,1,1,4,2,2,2,3,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1,1,4,1,,,4,5,,,,,1,0.67
FALL 2010,3071,12,8,2010,1,NEW YORK,1,1,2,2,3,3,TEMPERATURESS ARE INCREASING,2,98,4,98,98,98,4,98,98,,,,,,,2,3,2,2,2,1,1,1,2,3,3,1,3,3,2,2,3,1,1,3,3,1,2,1,1,2,2,1,2,1,98,4,1,6,,4,5,4,2,2,6,1,0.67
FALL 2010,3082,12,8,2010,2,MARYLAND,2,98,,,,,,,,,,,,,,,,,,,,,3,4,98,1,4,1,2,2,2,4,1,98,98,3,1,4,2,1,4,2,1,1,4,,4,4,4,4,4,1,2,3,1,6,,4,5,4,2,3,6,1,0.67
FALL 2010,3085,12,8,2010,4,NORTH CAROLINA,2,1,3,2,2,3,THE PAPER,6,3,3,4,2,2,2,4,3,,,,,,,2,98,1,3,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,,3,3,3,98,3,1,98,98,1,2,,4,1,4,,1,,1,0.67
FALL 2010,3086,12,8,2010,3,SOUTH CAROLINA,2,1,1,1,1,1,LOSS OF SHORE LINES,11,1,4,1,1,98,2,2,1,,,,,,,4,4,4,4,2,1,1,1,1,3,2,1,2,2,1,3,3,3,4,1,1,1,1,1,1,2,2,1,2,1,2,3,1,1,2,4,5,4,2,3,6,1,0.67
FALL 2010,3090,12,8,2010,3,FLORIDA,2,1,2,3,1,2,CHANGES IN WEATHER,3,1,1,2,1,2,1,1,1,,,,,,,4,4,4,4,3,1,1,1,2,2,2,2,1,98,2,3,3,3,3,3,3,3,2,1,2,2,2,2,3,1,1,2,1,1,2,4,1,1,2,4,,1,0.67
FALL 2010,3093,12,8,2010,3,ALABAMA,2,2,,,,,,,,,,,,,,,1,STUDIES,5,1,1,1,1,1,1,1,,3,3,3,2,3,2,4,4,1,1,3,3,3,3,3,3,2,4,,4,4,4,4,4,4,1,1,1,1,1,4,5,2,1,2,6,1,0.67
FALL 2010,3136,12,8,2010,1,CALIFORNIA,4,1,1,3,1,1,RESEARCH,4,2,2,2,2,2,3,2,2,,,,,,,4,4,3,4,4,1,1,1,2,3,2,2,2,3,2,3,3,4,3,3,3,3,2,1,2,2,2,2,2,1,1,4,1,2,,4,1,1,2,3,,1,0.67
FALL 2010,3143,12,9,2010,3,MASSACHUSETTS,1,1,2,3,2,2,FOSSIL FUELS AND USE OF GREEN HOUSE GASE,8,1,2,2,4,2,3,1,3,,,,,,,4,4,3,4,4,2,2,2,1,3,2,98,1,98,2,3,1,3,2,3,3,3,2,1,2,3,2,2,4,1,1,3,1,2,,4,1,2,1,1,4,1,0.67
FALL 2010,3146,12,9,2010,2,MASSACHUSETTS,1,2,,,,,,,,,,,,,,,2,READ AND SEE,9,1,2,4,2,2,98,2,98,1,2,3,2,3,4,2,3,3,2,4,1,1,1,1,1,1,4,,3,4,3,3,4,1,1,2,1,2,,4,1,4,2,4,6,1,0.67
FALL 2010,3158,12,9,2010,3,PENNSYLVANIA,1,1,1,1,1,1,SCIENTIFIC,4,1,2,1,98,1,1,2,1,,,,,,,4,4,4,4,4,1,1,2,1,4,1,1,2,4,1,3,3,98,3,3,98,3,2,1,1,98,1,1,2,1,1,5,1,6,,4,2,4,2,4,5,1,0.67
FALL 2010,3167,12,9,2010,3,NORTH CAROLINA,2,1,1,1,1,2,SCIENTIFIC EVIDENCE,4,2,4,2,2,4,4,98,2,,,,,,,4,4,4,4,2,2,3,3,4,98,4,4,98,2,4,4,3,3,3,4,4,4,4,,4,4,2,2,2,2,1,98,1,1,2,4,5,,,,,1,0.67
FALL 2010,3177,12,9,2010,4,TEXAS,2,1,1,3,1,1,GLACIERS AND ICE MELTING,1,1,1,2,2,2,3,2,2,,,,,,,4,4,3,4,4,2,2,2,2,3,1,2,2,4,1,4,4,3,4,4,1,3,4,,1,2,2,2,2,1,1,3,1,6,,4,1,1,2,3,3,1,0.67
FALL 2010,3185,12,9,2010,3,OHIO,3,98,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,3,3,3,3,3,2,98,2,2,4,4,4,4,3,3,3,4,,4,4,4,4,4,6,98,1,1,1,2,4,3,2,2,2,5,1,0.67
FALL 2010,3214,12,9,2010,4,WASHINGTON,4,2,,,,,,,,,,,,,,,3,STILL A LOT OF COLDER WEATHER,1,2,2,1,1,2,2,1,4,1,1,2,4,98,2,4,4,2,4,1,3,3,4,4,4,3,4,,1,1,2,2,4,4,2,1,1,1,1,4,5,2,2,1,6,1,0.67
FALL 2010,3215,12,9,2010,3,WASHINGTON,4,2,,,,,,,,,,,,,,,2,NATURAL TRENDS,2,1,2,2,2,2,1,2,,3,3,3,3,2,4,2,4,3,2,4,4,4,4,1,1,1,4,,4,4,4,4,4,6,,2,1,2,,4,1,2,1,3,4,1,0.67
FALL 2010,2349,11,16,2010,2,PENNSYLVANIA,1,1,1,2,2,3,ICE MELTING,1,2,2,3,3,3,2,1,1,,,,,,,4,3,2,3,2,2,3,3,1,3,2,1,1,3,1,3,3,3,3,3,4,3,1,1,1,2,1,1,2,1,1,2,5,6,,5,5,4,2,98,98,2,0.7
FALL 2010,2513,11,22,2010,4,NEW YORK,1,1,1,3,1,1,MELTING ICE CAPS,1,1,2,98,98,98,2,98,3,,,,,,,4,4,4,4,4,1,2,2,1,4,3,2,98,4,1,3,3,98,3,3,98,3,1,1,1,1,1,1,1,1,1,98,,,,5,2,,2,,,2,0.7
FALL 2010,2600,11,29,2010,4,KANSAS,3,1,1,3,1,1,ICE MELTING,1,1,1,3,1,1,1,1,1,,,,,,,4,4,2,3,4,1,2,2,4,1,1,1,3,3,2,3,4,3,4,3,98,3,1,1,1,3,4,4,4,2,98,1,,,,5,1,4,2,3,3,2,0.7
FALL 2010,2644,11,30,2010,3,CALIFORNIA,4,1,1,1,1,1,GLACIERS ARE MELTING,1,1,1,98,1,2,2,1,1,,,,,,,4,4,4,4,,1,1,1,1,4,1,1,1,,1,98,3,4,4,3,98,3,2,98,1,4,1,1,4,98,98,98,,,,5,4,4,2,3,,2,0.7
FALL 2010,2661,12,1,2010,3,PENNSYLVANIA,1,98,,,,,,,,,,,,,,,,,,,,,3,1,98,1,2,3,2,3,4,4,4,98,4,3,4,4,4,2,4,4,4,4,4,,4,4,4,4,4,,,1,,,,5,1,4,2,,,2,0.7
FALL 2010,2869,12,3,2010,3,CALIFORNIA,4,1,1,2,1,1,NOT SURE,10,1,3,4,2,3,2,3,2,,,,,,,3,3,2,4,3,1,2,2,3,2,2,3,2,3,3,4,3,3,4,3,3,4,3,,2,3,3,3,4,5,2,3,10,,,5,1,1,2,1,6,2,0.7
FALL 2010,2944,12,5,2010,1,CALIFORNIA,4,1,1,3,1,2,MELTING ICE,1,1,3,2,3,2,4,4,2,,,,,,,4,3,3,2,3,2,2,2,2,3,2,2,98,4,2,2,4,1,2,1,2,1,2,2,2,3,2,2,3,1,2,2,10,98,,5,5,1,2,5,1,2,0.7
FALL 2010,2304,11,15,2010,2,MASSACHUSETTS,1,98,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,3,3,3,4,2,4,4,4,1,4,4,4,2,4,4,4,1,4,,4,4,4,4,4,6,,1,1,1,2,3,5,2,2,2,4,2,0.75
FALL 2010,2309,11,15,2010,3,NEW YORK,1,1,2,3,2,2,SHRINKING ICE CAPS,1,1,1,3,2,2,2,1,1,,,,,,,4,2,2,2,2,1,1,2,2,2,2,1,98,2,1,3,3,4,3,3,3,3,2,1,2,2,2,2,2,1,98,2,1,2,,3,1,4,2,4,3,2,0.75
FALL 2010,2323,11,15,2010,3,TEXAS,2,98,,,,,,,,,,,,,,,,,,,,,3,1,4,1,2,2,2,2,1,1,1,1,2,4,1,2,3,2,3,2,3,3,2,2,2,3,2,2,2,3,1,2,1,1,1,3,1,2,98,2,5,2,0.75
FALL 2010,2348,11,16,2010,3,PENNSYLVANIA,1,2,,,,,,,,,,,,,,,2,EXPERIENCE,1,2,2,2,3,2,3,2,3,1,1,1,1,4,1,1,4,4,3,3,2,1,2,2,3,3,1,1,1,3,2,2,3,4,2,2,1,1,1,3,1,2,2,3,4,2,0.75
FALL 2010,2353,11,16,2010,3,NORTH CAROLINA,2,2,,,,,,,,,,,,,,,2,NO TEMPERATURES DIFFERENCE,1,1,3,3,2,1,3,1,4,1,1,1,1,4,2,1,98,98,98,4,4,4,4,3,3,3,2,1,4,4,4,4,4,3,98,98,1,1,,3,5,4,2,2,1,2,0.75
FALL 2010,2355,11,16,2010,4,ALABAMA,2,1,1,1,1,1,NEWSPAPER ARTICLES,6,1,2,2,2,2,2,2,1,,,,,,,4,4,3,4,4,1,2,2,2,4,1,2,2,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,98,,3,2,1,2,4,6,2,0.75
FALL 2010,2358,11,16,2010,3,OKLAHOMA,2,1,1,98,2,2,NOT SURE,10,2,2,2,2,2,2,98,2,,,,,,,4,3,98,3,4,1,1,1,2,4,2,1,2,2,1,1,1,1,1,1,1,1,98,,98,98,98,98,2,1,1,2,1,1,1,3,5,1,2,5,,2,0.75
FALL 2010,2369,11,16,2010,2,MINNESOTA,3,1,3,2,3,4,DATA,4,4,3,3,2,3,4,3,3,,,,,,,3,3,1,1,4,1,1,1,1,1,4,1,4,3,1,3,3,3,1,3,2,3,1,1,1,2,2,2,2,1,2,4,1,2,,3,5,1,2,2,3,2,0.75
FALL 2010,2372,11,16,2010,4,CALIFORNIA,4,1,2,1,2,2,MELTING POLAR ICE,1,1,2,98,3,98,2,2,1,,,,,,,4,2,3,4,4,3,1,1,2,1,2,4,3,2,4,2,4,4,4,3,4,3,98,,4,4,4,4,4,4,98,1,1,2,,3,1,1,2,3,2,2,0.75
FALL 2010,2379,11,17,2010,4,PENNSYLVANIA,1,98,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,2,2,3,2,2,2,3,2,4,4,3,4,3,3,1,3,,2,3,2,2,3,3,1,2,1,2,,3,1,2,2,98,2,2,0.75
FALL 2010,2383,11,17,2010,2,MISSISSIPPI,2,1,1,3,1,1,SUMMERS HOTTER AND WINTERS LESS COLD,2,2,1,2,2,2,1,1,1,,,,,,,4,3,3,4,4,1,1,1,2,4,2,1,2,2,1,1,1,1,1,1,1,1,98,,98,98,98,98,98,3,1,2,1,6,,3,1,,,,,2,0.75
FALL 2010,2384,11,17,2010,4,NORTH CAROLINA,2,2,,,,,,,,,,,,,,,2,NO CHANGE IN WEATHER,1,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,,3,4,3,3,4,2,2,2,1,1,1,3,2,4,2,2,3,2,0.75
