"Respnum","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","fftax_support_v1","gastax_support_v1","electrictax_support_v1","carbontax_revuse_v1","carbontax_revuseimpact","nuclear_support","worldviews_useconomy","worldviews_econimprove","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
524,4,3,3,"VERMONT",1,1,1,1,1,1,"BOOKS",6,1,4,2,2,1,4,98,2,,,4,4,4,4,4,2,2,2,1,1,98,98,98,10,2,,5,4,,,,1,0.635
525,3,22,4,"VERMONT",1,1,2,2,2,2,"EXPOSURE TO THE NUMBER OF YEARS SHE HAS LIVED",2,2,3,3,2,3,3,2,3,,,3,3,3,3,3,3,3,3,1,98,98,4,3,1,1,2,3,1,2,2,,2,0.42
526,3,18,4,"SOUTH CAROLINA",2,2,,,,,,,,,,,,,,,"NOT ENOUGH SCIENTIFIC PROOF",3,1,1,1,1,1,4,4,4,2,2,1,4,3,1,2,,3,2,4,3,98,2,0.42
527,3,30,3,"SOUTH CAROLINA",2,2,,,,,,,,,,,,,,,"WORLD ALWAYS CHANGES",2,1,1,1,1,1,4,4,4,3,3,2,3,1,1,6,,4,5,4,2,5,1,0.695
528,3,29,4,"SOUTH CAROLINA",2,1,2,3,1,1,"ARCTIC MELTING",1,1,4,2,2,4,4,1,2,,,2,4,4,4,4,98,4,4,6,,2,4,1,1,3,,4,1,4,3,2,1,0.385
529,3,22,3,"VIRGINIA",2,2,,,,,,,,,,,,,,,"NOT SURE",9,3,3,4,4,2,4,4,4,6,,4,4,3,1,1,2,4,1,1,2,6,2,0.43
530,3,18,4,"VIRGINIA",2,1,2,2,1,98,"WARMER",2,1,1,4,1,4,1,1,2,,,2,3,98,2,98,4,98,98,98,,4,4,3,2,1,98,2,1,1,2,2,2,1.39
531,3,28,3,"VIRGINIA",2,1,2,2,2,1,"PERSONAL OBSERVATIONS",2,1,4,4,4,4,4,4,4,,,2,1,2,2,1,4,4,4,6,,1,4,2,1,1,2,3,5,4,2,6,1,1.065
532,3,31,4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"CAN NOT PROVE IT IS INCREASING",3,1,1,1,1,1,4,4,4,6,,4,4,1,1,1,2,3,1,3,1,,1,0.695
533,3,22,3,"CALIFORNIA",4,1,1,3,1,1,"WEATHER PATTERNS AND EARTHQUAKES",3,1,1,1,1,3,3,1,3,,,4,4,4,4,3,2,3,3,1,3,4,3,2,1,1,2,4,1,2,1,3,2,0.98
534,3,30,1,"CALIFORNIA",4,1,1,3,1,1,"NOT SURE",10,1,3,2,3,3,3,3,2,,,1,4,4,4,4,2,2,2,2,2,2,3,1,1,6,,4,2,1,3,3,2,1.79
535,4,4,4,"CALIFORNIA",4,1,2,3,2,1,"DECLING BEACHES AND TOO MUCH SMOG",11,2,1,2,2,3,3,2,1,,,3,3,3,3,2,2,4,2,2,1,1,3,1,1,6,,4,1,4,4,6,1,0.355
536,3,30,1,"TEXAS",2,2,,,,,,,,,,,,,,,"THERE HAVE ALWAYS BEEN CHANGES IN TEMPERATURES",2,1,98,98,2,98,4,4,4,3,3,4,4,3,1,1,1,5,1,2,2,4,2,1.19
537,4,4,4,"TEXAS",2,1,1,1,1,1,"DIFFERENCE IN CLIMATE CHANGES",3,1,3,4,3,4,1,4,1,,,4,4,4,4,4,4,4,4,2,1,98,4,3,1,1,2,2,1,1,4,1,2,0.75
538,3,21,1,"TEXAS",2,1,1,1,1,1,"NOT MUCH RAIN",3,1,2,1,4,4,1,1,2,,,4,4,4,3,3,2,4,4,3,1,98,4,2,1,6,,2,1,2,2,98,2,1.88
539,3,29,3,"HAWAII",4,1,2,3,2,1,"MY BEACHES ARE SHRINKING",11,1,1,3,3,4,4,4,1,,,1,3,4,4,3,4,4,4,6,,4,3,3,10,2,,2,1,4,4,6,1,1.355
540,3,22,3,"HAWAII",4,2,,,,,,,,,,,,,,,"NATURAL PATTERNS OF EARTH",2,2,1,1,1,1,4,4,4,3,2,4,3,3,1,2,,2,1,2,1,4,2,1.09
541,3,28,3,"HAWAII",4,2,,,,,,,,,,,,,,,"BELIEVE GOD HANDLES THE WEATHER",6,1,98,4,1,2,4,4,4,6,,4,3,3,10,6,,4,5,4,3,4,1,0.715
542,3,24,3,"MICHIGAN",3,2,,,,,,,,,,,,,,,"COLDER WINTERS",1,1,2,1,1,2,4,4,4,1,2,3,4,2,1,2,,3,2,2,3,3,2,1.33
543,3,23,4,"INDIANA",3,2,,,,,,,,,,,,,,,"COLD WINTERS",1,2,2,2,3,2,3,3,3,5,2,4,4,3,1,1,1,2,2,,2,1,2,0.75
544,3,21,2,"INDIANA",3,2,,,,,,,,,,,,,,,"CONFLICTING INFORMATION",3,3,1,1,1,1,4,2,1,1,1,1,4,2,1,1,2,4,1,2,2,4,2,0.45
545,4,3,4,"INDIANA",3,1,1,1,1,1,"GARDENING EXPERIENCE",14,1,1,2,2,4,1,1,2,,,4,4,4,3,3,2,3,4,1,1,4,4,3,1,1,2,4,4,1,3,4,2,0.09
546,4,3,2,"INDIANA",3,1,1,2,2,2,"BIBLE SAYS CLIMATE WILL CHANGE",12,1,1,1,1,4,3,98,1,,,4,4,4,1,4,3,4,4,1,3,1,4,3,1,1,1,2,1,2,1,5,1,1.345
547,4,5,3,"FLORDIA",2,1,2,3,2,98,"ICEBERGS MELTING",1,1,2,98,3,98,4,98,4,,,4,4,4,4,1,4,4,4,6,,98,4,3,1,1,2,4,2,2,3,,2,0.42
548,3,21,2,"FLORIDA",2,1,2,2,2,2,"NATURAL",9,2,4,4,2,98,2,3,3,,,4,1,1,1,1,2,2,2,1,2,3,4,2,2,1,2,4,5,1,3,5,1,2.125
549,3,28,4,"FLORIDA",2,2,,,,,,,,,,,,,,,"WEATHER IS SAME AS EVER",1,1,1,1,1,1,4,4,4,6,,1,4,2,1,1,1,2,3,2,1,2,2,0.76
550,4,5,3,"FLORIDA",2,2,,,,,,,,,,,,,,,"NATURAL CYCLES  OF WARMING AND COOLING HAVE HAPPENED IN PAST",2,1,1,2,1,1,4,1,1,6,,1,4,3,1,1,1,5,4,2,1,6,1,0.645
551,4,5,3,"PENNSYLVANIA",1,1,2,2,2,2,"THE EARTH HAS TO GO THROUGH ITS NATURAL PROCESS",9,2,2,3,2,4,2,2,2,,,2,2,98,2,2,3,4,3,98,,4,4,2,1,1,2,2,1,1,3,98,2,1.07
552,3,28,3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,"DATA",5,1,98,3,1,2,4,4,4,6,,2,4,2,1,6,,4,5,4,2,2,1,0.735
553,3,25,3,"PENNSYLVANIA",1,1,1,1,1,1,"VILLAGES AND CITIES ARE DISSAPEARING UNDER WATER",11,1,3,98,1,2,4,1,2,,,3,3,3,98,3,3,3,98,3,1,3,4,2,1,6,,5,1,98,4,2,2,0.4
554,3,29,5,"PENNSYLVANIA",1,1,2,3,3,2,"OZONE LAYER DECREASED",10,3,3,4,3,4,2,3,3,,,2,3,3,2,3,4,4,4,6,,4,4,2,1,2,,3,1,1,3,,1,1.045
555,3,23,4,"PENNSYLVANIA",1,1,1,2,4,2,"READING",6,3,4,4,3,4,4,4,4,,,4,2,4,3,1,4,4,4,6,,4,4,2,1,2,,4,98,4,1,2,1,0.385
556,3,23,2,"PENNSYLVANIA",1,98,,,,,,,,,,,,,,,,,98,98,3,4,98,2,2,2,1,3,4,4,2,1,1,2,3,1,2,3,3,2,2.14
557,3,27,2,"ILLINOIS",3,1,2,2,2,2,"PATTERNS",9,4,4,2,4,4,4,1,3,,,2,2,3,1,2,4,4,4,6,,1,4,3,1,1,1,4,5,2,2,3,1,1.265
558,3,28,3,"ILLINOIS",3,2,,,,,,,,,,,,,,,"EARTHS NATURAL CYCLES",2,2,2,2,1,1,4,4,4,3,2,4,4,3,1,2,,3,1,1,4,,1,1.045
559,3,25,4,"ILLINOIS",3,1,1,3,1,1,"NATURAL DISASTERS",3,1,1,1,1,4,3,1,4,,,4,4,4,4,4,2,4,4,1,3,4,3,2,1,1,1,3,1,4,3,3,2,0.98
560,3,21,3,"ILLINOIS",3,2,,,,,,,,,,,,,,,"NOT SURE",9,2,98,98,2,1,4,4,4,2,3,1,4,1,1,1,98,5,5,4,2,6,2,0.38
561,4,5,3,"ILLINOIS",3,1,1,1,1,98,"SCIENTIFICALLY IT HAS BEEN PROVEN",4,2,2,2,98,2,3,98,1,,,4,3,4,4,2,4,4,4,1,3,2,4,2,1,1,2,4,5,98,2,2,1,0.735
562,3,23,3,"ILLINOIS",3,1,2,3,2,2,"THE POLOR ICE CAPS",1,1,3,2,4,4,4,3,4,,,3,2,2,2,2,3,3,3,6,,2,2,1,1,6,,3,2,4,4,,1,1.045
563,3,31,4,"ILLINOIS",3,1,1,3,2,1,"MELTING ICE CAPS",1,1,4,4,2,1,4,98,1,,,4,4,4,2,4,4,4,4,1,98,4,3,3,1,2,,5,6,,3,,2,0.01
564,3,25,3,"ILLINOIS",3,1,1,1,1,1,"FROM WHAT HE HAS READ AND HEARD",6,1,2,1,1,2,1,1,1,,,4,4,4,4,4,1,1,1,1,3,1,4,2,1,3,,4,1,,,,1,0.695
565,3,24,4,"MISSOURI",3,1,1,98,2,1,"ALASKA AND WEATHER IS CHANGING",3,2,2,2,98,2,3,98,4,,,4,4,3,98,4,2,4,4,6,,3,4,3,9,2,,3,1,1,,,2,1.95
566,3,31,4,"TEXAS",2,98,,,,,,,,,,,,,,,,,2,2,3,3,2,3,4,3,6,,3,3,3,1,2,,2,1,1,3,2,1,1.035
567,3,22,4,"TEXAS",2,2,,,,,,,,,,,,,,,"IT IS TOO HOT",9,2,2,3,3,2,4,4,4,6,,3,4,2,1,1,1,3,3,2,3,3,1,1.255
568,3,20,2,"CALIFORNIA",4,1,1,1,1,98,"COASTLINES RECEDING",11,2,3,3,1,3,2,2,2,,,4,3,3,3,4,2,2,2,1,1,1,4,3,1,1,2,2,5,2,2,3,2,1.64
569,3,20,2,"CALIFORNIA",4,1,2,1,1,1,"YOU CAN SEE IT AND FEEL IT",2,2,2,1,2,4,2,2,2,,,1,98,2,2,2,2,3,3,1,1,4,4,2,1,6,,2,5,98,98,2,1,1.395
570,3,18,3,"CALIFORNIA",4,1,1,1,1,1,"SEVERE WILDFIRES",3,1,1,1,1,2,2,1,1,,,4,4,4,4,4,2,2,2,1,1,1,3,3,5,2,,4,5,1,4,5,1,1.215
571,3,29,2,"NORTH CAROLINA",2,1,1,1,2,1,"DIFFERENCES IN CLIMATE OVER PAST 20 YEARS",2,1,1,3,1,4,4,3,2,,,4,4,4,2,4,2,1,1,1,1,4,4,1,2,1,2,4,1,4,3,,2,1.06
572,3,21,3,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,"NATURAL CYCLES",2,1,98,3,1,1,4,4,4,6,,4,4,2,1,1,2,3,1,4,3,3,1,1.605
573,3,28,3,"TEXAS",2,1,2,3,2,2,"FASTER SPRINGS COMING",3,2,2,2,2,4,2,2,1,,,2,3,3,98,2,4,2,3,2,3,98,2,2,1,98,,4,1,4,2,6,1,0.715
574,3,27,2,"CALIFORNIA",4,1,1,98,2,2,"MELTING ICE",1,1,4,2,2,98,4,1,2,,,4,4,4,3,4,1,1,2,2,98,3,3,1,1,1,1,3,5,2,2,6,2,0.79
575,4,4,3,"CALIFORNIA",4,1,1,3,1,1,"RESEARCH",4,1,3,1,2,1,3,3,1,,,4,4,3,3,4,1,1,3,5,3,4,4,2,1,6,,5,5,1,5,3,1,1.195
576,3,20,3,"CALIFORNIA",4,1,2,3,2,2,"NATURAL DISASTERS",3,1,4,4,2,2,4,3,4,,,3,4,3,98,4,2,98,3,1,1,3,4,3,1,6,,4,1,4,4,,2,0.42
577,4,1,3,"CALIFORNIA",4,1,1,1,2,1,"RECORD TEMPERATURES",2,1,1,1,2,1,2,2,1,,,4,4,4,4,4,1,1,2,1,3,3,3,3,1,7,,5,5,1,5,6,1,0.645
578,4,1,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"NO EVIDENCE",3,1,2,2,2,1,4,4,4,1,3,1,4,3,1,1,1,3,1,98,2,3,1,1.605
579,4,4,4,"SOUTH CAROLINA",2,1,2,3,2,1,"NOT SURE",10,98,2,3,2,4,2,4,2,,,2,3,3,2,3,3,3,3,6,,3,4,2,1,7,,3,1,2,2,4,2,0.44
580,3,21,4,"SOUTH CAROLINA",2,1,2,1,2,1,"GLACIERS MELTING",1,1,4,2,3,4,1,2,1,,,4,4,4,4,2,3,3,3,98,,3,3,3,1,1,1,2,1,1,2,1,2,0.75
581,3,28,4,"SOUTH CAROLINA",2,1,2,1,1,2,"WEATHER PATTERNS",3,1,2,2,2,4,98,1,1,,,4,4,3,3,4,1,1,2,1,3,1,4,1,1,3,,4,5,1,2,6,1,0.355
582,3,27,4,"NEW YORK",1,1,2,1,2,1,"TEMPERATURE INCREASES",2,1,1,2,1,2,2,98,2,,,1,4,4,4,4,1,1,1,1,3,1,3,3,1,1,2,3,1,2,1,2,1,0.735
583,4,4,4,"NEW YORK",1,2,,,,,,,,,,,,,,,"FACTS",5,2,2,3,3,2,3,3,3,98,,3,4,2,1,98,,5,3,4,2,,2,0.01
584,3,22,3,"NEW YORK",1,1,2,3,1,1,"NEWS",6,1,4,98,2,98,4,1,4,,,4,4,4,98,4,4,4,4,1,1,4,4,2,1,1,2,4,6,1,3,,2,0.42
585,3,21,4,"NEW YORK",1,2,,,,,,,,,,,,,,,"PATTERNS",2,1,1,1,1,1,1,4,4,2,1,1,4,2,1,3,,5,3,4,98,,1,0.285
586,4,4,2,"ILLINOIS",3,1,1,1,1,1,"RESEARCH",4,1,2,3,2,2,3,2,1,,,4,4,4,2,4,2,2,2,1,1,2,3,3,1,1,1,5,2,1,5,,2,0.37
587,3,22,3,"ILLINIOS",3,1,1,3,2,98,"SEVERE CLIMATES AND SEVERE DISASTERS",3,2,3,3,2,2,3,2,2,,,2,2,1,2,2,4,4,4,2,3,2,3,3,1,1,1,3,1,2,2,3,2,1.34
588,3,24,2,"ILLINOIS",3,1,2,3,1,1,"REPORTS TO THAT EFFECT",6,1,3,1,3,4,3,3,3,,,98,98,4,4,98,4,3,98,1,3,98,3,3,1,1,1,5,5,2,2,4,2,0.39
589,4,4,4,"FLORIDA",2,2,,,,,,,,,,,,,,,"THE COLDEST WINTER WE HAVE HAD",1,1,2,4,1,2,4,4,4,1,1,4,4,2,1,1,1,3,1,1,2,2,2,0.46
590,4,4,2,"FLORIDA",2,1,1,2,4,1,"NOT SURE",10,4,1,4,1,4,1,4,3,,,3,1,1,3,1,4,4,4,6,,4,3,1,2,6,,3,1,1,1,1,2,2.24
591,4,4,3,"NEW JERSEY",1,98,,,,,,,,,,,,,,,,,3,3,4,2,3,4,4,4,6,,4,3,2,5,6,,2,1,3,2,2,2,1.64
592,3,25,3,"NEW JERSEY",1,98,,,,,,,,,,,,,,,,,2,3,3,2,2,1,3,4,1,1,3,4,3,1,98,,5,1,2,4,3,2,0.92
593,3,31,2,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,98,4,4,3,2,2,2,4,1,1,3,3,3,1,6,,4,5,3,4,6,2,0.44
594,3,28,4,"KENYUCKY",2,2,,,,,,,,,,,,,,,"NATURAL",2,4,1,1,1,1,4,4,4,2,3,1,4,2,1,98,,5,2,2,2,6,1,0.295
595,3,29,4,"KENTUCKY",2,1,1,3,1,1,"OVER POPULATION USING FOSSIL FUELS",13,1,1,4,3,4,2,1,3,,,4,4,4,4,4,1,1,2,6,,4,4,2,1,6,,3,2,1,3,,1,0.695
596,4,4,3,"KENTUCKY",2,2,,,,,,,,,,,,,,,"EARTH HAS TRENDS",2,2,3,3,1,2,4,4,4,6,,3,3,2,1,1,1,3,1,1,4,3,2,1.33
597,3,28,3,"KENTUCKY",2,2,,,,,,,,,,,,,,,"AMOUNT OF SNOWFALL AND ALL THE COLD WEATHER",1,1,1,2,4,1,4,4,4,6,,4,4,3,1,1,2,4,1,1,2,6,1,0.705
598,3,28,5,"CONNETICUT",1,1,2,3,1,1,"PERSONAL OBSERVATION",2,1,3,4,,3,3,1,1,,,4,98,98,2,98,1,3,98,98,,98,4,1,,,,,,,,,1,1.175
599,3,27,2,"COLORADO",4,1,1,1,1,1,"PERSONAL OBSERVATIONS",2,1,1,2,2,4,4,2,2,,,4,4,4,4,4,2,2,1,1,1,2,4,3,1,1,2,4,1,1,5,5,2,1.22
600,3,28,3,"CONNECTICUT",1,1,2,3,2,98,"MELTING POLAR ICE CAPS",1,1,3,4,98,98,4,98,2,,,98,1,1,3,2,4,4,3,2,3,4,4,2,1,1,2,3,1,1,2,3,2,1.33
601,3,18,4,"FLORIDA",2,1,2,3,2,2,"MUCH WARMER THEN WHEN I WAS YOUNG",2,1,1,4,3,4,3,1,3,,,4,4,4,4,4,2,3,4,1,3,4,4,3,1,2,,2,1,1,3,2,2,0.76
602,4,4,3,"SOUTH CAROLINA",2,1,2,3,2,2,"EARTH'S CYCLE HAS CHANGED DUE TO POLLUTION AND NOT RECYCLING",8,2,2,4,2,4,3,2,2,,,3,2,2,4,98,4,4,4,1,3,3,4,2,1,1,2,4,1,1,1,3,1,1.255
603,3,30,5,"SOUTH CAROLINA",2,1,1,3,2,1,"MELTING",1,1,2,98,98,4,2,1,1,,,3,2,3,3,2,4,4,4,6,,98,4,2,1,1,98,4,1,4,4,1,2,0.45
604,4,1,3,"TENNESSEE",2,2,,,,,,,,,,,,,,,"EARTH'S HISTORY",2,1,2,3,1,1,4,4,4,6,,2,4,3,10,1,1,4,1,4,1,3,1,1.255
605,3,31,3,"TENNESSEE",2,1,2,1,2,2,"GLACIERS MELTING",1,1,2,4,4,4,2,3,2,,,3,2,3,4,3,4,4,4,4,1,1,4,2,1,1,2,2,1,2,2,3,2,1.63
606,3,22,3,"ARKANSAS",2,1,2,2,2,2,"NOT SURE",10,98,98,2,2,98,3,98,2,,,2,3,3,2,3,2,2,2,6,,4,3,3,1,6,,3,1,4,3,4,2,0.8
607,4,1,4,"ARKANSAS",2,1,4,2,4,1,"WARMER WINTERS",2,2,2,4,1,4,2,2,2,,,2,3,2,2,3,4,4,4,4,2,2,4,2,2,1,1,1,1,2,1,1,2,1.63
608,3,21,3,"ARKANSAS",2,2,,,,,,,,,,,,,,,"NO PROVEN EVIDENCE",3,1,1,1,1,1,4,4,4,1,3,1,3,3,1,1,1,5,1,4,3,4,1,0.655
609,3,21,3,"ARKANSAS",2,1,2,98,2,2,"FOSSIL FUELS",8,1,4,2,4,4,4,2,3,,,3,2,3,4,3,4,4,4,1,1,4,4,2,1,1,2,4,4,1,1,5,2,0.41
610,3,25,2,"TENNESSEE",2,1,1,1,1,1,"POLAR ICE CAPS",1,1,1,1,1,4,1,1,1,,,4,4,4,4,4,98,4,1,1,1,4,3,1,10,1,2,3,5,1,3,2,2,0.82
611,3,22,4,"TENNESSEE",2,1,2,3,1,1,"ANTARCTIC",1,1,1,1,98,2,1,1,1,,,4,4,4,4,4,1,1,4,2,2,4,3,2,2,1,2,5,6,4,2,2,2,0.68
612,3,28,3,"TENNESSEE",2,1,2,1,2,1,"JAPAN HAITI AND OTHER DISASTERS",3,1,2,3,2,4,2,1,3,,,4,4,4,4,4,4,4,4,6,,4,3,3,1,1,2,2,1,1,4,3,2,1.63
613,3,21,4,"TENNESSEE",2,1,2,2,2,98,"POLAR ICE CAPS MELTING AND WARMER SUMMERS",1,1,1,4,4,4,1,2,2,,,2,2,2,1,2,4,4,4,6,,1,4,2,1,1,1,4,5,2,1,4,1,0.365
614,3,21,3,"TEXAS",2,2,,,,,,,,,,,,,,,"NO DATA",3,3,2,1,1,1,3,2,2,6,,1,3,2,1,1,1,3,5,4,2,6,1,1.055
615,4,4,3,"TEXAS",2,1,3,2,3,2,"I HAVE SEEN IT ALL",2,2,3,2,4,4,3,4,2,,,3,1,1,1,1,4,4,4,4,3,2,4,2,1,1,1,2,3,4,1,,1,1.345
616,4,4,4,"TEXAS",2,98,,,,,,,,,,,,,,,,,2,2,3,2,2,4,4,4,1,3,4,3,3,1,1,2,2,2,,3,,2,0.72
617,3,18,3,"TEXAS",2,1,1,3,1,98,"DIFFERENCE IN TEMPERATURES",2,1,3,2,1,4,1,2,1,,,4,4,4,4,4,2,3,2,1,1,1,4,3,10,,,4,5,4,3,,1,0.875
618,3,18,3,"TENNESSEE",2,98,,,,,,,,,,,,,,,,,3,2,1,1,2,4,4,4,1,3,4,3,3,1,1,2,2,2,1,2,2,2,1.11
619,4,4,3,"FLORIDA",2,1,1,3,1,1,"MELTING",1,1,3,3,4,2,4,1,3,,,3,4,4,4,4,2,3,4,1,1,4,4,2,10,1,2,4,5,1,2,,1,0.725
620,3,20,4,"FLORIDA",2,98,,,,,,,,,,,,,,,,,1,3,4,4,3,4,4,4,4,98,98,3,1,1,1,2,4,2,1,4,2,1,0.385
621,3,21,3,"FLORIDA",2,2,,,,,,,,,,,,,,,"TEMPERATURE CYCLES",2,2,2,2,1,2,4,4,4,6,,2,4,3,1,6,,2,1,2,3,3,2,1.64
622,4,4,3,"MICHIGAN",3,98,,,,,,,,,,,,,,,,,4,2,4,98,1,4,4,3,1,3,4,3,3,1,6,,2,1,1,2,5,1,1.335
623,4,3,4,"ALASKA",4,2,,,,,,,,,,,,,,,"CLIMATE",8,1,1,1,1,1,4,4,4,6,,1,4,2,1,1,1,3,5,4,1,4,1,0.715
624,4,4,2,"ALASKA",4,1,1,3,1,1,"GLACIERS ARE MELTING AND POLAR BEARS ARE BECOMING EXTINCT",1,1,1,1,2,3,3,1,2,,,3,3,3,4,3,2,3,2,1,1,2,4,2,1,6,,4,2,1,3,,2,0.43
625,3,21,2,"NEW JERSEY",1,2,,,,,,,,,,,,,,,"RECENT RESEARCH TO SHOW COOLING",5,1,1,4,2,3,4,4,4,1,3,1,3,3,1,2,,5,5,4,3,6,1,1.455
626,3,23,4,"NEW JERSEY",1,1,2,98,1,1,"MELTING ICEBERGS",1,1,1,98,2,4,2,2,3,,,4,98,98,98,1,4,4,4,1,3,4,4,3,1,2,,1,2,2,3,5,2,0.96
627,3,22,3,"NEW JERSEY",1,2,,,,,,,,,,,,,,,"RECENT SNOW ACTIVITITY",1,1,1,98,1,1,4,4,4,2,3,2,4,3,1,1,2,2,5,2,1,6,1,1.355
628,3,30,2,"NEW JERSEY",1,1,2,3,2,2,"JUST FROM WHAT SHES READ AND HEARD",6,2,3,2,4,4,3,2,2,,,3,98,4,3,2,4,4,4,1,3,3,2,3,1,1,2,5,1,4,3,,2,0.37
629,3,29,4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"GREEN HOUSE GASES",9,2,4,4,4,4,1,1,1,1,3,4,4,1,10,98,,4,2,1,3,6,1,0.385
630,4,4,2,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"NORMAL WEATHER PATTERNS",1,2,1,98,1,1,4,4,4,2,1,4,4,1,1,2,,4,2,,,,1,0.705
631,4,3,4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"THE LORD'S WAY",6,1,1,98,2,2,4,4,4,4,98,4,4,2,9,2,,2,1,2,2,3,2,3.81
632,3,27,4,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"FEELS THE SAME",1,98,2,2,1,2,2,2,3,1,3,2,98,3,1,1,1,2,1,2,3,1,2,0.75
633,3,24,2,"CALIFORNIA",4,98,,,,,,,,,,,,,,,,,2,2,2,2,3,3,3,3,1,2,2,2,3,1,1,1,2,1,2,3,3,1,1.915
634,4,3,3,"CALIFORNIA",4,2,,,,,,,,,,,,,,,"EARTH GOES THROUGH CYCLES",2,1,4,3,1,2,4,4,4,6,,4,4,3,1,6,,3,5,1,3,5,1,1.035
635,3,21,3,"CALIFORNIA",4,1,2,3,1,1,"SCIENTIFIC STATISTICS",4,2,1,1,2,2,2,2,1,,,4,4,4,3,3,2,2,2,2,1,2,3,1,9,2,,3,1,1,1,3,1,3.145
636,3,30,4,"NORTH CAROLINA",2,98,,,,,,,,,,,,,,,,,4,1,3,98,1,2,4,4,1,3,1,4,3,1,1,2,5,1,4,1,6,1,0.295
637,3,30,4,"NORTH CAROLINA",2,1,2,3,3,2,"TV NEWS",6,4,4,4,4,4,4,4,4,,,1,1,98,1,1,4,4,4,2,3,1,4,3,1,2,,4,1,4,1,3,2,0.63
638,3,22,4,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,"WEATHER PATTERN CYCLE",2,1,3,4,1,2,4,4,4,6,,4,4,2,1,1,1,3,5,2,2,,1,0.695
639,4,4,3,"NEW YORK",1,1,1,3,1,1,"MAN'S ACTIVITY",8,1,2,2,2,1,4,98,1,,,4,4,4,4,4,4,4,4,1,1,1,4,2,1,2,,4,1,1,4,,2,0.42
640,3,23,4,"NORTH CAROLINA",2,98,,,,,,,,,,,,,,,,,98,2,3,2,2,4,4,4,5,1,3,4,2,1,1,1,1,1,4,1,1,1,1.275
641,3,25,3,"NORTH CAROLINA",2,1,1,3,1,1,"GLACIERS ARE MELTING AND TEMPERATURES ARE GRADUALLY INCREASING",1,1,1,2,1,1,2,2,1,,,4,4,4,4,4,1,1,1,1,1,98,3,1,2,2,,3,1,3,4,2,2,1.44
642,3,18,3,"NORTH CAROLINA",2,1,2,3,2,1,"GLACIERS MELTING",1,1,2,2,4,1,4,1,4,,,4,4,2,4,4,2,4,1,1,1,98,3,2,1,1,1,3,1,1,3,2,2,0.81
643,3,28,3,"GEORGIA",2,2,,,,,,,,,,,,,,,"CYCLE CHANGE",2,1,1,1,1,1,4,4,4,6,,98,4,1,1,1,2,5,1,4,3,4,2,0.39
644,3,18,2,"KANSAS",3,2,,,,,,,,,,,,,,,"TOO MANY SIMILARITIES OVER THE YEARS",1,1,2,2,1,2,2,4,2,2,1,3,3,3,1,1,1,3,2,2,1,3,1,1.615
645,3,22,4,"KANSAS",3,2,,,,,,,,,,,,,,,"IT HAS BEEN LIKE THIS FOR AS LONG AS I CAN REMEMBER",1,1,2,3,1,2,4,4,4,6,,4,4,2,1,1,1,2,1,1,3,1,2,0.75
646,3,22,3,"KANSAS",3,2,,,,,,,,,,,,,,,"NO CHANGE IN WEATHER",1,2,2,3,3,2,3,4,3,6,,3,3,3,1,1,2,2,1,2,3,2,2,1.11
647,3,31,3,"KANSAS",3,2,,,,,,,,,,,,,,,"HAVE NOT SEEN ANY PROOF",3,2,4,4,3,1,1,1,3,1,3,4,3,1,1,6,,4,5,4,3,5,1,0.695
648,4,1,4,"NEW YORK",1,2,,,,,,,,,,,,,,,"WINTERS ARE STILL COLD",1,1,4,1,1,2,3,4,4,1,3,1,4,1,1,,,4,1,4,3,,2,0.07
649,3,29,4,"NEW YORK",1,1,1,1,1,1,"FOLLOWING WEATHER PATTERNS",3,1,1,2,2,2,3,1,2,,,4,4,4,4,4,4,4,4,1,3,98,4,2,1,6,,4,2,4,98,2,2,0.11
650,3,30,2,"NEW YORK",1,98,,,,,,,,,,,,,,,,,3,3,3,3,98,2,1,1,1,1,4,4,1,5,3,,4,5,4,2,6,2,0.97
651,3,21,4,"TEXAS",2,1,3,2,2,1,"CLIMATE",2,2,2,3,2,98,3,98,1,,,1,98,2,2,2,4,4,4,4,3,4,4,2,9,2,,2,1,1,3,2,2,2.29
