"RespNumb","SAMPLE","VERSION","demog_age_list","demog_state","demog_state_region","weather_pastwinter","weather_snow","weather_pastsummer_v2","weather_today","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","weather_extremes","weather_gwimpact","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","DATE","TotalWeight"
530,"C","A",2,"NJ",1,2,5,3,5,98,,,,,,,,,,,,,,,,,,,3,2,1,1,,4,5,4,3,6,1,"4/20/2016 5:22:00",0.935
531,"C","A",3,"SC",2,5,5,2,5,2,,,,,,,,,,,,,1,"NO RECORDS BEFOR 150 YRS.",3,3,2,1,1,2,,,,4,5,,,,2,"4/20/2016 5:29:55",1.12
532,"C","A",2,"OH",3,2,3,3,5,1,1,2,"SCIENTIFIC RESEARCH",4,3,4,2,4,2,3,2,2,,,,,,,1,2,1,7,,5,5,2,2,4,1,"4/20/2016 5:35:07",0.555
533,"C","A",1,"MA",1,2,4,5,5,1,1,1,"RESEARCH",4,1,1,2,2,1,1,1,1,,,,,,,1,1,1,2,,4,5,2,3,5,1,"4/20/2016 5:35:07",0.925
534,"C","A",4,"FL",2,2,3,2,2,98,,,,,,,,,,,,,,,,,,,3,2,9,98,,4,1,2,3,4,1,"4/20/2016 5:35:38",1.705
535,"C","A",4,"RI",1,1,4,5,5,1,1,1,"FOSSIL FUELS",8,1,1,1,1,1,1,1,1,,,,,,,1,1,1,7,,4,1,4,5,1,2,"4/20/2016 5:42:20",0.92
536,"C","B",2,"MI",3,2,4,5,5,1,1,1,"MASS POLLUTION",8,2,3,1,3,3,1,2,2,,,,,,,3,1,10,,,4,3,4,4,2,1,"4/20/2016 5:59:11",0.805
537,"C","B",3,"FL",2,2,6,3,5,2,,,,,,,,,,,,,98,"IT IS BUT ITS NOT MAN MADE",2,2,1,1,1,1,1,1,2,3,1,4,2,4,1,"4/20/2016 6:00:45",0.835
538,"C","B",1,"GA",2,1,4,2,2,1,1,3,"RESEARCH PAPER READ",4,1,1,4,4,1,4,4,4,,,,,,,1,1,1,6,,5,5,2,3,4,1,"4/20/2016 6:05:56",0.605
539,"C","B",1,"NY",1,1,4,5,2,98,,,,,,,,,,,,,,,,,,,3,1,1,1,98,3,1,1,3,1,2,"4/20/2016 6:06:16",1.42
540,"C","B",1,"SC",2,98,98,5,5,1,1,3,"GLACIERS",1,1,98,98,98,98,98,2,1,,,,,,,1,1,1,6,,3,5,3,4,4,1,"4/20/2016 6:08:02",1.005
541,"C","B",2,"IL",3,2,3,1,5,1,1,1,"HOTTER",2,1,3,4,2,3,2,2,2,,,,,,,3,98,2,6,,3,1,98,98,,1,"4/20/2016 6:12:14",1.205
542,"C","B",4,"IL",3,2,4,3,2,1,1,1,"SCIENTISTS",4,2,3,1,2,2,3,2,3,,,,,,,1,1,1,6,,5,1,1,5,5,1,"4/20/2016 6:16:07",0.085
543,"C","B",1,"IL",3,1,4,4,1,1,1,1,"HUMANS",8,98,1,2,2,3,2,2,1,,,,,,,1,1,2,2,,4,5,1,4,4,1,"4/20/2016 6:17:19",1.225
544,"C","B",4,"WI",3,1,3,5,4,98,,,,,,,,,,,,,,,,,,,1,1,1,2,,2,1,1,2,4,2,"4/20/2016 6:20:39",0.95
545,"C","B",1,"MA",1,4,3,5,5,2,,,,,,,,,,,,,1,"WINTERS ARE THE SAME FOR THE PAST 10 YEARS",1,3,3,4,1,3,1,6,,2,5,2,5,5,1,"4/20/2016 6:26:28",1.055
546,"C","B",1,"MO",3,2,98,2,5,1,1,1,"ARTIC ICE MELTING",1,1,1,1,3,2,98,3,1,,,,,,,1,1,5,6,,4,5,4,98,3,1,"4/20/2016 6:36:59",1.525
547,"C","B",2,"KS",3,5,5,3,5,2,,,,,,,,,,,,,2,"NATURAL PATTERNS",2,2,2,1,98,4,1,2,,4,5,2,2,,2,"4/20/2016 6:37:17",1.24
548,"C","B",1,"TX",2,1,6,2,2,1,1,3,"MELTING OF ICE CAPS",1,1,2,98,2,2,1,2,1,,,,,,,1,1,9,1,98,4,1,1,2,,1,"4/20/2016 6:37:30",2.175
549,"C","B",2,"GA",2,4,6,5,3,1,2,2,"GETTING WARMER",2,4,3,4,3,2,4,2,2,,,,,,,1,2,2,6,,2,5,3,3,1,2,"4/20/2016 6:37:39",1.72
550,"C","B",1,"TX",2,2,6,1,1,1,1,1,"CARBON, FUMES",10,1,1,2,1,3,2,1,1,,,,,,,1,1,9,2,,3,5,1,2,2,1,"4/20/2016 6:41:23",2.205
551,"C","B",,"IL",3,2,4,3,2,1,3,3,"ALL KINDS OF DIFFERENT THINGS",10,3,3,98,3,3,98,4,2,,,,,,,1,4,,,,,1,,,,2,"4/20/2016 6:44:45",1.22
552,"C","B",4,"AL",2,1,4,1,2,1,2,3,"WARMER TEMPS",2,2,1,2,98,2,2,2,1,,,,,,,1,1,1,6,,2,1,4,2,1,1,"4/20/2016 6:50:08",0.735
553,"C","B",4,"KY",2,2,4,5,5,1,1,98,"BECAUSE IM GETTING OLDER",10,4,4,2,2,2,98,2,2,,,,,,,98,2,,,,,1,,,,2,"4/20/2016 6:51:11",0.85
554,"C","B",1,"RI",1,2,1,5,5,1,2,3,"SURFACES ABSORBING HEAT INSTEAD OF DEFLECTING",10,1,4,2,2,2,2,2,1,,,,,,,1,2,1,1,98,3,5,4,3,3,2,"4/20/2016 6:51:13",1.32
555,"C","B",3,"GA",2,3,3,5,5,1,1,2,"DIFFERENT STORMS ALL OVER",3,2,1,2,4,2,98,4,2,,,,,,,3,2,10,6,,3,2,4,4,3,1,"4/20/2016 6:51:37",0.715
556,"C","B",3,"IL",3,5,3,5,5,98,,,,,,,,,,,,,,,,,,,98,98,10,6,,5,5,,4,6,1,"4/20/2016 6:52:40",0.325
557,"C","B",2,"TX",2,2,5,5,5,1,1,1,"READING QUOTES AND SCIENTIFIC RESEARCH",4,1,3,1,1,4,3,1,1,,,,,,,1,1,10,6,,4,5,4,4,6,1,"4/20/2016 6:55:50",0.815
558,"L","A",4,"FL",2,1,6,5,3,2,,,,,,,,,,,,,2,"IT WILL BE IN CYCLES",2,2,1,1,1,2,1,1,1,3,1,2,1,3,2,"4/20/2016 7:17:21",0.85
559,"L","A",3,"IL",3,5,2,5,3,2,,,,,,,,,,,,,1,"PROFESSOR AT MIT",5,4,1,4,1,4,,,,5,5,,,,1,"4/20/2016 7:19:34",0.435
560,"L","A",4,"MA",1,5,3,5,5,2,,,,,,,,,,,,,1,"SEEMS I HAVE BEEN ON PLANET FOR 69 YEARS.  IT IS TYPICAL.  YOU NEVE",1,1,4,2,3,2,1,1,2,3,2,4,2,5,2,"4/20/2016 7:20:28",0.8
561,"L","A",4,"MO",3,5,3,5,3,2,,,,,,,,,,,,,1,"HUMIDITY IS DIFFERENT",9,4,4,4,3,4,1,1,1,2,1,2,1,2,2,"4/20/2016 7:23:08",0.95
562,"L","A",3,"NJ",1,2,4,5,5,1,1,1,"ARCTIC CIRCLE IS MELTING",1,1,2,2,1,2,1,1,1,,,,,,,1,1,9,6,,3,5,1,5,3,2,"4/20/2016 7:25:56",2.35
563,"L","A",1,"NY",1,2,1,5,5,2,,,,,,,,,,,,,1,"WE HAVE NO PROOF, ITS A THEORY",3,1,2,2,3,4,1,3,,4,2,1,1,2,2,"4/20/2016 7:26:46",1.29
564,"L","A",3,"IL",3,1,4,5,5,1,2,1,"OBSERVATION, WELL READ, EVERYTHING TO READ IT WOULD SEEM S",2,1,1,2,1,1,1,1,1,,,,,,,1,1,1,1,2,3,2,1,4,4,1,"4/20/2016 7:28:10",0.835
565,"L","A",4,"OR",4,4,6,5,5,1,1,2,"CYCLICAL",9,3,2,4,2,2,3,2,2,,,,,,,98,3,1,1,2,3,1,2,1,,2,"4/20/2016 7:30:56",0.85
566,"L","A",4,"WI",3,2,3,98,5,1,1,3,"SCIENTIFIC INFORMATION",4,2,2,2,1,2,98,2,2,,,,,,,1,1,1,6,,3,1,,,1,1,"4/20/2016 7:33:42",0.635
567,"L","A",3,"LA",2,1,6,1,2,1,1,1,"THE RISING WATER LEVELS",11,1,1,2,1,1,1,1,1,,,,,,,1,1,1,2,,4,3,1,5,5,2,"4/20/2016 7:35:14",1.07
568,"L","A",4,"OR",4,1,4,1,1,1,1,1,"MELTING THE ICEBERGS",1,1,1,1,2,2,1,1,1,,,,,,,1,1,1,1,2,5,1,4,4,5,2,"4/20/2016 7:38:25",0.4
569,"L","A",4,"KY",2,5,5,2,5,2,,,,,,,,,,,,,2,"EVERTHING CHANGES",2,4,4,4,3,4,10,2,,1,1,2,1,,2,"4/20/2016 7:41:53",1.15
570,"L","A",4,"TX",2,2,3,2,5,98,,,,,,,,,,,,,,,,,,,1,98,10,1,1,4,6,1,3,1,2,"4/20/2016 7:42:13",0.8
571,"L","A",4,"MI",3,2,3,3,4,1,1,1,"BECAUSE OF MAN",8,1,2,98,1,1,3,1,1,,,,,,,1,1,1,1,1,3,1,1,4,2,2,"4/20/2016 7:43:35",0.85
572,"L","A",4,"NC",2,2,4,2,3,1,1,1,"WATER LEVELS",11,1,1,98,98,2,98,98,98,,,,,,,1,98,1,2,,4,4,4,3,,1,"4/20/2016 7:44:53",0.505
573,"L","A",4,"NY",1,3,6,5,2,1,2,3,"INFORMATION SHE READ",6,2,3,98,98,98,1,1,2,,,,,,,1,1,,,,,5,,,,2,"4/20/2016 7:44:54",0.85
574,"L","A",4,"NC",2,2,3,2,5,2,,,,,,,,,,,,,4,"THE WEATHER WHERE HE LIVES",1,1,4,2,3,98,1,6,,3,1,2,3,4,1,"4/20/2016 7:44:55",0.535
575,"L","A",4,"OH",3,2,5,5,2,2,,,,,,,,,,,,,2,"SAMPLE SIZE TOO SMALL",3,4,4,4,98,3,,2,,5,1,4,3,6,1,"4/20/2016 7:46:59",0.145
576,"L","A",3,"ID",4,2,5,2,1,1,1,3,"PERSONAL",2,2,2,2,1,1,2,1,2,,,,,,,1,1,1,6,,5,98,4,3,6,2,"4/20/2016 7:56:32",0.76
577,"L","A",3,"NY",1,1,4,3,1,1,1,2,"GLOBAL WARMING",2,2,2,98,2,2,1,1,1,,,,,,,1,1,1,2,,4,1,,,,2,"4/20/2016 7:56:59",1.12
578,"L","A",4,"NY",1,1,3,2,2,1,1,2,"NOT SURE",10,2,2,2,1,2,98,2,1,,,,,,,1,2,1,2,,2,2,1,3,3,2,"4/20/2016 8:01:02",0.95
579,"L","A",4,"OH",3,1,4,5,5,2,,,,,,,,,,,,,2,"I JUST DONT BELIEVE IT",8,4,4,4,1,2,1,1,2,2,1,1,3,2,1,"4/20/2016 8:02:49",0.635
580,"L","A",3,"NJ",1,5,5,1,5,1,1,2,"HOTTER OUT",2,1,1,98,1,1,4,1,1,,,,,,,1,1,1,2,,2,1,2,5,2,1,"4/20/2016 8:05:47",0.935
581,"L","A",4,"NJ",1,2,98,2,5,1,1,3,"POLAR ICE MELTING",1,1,1,1,98,1,1,1,1,,,,,,,1,1,1,,,5,4,1,5,,2,"4/20/2016 8:09:51",0.45
582,"L","A",4,"MN",3,1,4,5,2,1,2,2,"REFUSED",,98,2,2,2,1,98,1,1,,,,,,,1,1,1,2,,2,1,1,4,4,1,"4/20/2016 8:10:22",0.635
583,"L","A",3,"NY",1,2,3,5,5,1,1,1,"MILD WINTER",3,2,2,98,2,1,2,2,2,,,,,,,1,2,1,2,,3,98,4,4,,2,"4/20/2016 8:11:36",1.15
584,"L","A",4,"MI",3,2,3,5,5,98,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,"4/20/2016 8:16:27",0.535
585,"L","A",3,"FL",2,2,6,2,5,1,1,1,"SCIENTIFIC DATA",4,2,2,2,3,3,3,1,1,,,,,,,1,1,1,6,,5,2,1,5,,2,"4/20/2016 8:18:21",0.75
586,"L","A",4,"NY",1,3,5,5,98,98,,,,,,,,,,,,,,,,,,,1,2,10,6,,3,1,2,2,,2,"4/20/2016 8:20:41",0.85
587,"L","A",3,"VA",2,1,3,1,1,1,1,1,"GLACIERS MELTING",1,1,1,1,1,1,1,1,2,,,,,,,1,1,1,1,2,4,1,1,5,2,2,"4/20/2016 8:20:48",1.12
588,"L","A",3,"MI",3,2,3,3,5,1,1,1,"EVIDENCE",4,1,3,1,1,2,1,1,1,,,,,,,1,1,1,1,2,4,3,1,5,3,2,"4/20/2016 8:20:49",1.12
589,"L","A",3,"NY",1,3,2,5,2,98,,,,,,,,,,,,,,,,,,,3,2,2,98,,1,1,1,3,1,2,"4/20/2016 8:24:14",1.8
590,"L","A",4,"NY",1,1,3,1,2,98,,,,,,,,,,,,,,,,,,,98,98,1,2,,2,1,98,98,2,2,"4/20/2016 8:24:59",0.95
591,"L","A",4,"FL",2,5,6,1,5,2,,,,,,,,,,,,,1,"NO SOLID PROOF",3,1,3,2,3,4,,,,5,1,,,,1,"4/20/2016 8:30:51",0.135
592,"L","A",4,"PA",1,5,3,1,1,2,,,,,,,,,,,,,1,"COLDER WINTERS",1,4,98,4,1,3,1,1,2,1,1,2,4,1,1,"4/20/2016 8:31:19",0.935
593,"L","A",3,"OR",4,2,6,1,1,1,1,3,"CAN FEEL IT ITS HAPPENING",2,1,1,3,1,1,2,1,2,,,,,,,1,2,1,2,,1,1,4,3,1,2,"4/20/2016 8:32:21",1.55
594,"L","A",3,"KY",2,2,3,1,2,1,2,3,"THE PATTERNS",9,1,2,2,3,2,1,1,2,,,,,,,3,2,1,2,,5,1,4,2,6,1,"4/20/2016 8:36:13",0.445
595,"L","A",2,"PA",1,1,4,3,5,1,1,3,"SCIENTIFIC DATA",4,2,4,3,3,4,4,2,4,,,,,,,3,2,1,7,,5,3,4,4,3,2,"4/20/2016 8:42:38",0.87
596,"L","A",4,"FL",2,2,6,1,5,1,2,3,"SCIENCE, WEATHER",4,1,2,2,3,98,2,3,4,,,,,,,1,98,,,,5,5,,,,1,"4/20/2016 8:42:49",0.135
597,"L","B",4,"AR",2,2,6,2,3,1,2,2,"THE REPORT",4,3,3,4,4,2,2,2,4,,,,,,,3,4,1,,,5,1,,,,1,"4/20/2016 9:08:37",0.135
598,"L","B",4,"WI",3,5,3,98,5,98,,,,,,,,,,,,,,,,,,,98,98,1,2,,2,1,1,4,1,2,"4/20/2016 9:09:00",1.05
599,"L","B",4,"TX",2,2,6,2,5,98,,,,,,,,,,,,,,,,,,,3,98,1,1,2,5,1,4,2,5,2,"4/20/2016 9:17:34",0.4
600,"L","B",4,"MO",3,3,3,5,5,1,2,3,"WHAT I HAVE SEEN ON TV NEWS ABOUT IT",6,2,2,2,3,3,4,2,2,,,,,,,98,2,1,1,2,5,2,4,2,,2,"4/20/2016 9:24:53",0.45
601,"L","B",4,"MS",2,5,6,5,5,1,1,98,"HOTTER",2,4,4,4,2,4,4,2,2,,,,,,,3,3,2,1,2,4,1,,,6,1,"4/20/2016 9:29:45",0.765
602,"L","B",4,"MN",3,2,3,5,4,2,,,,,,,,,,,,,2,"PERIODS OF DIFFERENT CHANGES HAPPEN ALL THE TIME",2,2,2,2,3,3,1,,,3,1,4,3,3,1,"4/20/2016 9:32:36",0.535
603,"L","B",4,"MN",3,1,4,98,5,1,1,98,"GASES",10,1,1,1,1,1,2,2,1,,,,,,,1,1,1,2,,3,1,1,3,1,1,"4/20/2016 9:38:52",0.635
604,"L","B",3,"KS",3,1,4,3,2,1,1,1,"YOU BELIEVE WHAT THE SCIENTISTS SAY",4,2,1,1,1,2,2,1,1,,,,,,,1,2,1,2,,4,2,1,3,5,2,"4/20/2016 9:42:50",1.07
605,"L","B",3,"MN",3,5,5,3,3,1,2,2,"GETTING HOTTER",2,2,3,2,3,3,3,3,3,,,,,,,3,2,1,2,,2,1,3,3,3,2,"4/20/2016 9:44:42",1.25
606,"L","B",3,"WA",4,2,4,1,1,98,,,,,,,,,,,,,,,,,,,1,3,1,2,,3,1,4,2,6,1,"4/20/2016 9:45:17",0.845
607,"L","B",4,"CA",4,3,6,1,2,1,1,2,"REFUSED",,1,2,98,2,2,98,2,4,,,,,,,3,1,9,6,,2,1,1,2,1,2,"4/20/2016 9:50:52",2.25
608,"L","B",2,"HI",4,2,6,1,5,1,2,3,"STATISTICAL EVIDENCE",4,2,2,2,2,2,2,2,2,,,,,,,1,2,1,6,,4,5,3,3,5,2,"4/20/2016 9:53:23",1.19
609,"L","B",3,"IL",3,2,1,1,3,98,,,,,,,,,,,,,,,,,,,1,4,1,1,2,2,1,2,1,5,1,"4/20/2016 9:55:44",0.885
610,"L","B",4,"WA",4,1,5,2,2,1,1,1,"NEWS",6,1,2,1,2,2,1,2,2,,,,,,,1,1,1,7,,4,98,4,5,,1,"4/20/2016 9:58:22",0.505
611,"L","B",3,"PA",1,2,4,3,5,98,,,,,,,,,,,,,,,,,,,1,1,1,1,2,3,1,1,3,3,2,"4/21/2016 5:19:38",1.15
612,"L","B",2,"NY",1,1,3,5,5,98,,,,,,,,,,,,,,,,,,,98,1,10,6,,3,1,3,,4,2,"4/21/2016 5:23:58",1.27
613,"L","B",4,"PA",1,3,3,1,5,1,1,1,"WEATHER, LIVED LONG ENOUGH TO SEE IT",3,1,1,1,1,1,4,2,4,,,,,,,1,1,,,,5,5,,,,1,"4/21/2016 5:25:07",0.135
614,"L","B",4,"MA",1,2,2,5,2,98,,,,,,,,,,,,,,,,,,,1,2,1,2,,4,1,2,2,2,2,"4/21/2016 5:28:07",0.82
615,"L","B",3,"VA",2,2,5,5,5,98,,,,,,,,,,,,,,,,,,,3,2,1,1,98,3,2,2,2,,2,"4/21/2016 5:29:45",1.15
616,"L","B",4,"FL",2,5,6,5,3,98,,,,,,,,,,,,,,,,,,,3,4,1,1,2,3,1,2,1,2,2,"4/21/2016 5:34:32",0.85
617,"L","B",3,"TN",2,5,2,5,3,98,,,,,,,,,,,,,,,,,,,3,4,1,1,2,,1,2,2,,1,"4/21/2016 5:35:05",0.835
618,"L","B",4,"OH",3,2,4,5,5,2,,,,,,,,,,,,,2,"AVERAGE DAILY TEMPERATURES",1,4,1,4,3,2,1,2,,5,2,4,3,6,1,"4/21/2016 5:36:27",0.145
619,"L","B",4,"NC",2,5,3,98,2,1,3,3,"I REALLY DONT KNOW",10,98,4,98,1,1,98,1,1,,,,,,,3,1,1,1,1,2,1,1,1,,2,"4/21/2016 5:43:32",0.95
620,"L","B",2,"FL",2,5,6,5,5,1,1,1,"SCIENCE",4,1,4,2,4,4,4,1,1,,,,,,,1,2,1,,,5,5,2,3,,1,"4/21/2016 5:44:49",0.555
621,"L","B",2,"NY",1,3,3,3,2,1,1,2,"HUMAN ACTIVITY",8,1,1,1,1,2,1,2,1,,,,,,,3,2,1,1,2,2,1,1,1,2,1,"4/21/2016 5:45:05",1.055
622,"L","B",1,"IN",3,5,3,3,3,2,,,,,,,,,,,,,2,"WINTERS ARE REALLY COLD",1,2,3,1,3,2,1,98,,2,5,1,3,98,2,"4/21/2016 5:45:45",1.42
623,"L","B",2,"IN",3,2,4,2,1,1,2,3,"CLIMATE CHANGES",3,1,1,2,4,1,2,2,4,,,,,,,3,1,1,6,,3,4,4,2,6,1,"4/21/2016 5:46:20",0.965
624,"L","B",4,"MA",1,1,2,1,2,1,1,3,"WEATHER",3,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,3,5,,,,2,"4/21/2016 5:50:10",0.85
625,"L","B",4,"NY",1,1,4,5,2,1,1,1,"ABNORMAL WEATHER PATTERNS ALSO MELTING OF GLOBAL ICE",3,1,2,1,1,2,98,1,1,,,,,,,1,1,1,2,,5,5,1,5,6,1,"4/21/2016 5:50:12",0.145
626,"L","B",3,"PA",1,2,1,5,2,98,,,,,,,,,,,,,,,,,,,1,2,1,,,3,5,2,,5,1,"4/21/2016 5:55:25",0.785
627,"L","B",3,"GA",2,5,6,5,5,98,,,,,,,,,,,,,,,,,,,1,2,1,2,,1,1,98,2,2,1,"4/21/2016 5:58:25",1.135
628,"L","A",2,"TX",2,2,6,5,2,1,1,1,"MELTING ICE CAPS",1,1,2,1,2,1,2,1,1,,,,,,,1,1,1,6,,4,1,1,5,3,2,"4/21/2016 6:15:29",1.24
629,"L","A",3,"MI",3,1,4,2,3,1,1,1,"LESS WINTERS",3,1,2,1,2,2,1,2,2,,,,,,,1,2,1,6,,1,1,3,2,1,1,"4/21/2016 6:19:21",1.235
630,"L","A",4,"AZ",4,98,6,2,2,1,1,1,"HUMAN ACTIVITY",8,98,1,98,4,2,4,1,4,,,,,,,1,98,,,,3,1,,,,1,"4/21/2016 6:26:22",0.535
631,"L","A",4,"MI",3,1,4,4,3,1,3,3,"OZONE LAYER, GLACIERS MELTING",10,2,3,98,1,4,1,1,2,,,,,,,1,1,1,1,2,5,1,1,2,3,2,"4/21/2016 6:27:57",0.45
632,"L","A",4,"GA",2,5,6,4,3,2,,,,,,,,,,,,,1,"DO NOT BELIEVE, EVERYTHING IS A CYCLE",2,2,4,2,3,4,1,1,2,4,5,4,3,4,2,"4/21/2016 6:29:25",0.82
633,"L","A",3,"NJ",1,1,4,4,5,98,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,3,2,1,,2,"4/21/2016 6:30:42",1.25
634,"L","A",2,"NJ",1,2,4,5,5,2,,,,,,,,,,,,,2,"CONTROVERSIAL",9,2,4,1,3,3,1,2,,5,1,2,2,6,2,"4/21/2016 6:31:12",0.88
635,"L","A",1,"UT",4,2,5,5,2,1,1,1,"CHANGE IN TEMPERATURE",2,2,3,1,1,2,2,1,1,,,,,,,1,1,1,6,,5,5,1,5,4,1,"4/21/2016 6:32:33",0.605
636,"L","A",3,"MD",2,5,5,5,3,1,98,3,"RESEARCH",4,98,98,3,98,98,98,3,98,,,,,,,3,98,1,1,2,5,2,2,3,6,1,"4/21/2016 6:33:17",0.445
637,"L","A",4,"AR",2,5,4,5,5,98,,,,,,,,,,,,,,,,,,,3,98,1,1,2,1,1,2,2,1,2,"4/21/2016 6:37:10",1.25
638,"L","A",2,"NE",3,2,4,5,2,1,2,1,"MAN DOING BAD THINGS",8,1,3,2,1,1,1,1,2,,,,,,,1,1,1,6,,3,1,4,3,2,1,"4/21/2016 6:43:24",0.955
639,"L","A",4,"LA",2,5,6,5,5,2,,,,,,,,,,,,,1,"CYCLES",2,4,4,4,3,4,1,6,,3,1,2,1,3,2,"4/21/2016 6:44:59",0.85
640,"L","A",2,"PA",1,2,5,1,5,1,1,1,"POLAR ICE CAPS",1,1,2,2,1,2,1,1,1,,,,,,,3,2,10,1,2,4,5,1,4,4,2,"4/21/2016 6:45:17",1.24
641,"L","A",2,"PA",1,1,2,2,1,1,1,1,"ALL THE DATA",4,1,3,1,3,3,4,2,2,,,,,,,1,1,1,2,,5,5,2,3,6,1,"4/21/2016 6:48:14",0.565
642,"L","A",4,"UT",4,5,4,5,2,2,,,,,,,,,,,,,3,"I BELIEVE IT IS CYCLICAL, EARTH GOES THRU THESE CYCLES LIKE IN THE",2,3,2,1,1,2,1,1,2,5,2,2,2,6,1,"4/21/2016 6:48:25",0.145
643,"L","A",3,"KS",3,1,4,3,5,1,1,2,"ICE CAPS MELTING",1,1,2,1,2,4,1,2,2,,,,,,,3,2,1,1,2,5,2,2,3,6,1,"4/21/2016 6:51:15",0.445
644,"L","A",3,"VT",1,3,4,5,2,1,2,3,"WEATHER PATTERNS CHANGING",3,1,98,2,1,2,2,1,1,,,,,,,1,2,1,,,4,5,1,1,4,2,"4/21/2016 6:53:23",1.12
645,"L","A",4,"WV",2,5,5,2,3,1,1,2,"NOT AS MUCH SNOW IN WINTERS AS THEY WERE WHEN SHE WAS YOUN",3,2,2,4,1,1,2,1,1,,,,,,,1,2,1,6,,3,1,1,1,1,2,"4/21/2016 6:56:55",0.95
646,"L","A",3,"MD",2,3,4,2,2,1,2,3,"WHAT SHE HAS READ",6,1,1,1,2,2,2,1,1,,,,,,,1,1,1,2,,4,1,,3,,2,"4/21/2016 7:01:20",1.12
647,"L","A",2,"IL",3,2,3,5,3,2,,,,,,,,,,,,,1,"NATURAL CAUSES",2,1,2,1,3,4,,,,5,5,,5,,1,"4/21/2016 7:19:20",0.555
648,"L","A",3,"MN",3,1,4,1,3,1,1,2,"WARMER WINTERS AND SUMMERS",2,1,1,3,1,2,1,2,2,,,,,,,1,1,1,6,,2,1,4,5,3,1,"4/21/2016 7:20:41",0.935
649,"L","A",2,"WI",3,3,5,3,5,1,1,1,"RISING SEA LEVELS",11,1,4,2,4,4,1,2,1,,,,,,,3,1,10,2,,3,5,4,3,3,1,"4/21/2016 7:27:16",0.835
650,"L","A",4,"NM",4,5,2,2,5,1,1,1,"FOSSIL FUELS",8,2,2,1,1,1,1,1,1,,,,,,,1,1,1,1,2,4,1,1,5,3,1,"4/21/2016 7:29:16",0.505
651,"L","A",3,"TN",2,2,2,5,2,1,1,3,"CLIMATE CHANGES",3,2,2,3,1,2,2,2,1,,,,,,,1,1,1,,,4,1,2,3,2,1,"4/21/2016 7:31:29",0.805
652,"L","A",3,"LA",2,1,6,1,5,1,2,3,"POLLUTION FROM CARS AND FACTORIES",8,1,4,2,2,2,2,1,1,,,,,,,1,1,1,2,,3,1,1,2,,2,"4/21/2016 7:36:58",1.15
653,"L","A",4,"FL",2,5,6,2,2,1,1,98,"CHANGED WEATHER",3,4,2,3,3,2,4,2,2,,,,,,,1,1,1,2,,2,1,4,2,5,1,"4/21/2016 7:38:01",0.585
654,"L","A",2,"TN",2,2,4,3,3,98,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,2,2,"4/21/2016 7:40:51",1.37
655,"L","A",3,"FL",2,5,6,2,3,1,2,98,"TOO MANY AUTOMOBILES",8,3,4,3,2,2,2,2,2,,,,,,,1,2,1,1,2,3,1,2,2,,2,"4/21/2016 7:48:06",1.15
656,"L","A",3,"IL",3,2,4,4,2,98,,,,,,,,,,,,,,,,,,,1,2,1,2,,3,2,2,3,3,2,"4/21/2016 7:50:59",1.15
657,"L","A",4,"IN",3,2,2,5,5,1,1,2,"NOT SURE",10,98,2,4,3,2,2,2,1,,,,,,,1,2,1,1,1,2,1,1,3,,2,"4/21/2016 7:57:29",0.95
658,"L","B",1,"NY",1,1,3,3,5,1,1,3,"MILDER WINTERS",3,1,1,1,1,1,1,2,2,,,,,,,1,1,1,1,1,3,5,4,3,4,2,"4/21/2016 8:12:35",1.32
659,"L","B",4,"MN",3,2,3,3,2,1,1,3,"GLACIERS MELTING",1,1,1,1,1,1,2,2,1,,,,,,,1,1,1,2,,5,1,1,4,4,1,"4/21/2016 8:17:56",0.135
660,"L","B",1,"AZ",4,1,4,2,98,1,1,2,"ICE CAPS MELTING",1,1,1,1,98,1,1,1,1,,,,,,,1,1,1,1,2,5,5,2,5,,2,"4/21/2016 8:26:53",0.92
661,"L","B",4,"FL",2,2,6,2,2,2,,,,,,,,,,,,,2,"NATURAL CYCLES OF THE EARTH",2,1,1,1,98,3,1,2,,2,5,2,2,,2,"4/21/2016 8:32:28",0.95
662,"L","B",4,"LA",2,5,6,5,5,2,,,,,,,,,,,,,1,"VERY LITTLE CHANGE",1,3,3,1,3,3,1,2,,5,5,2,2,6,1,"4/21/2016 8:35:22",0.145
663,"L","B",4,"FL",2,2,6,3,2,2,,,,,,,,,,,,,1,"WEATHER THE SAME",1,1,4,2,1,4,1,6,,3,1,2,2,1,2,"4/21/2016 8:41:45",0.95
