"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","govt_fed","govt_state","govt_local","rps_25x25_nocost","rps_25x25_cost10pct","vehicle_54mpg_nocost","vehicle_54mpg_cost10pct","fftax_support_v2","fftax_support_v2_cost10pct","carbontax_revuse_v2","gastax_knowldg_cost","gastax_knowldg_chng","gastax_knowldg_chnghow","excisetax_revuse","willing2pay_list","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","weight"
490,"L","10/8/2012 6:31:51",3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,1,"FACTS THAT I OBSERVED",1,1,1,2,1,2,2,1,4,3,3,3,1,2,1,1,4,4,2,98,98,,2,5,2,1,1,2,4,1,1,2,4,2,0.74
503,"L","10/8/2012 6:48:04",3,"MASSACHUSETTES",1,1,1,3,1,1,"FRIENDS BOOK",6,1,1,1,1,1,1,1,1,1,,,,,,,4,4,3,4,3,1,1,1,2,2,1,1,1,1,1,98,98,,1,4,2,1,1,98,4,1,4,3,6,2,0.74
506,"L","10/8/2012 6:49:55",3,"CONNECTICUT",1,1,2,2,2,3,"CHANGES IN WEATHER",3,2,1,2,2,4,4,4,3,1,,,,,,,3,4,3,3,4,1,1,2,1,2,1,1,2,3,6,2,1,1,4,4,1,1,2,,4,6,1,3,6,2,0.74
547,"L","10/8/2012 7:44:11",3,"KENTUCKY",2,2,,,,,,,,,,,,,,,,1,"COUNTRY IS ALL IN GOD'S HANDS",6,1,98,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,3,1,1,3,1,3,1,1,1,4,1,2,1,,2,0.74
581,"L","10/8/2012 8:19:46",3,"NEW YORK",1,1,1,1,1,1,"TOO MANY PEOPLE",13,1,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,3,1,2,4,4,2,98,98,,2,1,2,1,2,,4,1,1,4,3,2,0.74
588,"L","10/8/2012 8:29:07",3,"MICHIGAN",3,1,1,1,1,1,"BURNING FOSSIL FUELS",8,1,2,1,2,1,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,2,1,1,2,2,1,98,98,,1,6,3,1,1,1,4,1,1,4,6,2,0.74
589,"L","10/8/2012 8:29:26",3,"INDIANA",3,1,1,1,98,2,"DATA",4,2,2,2,4,4,4,2,2,4,,,,,,,3,1,1,1,4,3,3,3,4,4,4,4,4,4,5,98,98,,5,3,2,1,2,,4,5,4,3,6,2,0.74
592,"L","10/8/2012 8:35:53",3,"NEW JERSEY",1,1,1,1,1,1,"TOO MUCH WASTE AND ATMOSPHERE CANNOT HANDLE IT",8,1,1,4,1,4,1,1,1,1,,,,,,,4,2,2,2,3,2,2,2,1,1,2,2,3,3,1,98,2,,1,98,3,1,6,,4,1,4,98,,2,0.74
599,"L","10/8/2012 8:46:12",3,"NORTH CAROLINA",2,1,2,3,2,1,"HUMAN ACTIVITY",8,2,2,2,3,2,2,1,1,1,,,,,,,2,4,4,4,4,98,98,98,1,2,1,2,2,3,98,98,98,,98,2,2,1,1,2,4,5,1,5,6,2,0.74
603,"L","10/8/2012 8:50:39",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,1,"EARTHS NATURAL PATTERNS",2,2,98,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,3,98,1,98,3,1,2,1,1,2,4,1,2,2,,2,0.74
633,"C","10/8/2012 9:41:51",3,"TEXAS",2,1,1,3,1,1,"RESEARCH",4,1,2,2,2,98,2,2,1,1,,,,,,,4,4,3,4,4,1,3,3,1,1,1,1,1,1,1,98,2,,1,6,1,1,2,,4,4,4,3,6,2,0.74
638,"C","10/9/2012 5:04:01",3,"MICHIGAN",3,1,1,1,1,1,"ICE MELTING IN ALASKA",1,1,3,3,2,2,3,3,2,2,,,,,,,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,98,98,,1,2,3,1,1,2,4,1,1,3,,2,0.74
670,"C","10/9/2012 5:44:44",3,"MARYLAND",2,1,1,1,1,1,"SCIENTISTS RESEARCH",4,2,2,2,2,2,2,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,1,2,1,98,1,98,1,98,1,1,2,,4,1,1,3,,2,0.74
676,"C","10/9/2012 5:53:11",3,"FLORIDA",2,2,,,,,,,,,,,,,,,,1,"PERSONAL OBSERVATION",1,1,3,2,1,1,1,1,1,2,2,2,2,3,4,4,4,4,2,1,1,2,2,1,3,1,1,2,4,1,2,3,6,2,0.74
682,"C","10/9/2012 7:30:14",3,"NEW JERSEY",1,1,2,1,2,2,"SEA LEVEL",11,2,2,2,2,2,2,2,2,2,,,,,,,3,3,3,3,4,1,1,1,1,2,1,2,1,1,1,98,98,,5,,2,1,1,2,4,1,1,4,,2,0.74
705,"C","10/9/2012 8:06:04",3,"MAINE",1,1,1,1,2,2,"DATA",4,2,3,2,3,1,2,1,3,4,,,,,,,4,3,4,2,3,2,2,3,1,2,2,4,2,4,4,3,98,,5,2,3,1,1,2,4,1,4,3,5,2,0.74
715,"L","10/9/2012 8:29:48",3,"KENTUCKY",2,1,2,1,1,1,"POLLUTION AND OVER POPULATION",8,2,2,3,2,2,2,2,2,2,,,,,,,4,4,3,2,4,1,1,1,1,1,1,1,1,1,5,98,98,,3,2,2,1,1,1,4,1,2,2,,2,0.74
729,"L","10/9/2012 8:44:35",3,"FLORIDA",2,1,1,1,1,1,"GLACIERS",1,1,2,2,2,1,1,1,1,1,,,,,,,3,3,3,3,4,2,2,2,1,1,1,1,1,1,1,4,2,,1,3,3,1,1,1,4,5,1,3,4,2,0.74
740,"L","10/9/2012 8:56:16",3,"WISCONSIN",3,1,2,2,2,3,"HISTORY",10,1,1,4,2,4,2,1,1,2,,,,,,,4,4,1,4,1,3,3,3,1,3,1,2,2,3,2,98,98,,2,1,2,1,6,,4,1,1,3,3,2,0.74
746,"L","10/9/2012 9:04:07",3,"SOUTH CAROLINA",2,2,,,,,,,,,,,,,,,,1,"THE EARTH HAS TRENDS THAT COME AND GO",2,4,4,1,1,2,2,1,2,2,2,2,4,4,3,4,4,4,2,98,98,,2,1,2,1,1,1,4,1,3,1,,2,0.74
750,"L","10/9/2012 9:07:25",3,"NEW JERSEY",1,1,1,1,1,2,"WARMER TEMPERATURES",2,1,1,4,4,2,1,3,1,1,,,,,,,4,4,4,4,4,1,2,2,1,1,1,1,1,1,1,5,98,,1,2,2,1,6,,4,2,4,5,5,2,0.74
765,"L","10/10/2012 8:25:13",3,"FLORIDA",2,1,1,1,1,1,"ICE MELTING",1,1,3,3,2,3,3,2,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,98,1,98,1,3,3,1,1,2,4,2,1,4,,2,0.74
775,"L","10/10/2012 8:37:59",3,"NEW YORK",1,1,2,98,2,2,"DO NOT KNOW",10,2,1,2,3,2,2,3,3,2,,,,,,,2,3,2,3,4,2,2,2,2,2,2,2,1,1,1,98,98,,1,5,3,1,2,,4,1,1,4,3,2,0.74
791,"L","10/10/2012 9:08:32",3,"NEW JERSEY",1,1,1,1,1,1,"WEATHER",3,1,1,2,1,2,1,2,1,1,,,,,,,4,4,4,4,4,1,1,1,1,2,1,2,2,2,5,98,98,,5,4,1,1,2,,4,5,4,4,6,2,0.74
800,"C","10/10/2012 9:25:59",3,"NEVADA",4,98,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,3,3,4,3,4,4,4,2,3,1,1,2,4,2,1,,,4,5,2,2,3,2,0.74
823,"C","10/11/2012 6:59:16",3,"NEW YORK",1,1,2,2,1,1,"WEATHER",3,1,2,2,1,1,2,1,2,1,,,,,,,1,4,4,4,4,1,1,1,3,1,1,1,1,1,3,3,1,1,1,6,3,1,3,,4,6,2,2,6,2,0.74
839,"L","10/11/2012 7:31:06",3,"ILLNOIS",3,2,,,,,,,,,,,,,,,,2,"WEATHER CHANGES",1,4,4,2,1,2,2,1,1,98,98,98,1,2,1,2,2,2,3,98,98,,3,2,2,1,2,,4,1,2,1,5,2,0.74
849,"L","10/11/2012 7:38:36",3,"NEW JERSEY",1,1,1,3,2,2,"NATURAL PATTERNS, INCONJUCTION WITH WHAT WE DO TO THE EARTH, POLLUTION.WILL",9,1,1,4,1,4,4,1,1,1,,,,,,,3,3,3,3,98,1,1,1,1,1,1,4,4,4,4,98,1,98,4,2,2,1,2,,4,2,2,3,98,2,0.74
867,"L","10/11/2012 8:02:24",3,"TENNESSEE",2,2,,,,,,,,,,,,,,,,1,"POLITICAL GARBAGE",7,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,98,98,,2,1,2,1,1,1,4,1,2,1,,2,0.74
877,"L","10/11/2012 8:17:52",3,"PENNSYLVANIA",1,1,1,1,1,1,"PLANTING PATTERNS HAVE CHANGED",14,1,1,1,1,1,1,2,1,1,,,,,,,4,1,2,2,1,1,2,1,1,1,1,1,1,1,98,5,1,98,1,5,3,1,98,,4,5,1,4,,2,0.74
900,"L","10/11/2012 9:18:33",3,"OREGON",4,2,,,,,,,,,,,,,,,,2,"IT IS ALL POLITICAL",7,2,3,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,1,98,,2,1,2,1,1,1,4,1,2,1,,2,0.74
9,"L","9/26/2012 8:54:14",3,"NEW YORK",1,1,2,2,4,3,"PROVEN SCIENTIFIC FACT",4,4,4,3,3,4,4,3,3,3,,,,,,,1,1,1,1,2,2,2,1,1,4,1,1,4,4,1,1,98,,2,1,2,1,1,2,3,5,2,1,2,1,0.76
98,"L","9/27/2012 7:31:15",3,"LOUISANNA",2,98,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,3,3,3,3,4,4,2,2,4,4,3,98,98,,3,1,3,1,1,2,3,1,4,5,2,1,0.76
114,"L","9/27/2012 7:47:53",3,"UTAH",4,2,,,,,,,,,,,,,,,,2,"SCIENTIFIC EVIDENCE",5,2,3,1,1,1,2,1,2,3,3,3,1,3,1,4,4,4,2,98,98,,2,1,2,1,3,,3,1,1,3,2,1,0.76
192,"L","9/27/2012 9:47:26",3,"OREGON",4,1,2,1,2,3,"WARMING OBSERVED",2,1,1,1,1,3,1,4,1,1,,,,,,,3,2,4,1,3,2,2,3,1,3,1,2,3,3,2,98,98,,98,1,1,1,1,2,3,5,2,5,2,1,0.76
193,"L","9/27/2012 9:50:07",3,"KANSAS",3,1,2,2,2,2,"DO NOT KNOW",10,2,98,98,98,98,98,98,98,98,,,,,,,4,1,2,1,1,2,2,2,1,1,1,4,4,4,3,2,2,,3,2,2,1,7,,3,1,2,3,2,1,0.76
312,"L","10/2/2012 9:10:16",3,"KENTUCKY",2,2,,,,,,,,,,,,,,,,2,"WEATHER DOES NOT CHANGE",1,4,4,1,2,2,1,1,4,2,3,3,4,4,2,2,4,4,98,2,98,,5,2,2,1,6,,3,1,,,2,1,0.76
651,"C","10/9/2012 5:20:56",3,"PENNSYLVANIA",1,2,,,,,,,,,,,,,,,,2,"COLD WEATHER",1,1,1,1,3,1,2,1,3,2,3,3,1,2,1,2,4,4,2,1,98,,1,2,2,1,7,,3,6,4,4,2,1,0.76
12,"L","9/26/2012 9:00:04",4,"MARYLAND",2,1,4,2,3,3,"PEOPLE SAY IT",10,4,4,4,98,4,4,4,4,4,,,,,,,98,98,4,98,1,98,98,98,98,1,2,2,1,2,98,98,1,98,98,1,2,1,2,,3,2,2,2,2,2,0.77
105,"L","9/27/2012 7:41:12",4,"OHIO",3,1,2,2,1,1,"MEDIA",6,1,3,3,3,4,1,1,1,1,,,,,,,3,4,3,4,1,2,2,2,1,1,1,1,4,4,2,98,98,,98,2,3,1,2,,3,1,1,1,2,2,0.77
371,"L","10/4/2012 8:01:57",4,"OKLAHOMA",2,2,,,,,,,,,,,,,,,,1,"WHAT I WAS TOLD BY MY PARENTS BACK IN THE 1930S",9,1,4,1,1,1,1,1,4,3,3,3,1,2,1,3,4,4,2,98,98,,2,1,3,1,1,1,3,2,2,1,2,2,0.77
907,"L","10/11/2012 9:30:18",4,"ALABAMA",2,98,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,3,3,3,1,3,1,1,2,3,2,98,98,,2,1,2,1,2,,3,1,2,1,2,2,0.77
286,"C","10/2/2012 8:15:49",3,"NEBRASKA",3,1,2,3,2,2,"ICE CAPS ARE MELTING",1,1,2,2,3,3,3,2,1,3,,,,,,,2,3,98,2,2,2,2,2,2,2,1,3,3,4,3,98,98,,5,98,2,1,1,2,2,2,2,2,2,1,0.79
288,"C","10/2/2012 8:18:37",3,"GEORGIA",2,1,1,98,1,1,"CARS AND THE POPLUTION",8,3,1,1,1,2,3,4,2,2,,,,,,,3,4,1,2,2,3,3,3,4,2,1,1,4,4,2,4,98,,2,1,2,1,6,,2,1,1,3,2,1,0.79
300,"L","10/2/2012 8:46:49",3,"KENTUCKY",2,2,,,,,,,,,,,,,,,,1,"A BUNCH OF MEDIA HYPE",4,3,4,4,1,1,2,1,2,3,3,3,1,3,1,3,4,4,2,2,1,98,2,1,2,1,1,1,2,1,1,3,2,1,0.79
323,"L","10/2/2012 9:30:16",3,"CALIFORNIA",4,1,2,3,2,2,"I LIVE IN DEATH VALLEY",10,2,1,4,3,4,4,2,2,3,,,,,,,4,4,4,4,1,1,1,1,1,2,3,3,4,4,2,98,98,,2,1,3,1,1,2,2,1,1,3,2,1,0.79
467,"C","10/8/2012 5:52:55",3,"TEXAS",2,1,2,2,3,3,"SCIENCE",4,4,4,2,4,4,4,4,4,4,,,,,,,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,3,2,,6,1,2,1,,,2,3,2,1,2,1,0.79
602,"L","10/8/2012 8:49:18",3,"MICHIGAN",3,2,,,,,,,,,,,,,,,,3,"COLDER",1,4,4,2,2,1,2,2,2,1,1,1,1,4,1,2,3,2,6,98,1,1,4,1,2,1,6,,2,2,4,2,2,1,0.79
96,"L","9/27/2012 7:27:28",4,"VIRGINIA",2,1,1,3,1,1,"NATURAL DISASTERS",3,1,1,3,1,3,1,1,1,1,,,,,,,4,4,3,4,4,1,1,1,1,2,1,3,2,4,1,98,98,,1,2,3,1,1,2,2,1,1,3,2,2,0.8
185,"L","9/27/2012 9:35:09",4,"IOWA",3,2,,,,,,,,,,,,,,,,2,"BIBLE",6,2,4,4,1,1,2,1,1,3,3,3,2,3,1,3,4,4,2,98,98,,2,1,3,1,1,1,2,1,2,1,2,2,0.8
256,"L","10/1/2012 9:25:47",4,"MICHIGAN",3,1,2,2,2,3,"WEATHER",3,1,1,2,1,2,2,2,1,1,,,,,,,4,4,3,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,3,1,1,98,2,1,2,5,2,2,0.8
263,"L","10/1/2012 9:34:38",4,"TEXAS",2,1,1,1,1,1,"PERSONAL EXPERIENCE",2,1,1,4,3,1,4,1,1,1,,,,,,,3,3,2,3,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,4,3,1,1,1,2,1,1,3,2,2,0.8
391,"L","10/4/2012 8:35:53",4,"FLORIDA",2,98,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,98,2,3,3,2,2,1,2,3,4,3,98,98,,3,1,3,1,2,,2,2,2,1,2,2,0.8
489,"L","10/8/2012 6:31:26",4,"WASHINGTON",4,1,1,1,1,1,"STATISTICS",4,1,1,1,1,1,3,1,1,1,,,,,,,4,4,4,3,4,1,1,1,1,98,1,98,2,2,1,98,1,1,1,2,2,10,6,,3,1,1,5,1,1,0.8
508,"L","10/8/2012 6:51:09",4,"OHIO",3,1,1,1,1,1,"POLLUTION AND DESTROYING THE EARTH",8,1,1,4,2,4,1,1,3,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,4,2,98,98,,2,2,2,1,2,,2,1,4,2,2,2,0.8
518,"L","10/8/2012 7:14:43",4,"FLORIDA",2,98,,,,,,,,,,,,,,,,,,,,,,2,98,2,2,4,3,3,3,1,2,1,1,4,4,2,98,98,,2,1,3,1,2,,2,1,1,3,2,2,0.8
520,"L","10/8/2012 7:19:05",4,"TENNESSEE",2,1,1,3,1,1,"WINTERS ARE MILDER",2,1,1,4,2,4,1,1,3,2,,,,,,,4,4,4,4,4,1,1,1,2,2,1,2,4,4,2,98,98,,2,1,3,1,1,2,2,1,4,1,2,2,0.8
529,"L","10/8/2012 7:25:37",4,"NEW JERSEY",1,2,,,,,,,,,,,,,,,,2,"JUST MY THOUGHTS",8,1,4,4,2,2,1,2,2,3,3,3,2,3,1,2,4,4,2,98,98,,2,1,3,1,2,,2,1,1,3,2,2,0.8
591,"L","10/8/2012 8:31:15",4,"NORTH CAROLINA",2,2,,,,,,,,,,,,,,,,1,"NATURAL THINGS IN LIFE",2,2,3,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,2,98,1,98,2,1,3,1,1,2,2,1,2,3,2,2,0.8
762,"L","10/10/2012 8:18:02",4,"MICHIGAN",3,1,1,3,1,1,"SUMMERS ARE HOTTER",2,1,1,2,1,4,2,2,2,1,,,,,,,4,4,3,2,3,1,2,2,1,2,1,3,1,2,98,98,98,,98,1,3,1,1,98,2,1,2,1,2,2,0.8
788,"L","10/10/2012 9:01:21",4,"VIRGINIA",2,1,2,1,2,2,"DEPLETION OF OZONE LAYER",10,1,1,3,2,3,1,1,2,3,,,,,,,4,4,4,4,4,1,1,1,1,3,1,1,3,3,1,98,98,,3,2,2,1,2,,2,1,1,3,2,2,0.8
807,"C","10/11/2012 6:37:37",4,"MICHIGAN",3,1,1,1,1,3,"WEATHER AND DISCOVERY CHANNELS",3,1,1,2,2,2,2,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,2,3,1,98,98,,3,3,3,1,1,2,2,1,1,3,2,2,0.8
840,"L","10/11/2012 7:32:58",4,"FLORIDA",2,2,,,,,,,,,,,,,,,,1,"BIBLE",6,2,4,4,1,2,1,1,2,3,3,3,98,3,1,1,4,4,2,98,98,,2,1,3,1,1,2,2,1,1,4,2,2,0.8
883,"L","10/11/2012 8:30:59",4,"WASHINGTON",4,1,1,1,1,1,"NEWS REPORTS",6,1,1,4,2,4,1,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,98,98,3,98,98,,3,2,3,1,2,,2,1,1,2,2,2,0.8
319,"L","10/2/2012 9:22:55",4,"CALIFORNIA",4,1,2,3,2,2,"SUMMERS ARE MUCH WARMER",2,3,1,4,3,4,4,2,3,3,,,,,,,4,4,4,4,2,2,2,2,2,3,2,3,4,4,3,98,98,,3,2,2,5,4,,4,2,4,1,2,1,0.82
6,"L","9/26/2012 8:48:59",3,"MISSOURI",3,1,2,3,1,1,"DATA",4,1,1,1,2,2,1,1,1,1,,,,,,,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,98,98,,1,3,3,10,6,,3,2,3,3,98,1,0.84
22,"L","9/26/2012 9:27:06",3,"WASHINGTON",4,1,1,1,1,2,"WEATHER",3,2,1,2,2,2,1,2,1,2,,,,,,,4,4,4,4,4,1,1,2,1,2,1,1,2,1,1,5,2,,1,2,2,1,1,1,3,1,1,1,1,1,0.84
103,"L","9/27/2012 7:38:53",3,"MICHIGAN",3,1,1,3,1,2,"SCIENTIFIC",4,1,2,2,98,4,2,4,1,1,,,,,,,4,4,4,4,4,1,2,2,2,1,1,2,98,98,1,98,98,,1,3,3,1,6,,3,1,1,4,1,1,0.84
141,"L","9/27/2012 8:21:44",5,"GEORGIA",2,2,,,,,,,,,,,,,,,,2,"WEATHER PATTERNS",2,2,2,2,1,1,1,1,4,1,2,2,4,4,4,4,4,4,2,2,98,,2,1,1,1,6,,3,1,3,2,,1,0.84
148,"L","9/27/2012 8:35:03",3,"SOUTH CAROLINA",2,1,1,1,1,1,"DATA",4,1,1,2,2,2,1,1,1,2,,,,,,,3,2,4,4,4,1,1,2,2,1,1,1,2,2,1,98,98,,1,3,2,1,1,98,3,5,1,4,1,1,0.84
195,"L","9/27/2012 9:55:35",5,"FLORIDA",2,2,,,,,,,,,,,,,,,,1,"NUCLEAR WEAPONS IN IRAN",9,3,3,3,2,3,3,1,4,2,2,2,98,98,98,98,98,98,3,3,2,,3,2,2,1,,,3,5,98,98,6,1,0.84
238,"C","10/1/2012 8:50:04",3,"FLORIDA",2,1,1,3,1,1,"WARMER WEATHER",2,1,1,4,1,4,1,1,1,1,,,,,,,4,4,98,4,98,1,1,2,1,2,2,2,98,98,4,98,98,,5,3,2,1,2,,4,1,1,4,2,2,0.84
485,"L","10/8/2012 6:26:28",3,"NEW YORK",1,1,1,1,1,1,"PERSONAL EXPERIENCE",2,1,4,1,4,4,2,1,1,1,,,,,,,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,3,2,,1,4,1,10,6,,3,5,4,2,98,1,0.84
502,"L","10/8/2012 6:47:49",3,"OHIO",3,2,,,,,,,,,,,,,,,,1,"LEFT WING LIES SO MUCH",7,3,1,1,1,1,1,1,4,3,3,3,1,3,1,3,2,3,3,98,98,,3,1,2,,,,,1,2,1,,1,0.84
118,"L","9/27/2012 7:52:27",4,"KANASAS",3,98,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,3,2,2,2,2,2,2,2,3,3,1,98,98,,1,98,3,,,,,,,,,2,0.85
501,"L","10/8/2012 6:47:41",4,"MICHIGAN",3,1,1,1,1,1,"SUMMERS WARMER",2,1,1,4,2,4,1,1,2,2,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,4,4,3,98,98,,3,2,2,1,2,,3,1,1,4,1,2,0.85
709,"L","10/9/2012 8:17:54",4,"ILLINOIS",3,1,1,1,1,1,"SEA LIFE DYING",7,1,1,3,1,3,2,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,1,1,1,3,4,3,98,98,,3,3,2,1,1,2,3,1,2,1,1,2,0.85
730,"L","10/9/2012 8:45:44",4,"FLORIDA",2,1,1,3,1,1,"WEATHER",3,1,1,2,1,3,1,1,1,1,,,,,,,4,4,3,4,4,1,1,1,1,2,2,2,3,4,98,98,2,,98,2,3,1,7,,3,1,1,3,1,2,0.85
773,"L","10/10/2012 8:33:45",4,"NEW JERSEY",1,98,,,,,,,,,,,,,,,,,,,,,,98,98,98,2,98,2,2,1,2,3,2,1,98,3,4,98,1,1,4,2,3,,,,,,,,,2,0.85
572,"L","10/8/2012 8:14:10",4,"FLORIDA",2,1,2,3,1,1,"NATIONAL GEOGRAPHIC",6,1,2,1,2,2,2,1,1,1,,,,,,,3,3,3,4,3,1,1,1,1,1,1,2,2,2,1,98,98,,1,3,2,2,1,2,5,1,1,4,3,1,0.86
50,"C","9/27/2012 5:32:35",2,"NEW YORK",1,1,1,1,1,1,"GLACIERS",1,1,2,4,2,2,1,1,1,1,,,,,,,4,4,3,4,4,1,1,1,1,1,2,2,2,2,1,3,1,1,1,4,1,1,6,,5,5,4,4,6,1,0.86
70,"C","9/27/2012 6:08:38",2,"CALIFORNIA",4,1,1,1,1,1,"GEOLOGY",10,1,4,2,2,98,4,1,1,1,,,,,,,4,4,4,4,2,2,2,2,98,4,4,4,4,4,2,98,98,,2,1,2,1,3,,5,5,2,1,6,1,0.86
177,"L","9/27/2012 9:18:23",2,"WASHINGTON",4,1,1,3,1,1,"PEOPLE AND POLLUTION",8,2,2,2,1,98,2,2,1,1,,,,,,,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,2,,5,1,1,5,5,1,0.86
202,"C","10/1/2012 8:10:50",2,"PENNSYLVANIA",1,1,1,3,1,1,"KEPT TRACT OF IT",10,1,1,1,4,2,4,3,2,3,,,,,,,4,4,4,3,4,1,1,1,1,1,1,1,1,1,98,98,98,,98,5,2,1,7,,5,5,1,4,6,1,0.86
249,"L","10/1/2012 9:18:34",2,"TEXAS",2,1,1,1,1,2,"DATA",4,1,2,1,2,1,2,2,2,2,,,,,,,4,4,4,4,4,1,2,2,1,1,1,1,2,2,3,2,2,,3,3,1,1,6,,5,5,1,3,6,1,0.86
279,"C","10/2/2012 8:06:02",2,"FLORIDA",2,2,,,,,,,,,,,,,,,,1,"LOCAL CONSISTENCY IN WEATHER",1,1,2,4,1,1,1,98,1,2,2,2,1,2,1,2,4,3,2,98,98,,2,4,1,1,6,,5,2,2,3,,1,0.86
342,"L","10/3/2012 8:18:02",2,"NEW JERSEY",1,2,,,,,,,,,,,,,,,,1,"MANY NEWS MEDIA",4,1,2,1,1,1,1,1,4,1,2,3,2,4,2,4,4,4,2,1,2,,2,2,2,1,2,,5,5,4,2,,1,0.86
420,"C","10/4/2012 9:31:53",2,"TEXAS",2,1,1,3,1,1,"THERE IS NO WINTER",3,2,2,2,3,3,2,3,2,2,,,,,,,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,5,2,4,3,,1,0.86
445,"C","10/8/2012 5:31:11",2,"NEW YORK",1,1,1,1,2,2,"OVER USE OFNATURALRESOURSE",8,1,2,2,2,2,2,2,2,2,,,,,,,4,4,3,4,4,1,1,2,1,1,1,1,1,1,1,2,98,,1,5,1,1,2,,5,5,4,3,5,1,0.86
637,"C","10/8/2012 9:52:40",2,"TEXAS",2,2,,,,,,,,,,,,,,,,1,"HISTORY OF WORLD",2,2,4,1,1,1,1,1,2,3,1,1,4,4,4,4,4,4,1,2,98,,1,1,3,1,1,98,5,5,2,1,5,1,0.86
685,"C","10/9/2012 7:32:09",2,"CALIFORNIA",4,1,1,1,1,1,"SCIENCE",4,1,1,2,2,2,4,1,1,1,,,,,,,4,4,3,3,4,1,1,1,1,1,1,1,1,2,5,1,2,,5,5,3,1,7,,5,5,1,4,6,1,0.86
753,"L","10/9/2012 9:11:26",3,"NEW YORK",1,1,1,1,1,1,"WEATHER DIFFERENT",3,2,1,4,1,2,1,1,1,1,,,,,,,3,4,2,4,4,2,2,2,1,1,1,1,4,4,1,5,98,,1,2,1,1,2,,2,1,1,4,1,1,0.87
354,"L","10/3/2012 8:34:28",3,"COLORADO",4,1,1,1,1,1,"WEATHER CHANGES",3,1,4,2,2,4,4,2,2,2,,,,,,,3,3,3,3,3,1,1,1,1,1,1,1,1,1,98,98,1,98,98,2,3,10,2,,2,2,,,,1,0.87
496,"L","10/8/2012 6:41:17",3,"CONNECTICUT",1,98,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,98,2,2,2,98,3,98,3,2,3,98,98,98,,98,1,2,10,5,,2,1,,,,1,0.87
4,"L","9/26/2012 8:47:56",4,"WISCONSIN",3,1,1,98,2,2,"SO HOT THIS YEAR",2,2,1,1,2,2,2,2,1,1,,,,,,,1,4,1,2,2,1,1,1,2,3,1,3,2,3,3,98,1,1,3,1,2,1,1,1,2,6,1,2,1,2,0.88
20,"L","9/26/2012 9:25:06",4,"NEBRASKA",3,1,2,2,2,2,"PERSONAL OBSERVATION",2,3,2,4,3,4,2,3,3,3,,,,,,,3,2,3,2,98,2,2,2,1,4,1,2,2,3,2,98,98,,2,2,3,1,1,1,2,1,1,2,1,2,0.88
168,"L","9/27/2012 9:01:24",4,"KANSAS",3,98,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,3,3,2,3,4,4,98,4,1,1,98,1,2,1,6,,2,1,1,3,1,2,0.88
