"RespNum","Sample","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_concern","ccvsgw_concern","intl_support_v2","intl_support_china_v2","intl_kyotoknowldg","state_fftax_nocost","state_fftax_cost10pct","state_captrade","state_captrade_cost10pct","state_rps_v2","state_rps_v2_cost100","state_gastax_nocost","state_gastax_cost25cpg","captrade_knowldg","captrade_support_v1","captrade_cost15dol","carbontax_support","carbontax_cost15dol","carbontax_rev4research_v2","carbontax_revneutral_v2","coalfpp_support","coalfpp_support_Obama","carbontax_partisan1","carbontax_partisan2","carbontax_partisan3","carbontax_partisan4","carbontax_partisan5","carbontax_partisan_support","carbontax_partisan_oppose","willing2pay_list","willing2pay_open","willing2pay_open_coded","govt_nostateaction","state_rps_economy","state_neighborsact","state_impactsfelt","fed_moralobligation","pipelines_support","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","demog_gender","weight"
679,"c","10/15/2013 7:21:32",2,"NC",2,1,1,3,"INCREASED ACTIVITIES IN THE TROPICS OF HURRICANES",3,1,2,1,1,1,3,2,2,,,,,,,2,,3,,98,,4,,98,2,,4,,3,98,98,4,4,,1,,2,,3,,,,,,1,,,2,98,3,2,2,2,1,1,2,4,5,2,2,3,6,2,1.257
680,"c","10/15/2013 7:24:42",2,"NJ",1,98,,,,,,,,,,,,,,,,,,,3,,3,,98,,4,,4,2,,4,,3,2,4,4,4,,2,,4,,2,,,,,2,1,,,3,98,2,4,3,3,1,1,2,2,1,1,3,2,2,2,1.377
681,"c","10/15/2013 7:27:30",2,"AZ",4,98,,,,,,,,,,,,,,,,,,,3,,4,,98,,4,,3,2,,4,,3,98,3,4,3,,98,,3,,3,,,,,,1,,,4,4,4,3,4,98,1,3,,3,3,3,3,3,,2,1.347
682,"c","10/15/2013 7:30:14",3,"WI",3,1,2,2,"SHORTER SUMMERS WITH HOTTER TEMPERATIRES",3,2,1,3,2,3,2,1,1,,,,,,,2,,2,,2,,4,,2,2,,4,,2,2,2,3,3,,2,,2,,1,,,,3,,5,,,2,2,3,2,2,1,2,1,2,3,2,1,4,2,2,1,1.16
683,"c","10/15/2013 7:33:28",1,"PA",1,1,1,2,"CONSTANT MEDIA  REMINDERS AND RESEARCH",6,4,4,2,2,2,4,3,2,,,,,,,3,,4,,2,,3,,3,2,,3,,3,98,3,3,3,,2,,2,,2,,,,,3,2,,,3,2,3,2,2,2,1,1,1,3,1,2,2,2,4,2,1.647
684,"c","10/15/2013 7:38:44",3,"KS",3,1,2,3,"HOTTER THAN NORMAL",2,2,2,3,2,2,2,2,2,,,,,,,1,,2,,98,,98,,2,1,,3,,1,2,2,2,2,,2,,2,,1,,,,2,,2,,,1,2,3,2,2,2,1,1,2,2,1,1,3,3,,1,0.72
685,"c","10/15/2013 7:41:14",2,"CA",4,98,,,,,,,,,,,,,,,,,,,3,,2,,98,,2,,2,2,,4,,3,2,4,4,4,,2,,3,,3,,,,,,1,,,2,98,2,3,2,3,1,6,,3,1,1,4,2,2,2,1.347
686,"c","10/15/2013 7:46:41",3,"ND",3,1,1,3,"EXPERIENCE",2,2,2,1,3,3,3,3,2,,,,,,,2,,1,,2,,3,,4,2,,4,,2,3,2,3,2,,98,,2,,1,,,,1,,3,,,3,4,4,3,2,1,1,2,,4,5,2,2,1,4,1,0.54
687,"c","10/15/2013 7:47:26",1,"MO",3,1,2,3,"THE MEDIA",6,2,3,4,3,3,2,2,3,,,,,,,3,,3,,98,,4,,4,2,,4,,3,2,4,4,4,,98,,3,,2,,,,,2,1,,,2,98,3,2,1,3,1,6,,2,5,4,3,3,1,2,1.597
688,"c","10/15/2013 7:47:47",3,"NY",1,1,1,3,"OBSERVATION",2,1,1,1,2,2,3,3,1,,,,,,,2,,1,,1,,4,,1,1,,4,,2,2,1,4,1,,1,,1,,98,,,,,,4,,,3,4,1,3,3,98,1,6,,4,1,4,3,3,5,2,0.817
689,"c","10/15/2013 7:48:33",1,"NY",1,1,2,2,"NOT SURE",10,4,2,4,2,4,4,4,4,,,,,,,4,,4,,2,,3,,3,3,,3,,3,4,3,3,3,,3,,3,,3,,,,,,1,,,3,3,3,3,3,3,2,6,,1,1,,3,,,1,2.39
690,"c","10/15/2013 7:50:29",3,"NV",4,1,1,1,"ICE IS MELTING",1,1,3,3,3,3,3,2,2,,,,,,,1,,2,,98,,98,,2,1,,4,,3,98,3,98,3,,1,,98,,1,,,,2,,2,,,2,2,3,3,2,2,10,5,,4,1,4,4,1,,2,0.967
691,"c","10/15/2013 7:51:27",3,"NY",1,2,,,,,,,,,,,,,1,"SHORTER HOT DAYS LONGER COLD DAYS",1,2,2,4,2,,3,,98,,3,,3,4,,4,,3,98,98,3,4,,2,,3,,3,,,,,,1,,,2,3,3,3,3,3,2,1,2,1,1,1,5,3,1,1,1.63
692,"c","10/15/2013 7:53:50",3,"VA",2,2,,,,,,,,,,,,,2,"HISTORY",5,2,3,3,4,,3,,2,,4,,4,2,,4,,3,2,4,4,4,,3,,2,,1,,,,2,,1,,,2,98,3,3,2,98,1,6,,2,5,4,3,3,1,1,0.64
693,"c","10/15/2013 7:54:51",1,"IL",3,1,2,3,"WEATHER CHANGES",3,98,3,2,2,1,1,1,4,,,,,,,3,,1,,1,,3,,3,1,,3,,3,4,3,4,98,,2,,2,,2,,,,,2,98,,,1,3,3,2,1,98,1,,,3,5,,,3,,2,1.647
694,"c","10/15/2013 7:56:58",4,"VA",2,2,,,,,,,,,,,,,2,"GOD MAKES THE WEATHER AND AWAYS HAS",6,1,4,4,3,,3,,98,,4,,4,2,,4,,2,3,3,3,3,,3,,2,,3,,,,,,4,,,3,2,2,2,2,2,9,2,,2,2,1,4,3,2,2,1.827
695,"c","10/15/2013 7:58:28",1,"IL",3,2,,,,,,,,,,,,,4,"DATA",5,3,3,2,2,,2,,1,,2,,3,1,,2,,2,2,2,2,2,,2,,1,,1,,,,2,,3,,,2,1,4,2,1,3,1,6,,4,5,1,5,3,3,2,1.497
696,"c","10/15/2013 8:00:04",3,"MS",2,98,,,,,,,,,,,,,,,,,,,2,,98,,98,,3,,3,98,,3,,98,98,3,3,3,,1,,98,,98,,,,,,1,,,98,2,98,3,98,2,2,1,2,1,1,1,98,2,,1,1.71
697,"c","10/15/2013 8:03:14",2,"NY",1,1,1,1,"SCIENTIFIC RESEARCH",4,1,3,2,3,4,3,3,3,,,,,,,1,,1,,2,,4,,2,1,,3,,3,1,3,1,1,,1,,2,,3,,,,,,5,,,2,98,3,2,1,3,9,6,,5,5,4,5,1,6,1,2
698,"c","10/15/2013 8:07:52",3,"WA",4,2,,,,,,,,,,,,,1,"IT IS THE WAY IT HAS ALWAYS BEEN",1,1,1,1,4,,5,,98,,4,,98,4,,4,,2,4,4,4,4,,4,,4,,2,,,,,1,1,,,4,4,4,4,3,4,1,6,,3,5,4,1,3,6,2,1.027
699,"c","10/15/2013 8:08:04",1,"CA",4,1,1,3,"FROM EVERYTHING SHE HAS RESEARCHED",4,1,2,2,2,4,3,2,2,,,,,,,1,,2,,2,,2,,2,1,,3,,2,2,2,2,2,,2,,3,,1,,,,1,,3,,,1,1,4,3,1,1,1,6,,4,5,4,3,1,,2,1.497
700,"c","10/15/2013 8:09:50",3,"FL",2,2,,,,,,,,,,,,,1,"I'VE SEEN HOTTER AND I'VE SEEN COLDER",1,1,1,1,4,,5,,98,,4,,4,4,,4,,1,4,4,4,4,,4,,4,,2,,,,,1,1,,,4,4,1,4,4,1,1,1,1,2,5,2,1,2,1,1,0.64
701,"c","10/15/2013 8:10:05",2,"HI",4,1,2,2,"VIOLENT STORMS CAUSING HIGH TIDES AND EROSION OF ISLANDS",3,2,2,2,2,2,2,2,1,,,,,,,2,,2,,1,,4,,4,1,,4,,2,4,4,4,4,,4,,98,,3,,,,,,6,,,3,1,2,2,2,98,10,6,,4,5,1,5,3,4,1,1.07
702,"c","10/15/2013 8:10:37",2,"AL",2,1,2,1,"CHANGES IN WEATHER",3,2,1,3,2,1,1,2,2,,,,,,,1,,1,,2,,3,,2,1,,4,,2,2,2,2,2,,1,,2,,1,,,,1,,2,,,1,2,4,1,1,2,1,6,,2,5,4,3,2,1,2,1.297
703,"c","10/15/2013 8:14:41",3,"CA",4,1,2,3,"OBSERVATION",2,1,1,2,2,3,1,2,3,,,,,,,1,,1,,1,,1,,4,2,,1,,3,98,1,1,1,,1,,1,,1,,,,1,,4,,,1,1,4,1,1,4,,,,,1,,5,1,,2,1.117
704,"c","10/15/2013 8:25:51",3,"KY",2,1,1,2,"LESS SNOW, HOT SUMMERS",3,2,2,4,3,2,98,2,2,,,,,,,2,,2,,98,,98,,98,1,,4,,3,98,98,98,98,,98,,2,,98,,,,,,2,,,2,2,4,2,2,2,1,6,,4,1,1,4,3,,2,0.817
705,"c","10/15/2013 8:26:38",3,"NY",1,1,2,3,"GLACIERS ARE MELTING IN ALASKA",1,1,2,3,2,2,2,2,2,,,,,,,2,,98,,98,,3,,3,2,,4,,98,98,3,4,3,,1,,98,,98,,,,,,98,,,2,2,3,2,98,2,1,2,,4,1,4,4,2,,2,0.817
706,"c","10/15/2013 8:28:55",1,"TX",2,2,,,,,,,,,,,,,1,"NO BIG GREEHOUSE GAS EFFECTS HAPPENING",8,1,3,4,4,,3,,98,,4,,4,1,,4,,3,4,4,4,4,,4,,98,,98,,,,,,4,,,4,1,1,4,4,1,1,1,2,2,2,3,3,,,1,1.4
707,"c","10/15/2013 8:29:22",1,"CA",4,1,2,1,"HOTTER",2,1,1,3,1,2,1,2,1,,,,,,,2,,1,,1,,2,,2,1,,3,,3,2,2,2,4,,1,,2,,2,,,,,1,4,,,4,2,3,2,2,1,9,1,1,3,5,1,3,3,98,1,2.42
708,"c","10/15/2013 8:29:33",2,"CA",4,1,1,1,"HEARD AND READ",6,1,1,1,3,3,1,1,1,,,,,,,1,,2,,98,,1,,98,1,,1,,3,2,1,2,2,,1,,1,,3,,,,,,4,,,1,1,98,1,1,4,1,6,,4,1,1,5,3,4,2,1.197
709,"c","10/15/2013 8:30:25",1,"CA",4,98,,,,,,,,,,,,,,,,,,,2,,2,,98,,98,,3,1,,3,,3,98,98,3,3,,2,,98,,1,,,,2,,1,,,1,1,4,4,2,98,10,6,,4,4,1,4,3,1,2,1.567
710,"c","10/15/2013 8:35:03",3,"PA",1,1,3,2,"WEATHER",3,3,2,4,2,2,4,1,1,,,,,,,2,,2,,2,,4,,3,2,,4,,2,4,3,4,3,,2,,4,,2,,,,,3,1,,,4,4,4,98,4,2,1,2,,3,1,2,2,3,,2,0.967
711,"c","10/15/2013 8:35:06",3,"PA",1,1,2,2,"IT IS WHAT IS IS AND ALWAYS WILL BE THE SAME",9,3,1,3,2,1,3,2,3,,,,,,,3,,3,,98,,2,,2,2,,4,,2,98,98,98,98,,98,,98,,3,,,,,,1,,,3,3,3,3,3,2,1,6,,2,1,2,2,1,4,1,0.72
712,"c","10/15/2013 8:35:46",3,"NY",1,1,2,3,"CHANGE IN WEATHER",3,1,1,4,2,1,1,2,2,,,,,,,1,,1,,2,,2,,2,1,,3,,3,2,2,3,3,,2,,3,,1,,,,1,,4,,,1,1,4,1,1,4,1,2,,2,1,4,5,2,2,2,0.997
713,"c","10/15/2013 8:38:42",4,"NV",4,1,1,1,"DATA",4,1,2,1,2,4,1,1,1,,,,,,,1,,1,,98,,2,,2,1,,2,,2,1,1,2,2,,2,,1,,1,,,,1,,4,,,1,1,4,4,1,4,1,3,,4,5,1,4,1,4,1,0.32
714,"c","10/15/2013 8:42:15",4,"GA",2,1,3,2,"NEWS",6,4,4,98,4,4,98,4,4,,,,,,,3,,5,,2,,4,,4,4,,4,,3,4,4,4,4,,4,,4,,2,,,,,1,1,,,4,4,4,98,4,1,1,1,98,4,6,,,,,2,0.597
715,"c","10/15/2013 8:42:34",3,"FL",2,2,,,,,,,,,,,,,1,"SOLAR HIBERNATION",9,2,2,2,4,,5,,98,,4,,4,3,,4,,2,4,4,4,4,,4,,4,,2,,,,,2,1,,,4,4,1,4,4,1,1,2,,5,5,4,1,2,3,1,0.51
716,"c","10/15/2013 8:42:37",3,"MS",2,2,,,,,,,,,,,,,2,"CYCLICAL",2,2,2,2,3,,1,,98,,1,,4,1,,2,,3,3,2,2,2,,2,,2,,3,,,,,,3,,,3,2,3,3,1,1,1,2,,3,2,2,2,3,4,1,0.69
717,"c","10/15/2013 8:46:53",1,"CT",1,1,1,1,"CLIMATE CHANGING NATURAL DISASTERS",3,2,1,2,2,2,4,2,2,,,,,,,1,,1,,2,,1,,1,1,,1,,1,1,1,1,1,,1,,1,,1,,,,1,,5,,,1,1,4,1,1,4,1,3,,5,5,4,5,1,3,2,1.467
718,"c","10/15/2013 8:47:13",1,"AZ",4,98,,,,,,,,,,,,,,,,,,,4,,1,,2,,3,,3,2,,2,,3,2,2,3,3,,2,,98,,3,,,,,,4,,,2,2,2,3,2,2,1,2,,3,5,1,2,1,3,2,1.647
719,"c","10/15/2013 8:49:19",2,"NY",1,2,,,,,,,,,,,,,2,"COLDER WINTERS",1,1,4,4,3,,3,,98,,4,,4,98,,4,,3,98,4,4,4,,4,,4,,3,,,,,,1,,,4,3,3,3,3,2,1,1,2,3,1,2,2,3,,1,1.07
720,"c","10/15/2013 8:51:07",1,"WA",4,2,,,,,,,,,,,,,3,"NOT SURE",9,2,2,2,4,,3,,2,,3,,3,3,,3,,3,4,3,3,3,,3,,3,,3,,,,,,1,,,3,3,3,3,3,3,1,,,,,,,,,1,1.37
721,"c","10/15/2013 8:57:01",2,"IL",3,2,,,,,,,,,,,,,3,"JUST NATURAL CYCLES",2,2,2,2,3,,3,,98,,3,,3,3,,4,,2,4,3,4,3,,4,,3,,2,,,,,1,1,,,4,2,4,3,4,2,1,1,2,3,3,2,3,1,6,1,1.13
722,"c","10/15/2013 8:58:07",4,"MI",3,1,2,2,"WEATHER PATTERNS OVER THE CENTURIES AND ALSO POLLUTION",9,2,2,4,2,2,2,2,1,,,,,,,2,,2,,2,,4,,3,2,,4,,2,2,2,2,2,,2,,2,,1,,,,3,,3,,,2,2,3,2,2,2,2,1,1,3,2,1,4,,,2,1.217
723,"c","10/15/2013 8:58:15",3,"OH",3,2,,,,,,,,,,,,,1,"CYCLES",2,1,1,1,3,,2,,1,,3,,3,3,,2,,2,2,2,3,3,,1,,3,,2,,,,,3,3,,,3,2,3,3,1,1,1,1,2,5,3,2,2,3,6,2,0.847
724,"c","10/15/2013 9:02:37",2,"CA",4,98,,,,,,,,,,,,,,,,,,,3,,98,,98,,4,,4,98,,4,,98,98,3,98,3,,2,,98,,98,,,,,,98,,,98,2,98,3,98,98,5,6,,3,1,4,3,2,,2,1.497
725,"c","10/15/2013 9:02:41",2,"WA",4,1,1,1,"DATA",4,1,3,1,2,3,2,2,2,,,,,,,1,,1,,98,,1,,2,1,,2,,2,1,1,2,2,,1,,1,,1,,,,3,,3,,,1,1,2,1,1,4,1,6,,5,5,1,4,1,5,1,0.89
726,"c","10/15/2013 9:03:06",3,"CA",4,1,1,3,"STUDIES HE DID",4,2,3,1,2,4,4,2,2,,,,,,,2,,1,,1,,1,,1,1,,1,,3,1,1,2,2,,1,,1,,1,,,,2,,3,,,1,2,4,2,4,4,9,2,,5,2,4,3,1,6,1,1.62
727,"c","10/15/2013 9:03:20",4,"NY",1,1,1,1,"ALL OVER THE PLACE",10,1,2,2,1,2,4,1,1,,,,,,,1,,1,,2,,2,,2,1,,4,,3,2,4,2,2,,1,,1,,2,,,,,98,5,,,1,1,3,1,2,3,2,2,,2,1,1,4,3,2,1,0.97
728,"c","10/15/2013 9:06:34",1,"CA",4,2,,,,,,,,,,,,,1,"MUCH COLDER AND HAS NOT BEEN GETTING HOTTER, NOT A HUGE CONCERN",1,1,1,1,4,,3,,2,,4,,3,4,,4,,3,2,3,3,4,,98,,4,,2,,,,,2,1,,,3,3,1,4,3,1,1,1,2,4,1,2,1,2,1,2,1.417
729,"c","10/15/2013 9:09:23",4,"WA",4,2,,,,,,,,,,,,,2,"OLD ENOUGH TO HAVE NOT SEEN ANY GLOBAL WARMING IN MY DAY",1,2,4,4,4,,3,,98,,4,,4,4,,4,,3,98,4,4,4,,4,,3,,3,,,,,,1,,,4,4,4,4,4,1,1,2,,2,1,1,3,2,2,2,0.777
730,"c","10/15/2013 9:13:11",1,"CA",4,98,,,,,,,,,,,,,,,,,,,3,,1,,98,,3,,4,1,,3,,3,4,2,4,2,,2,,3,,2,,,,,3,3,,,3,98,3,98,4,2,1,1,2,4,5,4,4,1,,1,1.22
731,"c","10/15/2013 9:15:50",4,"CO",4,1,1,1,"OZONE LAYER",10,2,3,3,3,3,3,2,2,,,,,,,2,,2,,98,,3,,2,1,,4,,2,2,3,2,3,,2,,2,,1,,,,2,,3,,,2,2,3,3,2,2,10,6,,4,2,1,5,3,,1,0.47
732,"c","10/15/2013 9:21:13",3,"WA",4,1,1,1,"DATA",4,1,2,1,2,2,1,1,1,,,,,,,1,,1,,2,,2,,2,1,,2,,2,98,1,2,1,,98,,1,,1,,,,1,,5,,,2,2,3,98,1,4,1,6,,5,5,1,5,3,3,2,0.787
733,"c","10/15/2013 9:22:37",3,"TX",2,1,1,1,"THE TIMES AND GODS WILL",12,1,2,3,2,3,2,2,2,,,,,,,1,,2,,98,,3,,3,2,,3,,3,98,3,3,3,,1,,98,,1,,,,98,,1,,,2,2,3,3,98,2,2,1,2,3,1,4,3,3,2,2,1.437
734,"c","10/15/2013 9:24:57",3,"CA",4,1,1,3,"IT IS HOT OUT OF SEASON",2,4,1,4,4,2,2,1,1,,,,,,,1,,98,,98,,4,,2,1,,2,,3,98,98,2,2,,1,,2,,3,,,,,,2,,,1,2,2,2,2,1,2,1,2,5,2,1,4,3,6,2,1.317
735,"c","10/15/2013 9:31:11",1,"NY",1,1,2,3,"UNSEASONABLY WARM AND ALL EU CONTRIES AGREE",2,1,3,2,1,4,1,2,2,,,,,,,2,,1,,2,,1,,98,1,,1,,1,3,3,1,1,,3,,1,,1,,,,1,,98,,,2,2,4,1,2,4,1,6,,5,5,3,3,3,3,1,1.19
736,"c","10/16/2013 5:09:25",3,"SC",2,2,,,,,,,,,,,,,1,"NEW MATERIAL I SAW ONLINE",5,2,2,2,,4,,4,98,4,,98,,,4,,4,3,2,4,4,4,4,,4,,2,,,,,,2,,"0",1,4,4,2,4,3,3,1,1,1,2,1,4,3,2,2,2,0.997
737,"c","10/16/2013 5:09:48",2,"FL",2,1,2,2,"VIOLENT STORMS AND NATURAL WEATHER PATTERNS",3,3,2,4,2,3,3,2,1,,,,,,,,2,,2,98,4,,4,,,2,,4,2,4,4,4,4,2,,98,,1,,,,,1,,,"$100",3,2,2,3,2,2,2,9,2,,3,5,1,5,3,4,2,2.397
738,"c","10/16/2013 5:12:32",4,"NC",2,1,1,2,"NOT SURE",10,2,3,3,3,2,3,4,3,,,,,,,,3,,4,1,3,,2,,,4,,4,3,4,3,4,4,4,,2,,3,,,,,,,,"0",1,2,4,3,2,3,1,2,1,2,2,1,2,3,1,1,2,1.167
739,"c","10/16/2013 5:12:36",1,"MI",3,98,,,,,,,,,,,,,,,,,,,,3,,3,98,4,,4,,,4,,4,3,4,4,4,4,4,,4,,3,,,,,,,,"0",1,4,98,2,3,2,2,1,6,,2,5,4,2,3,1,1,1.32
740,"c","10/16/2013 5:13:47",3,"NY",1,2,,,,,,,,,,,,,2,"SCIENTISTS SAY NO",3,2,1,4,,4,,3,2,4,,4,,,3,,4,3,3,3,3,3,2,,1,,1,,,,,1,,,"0",1,4,2,4,4,4,3,2,1,2,2,2,1,3,2,1,1,1.11
741,"c","10/16/2013 5:14:42",3,"FL",2,2,,,,,,,,,,,,,2,"NO EVIDENCE OF SUCH NONSENSE",3,3,2,1,,3,,4,98,4,,3,,,4,,4,3,3,3,3,3,3,,98,,98,,,,,,,,"0",1,4,98,4,3,3,2,1,2,,4,2,4,2,3,,2,0.817
742,"c","10/16/2013 5:14:46",2,"TN",2,1,2,3,"PEOPLE",8,2,2,2,2,2,98,2,3,,,,,,,,2,,2,98,3,,2,,,1,,3,1,1,1,2,1,1,,1,,1,,,,,3,,,"$100",3,3,2,3,2,2,98,1,6,,5,4,1,5,3,3,1,0.89
743,"c","10/16/2013 5:19:41",3,"FL",2,2,,,,,,,,,,,,,2,"OUT OF THEIR MIND",9,2,3,2,,3,,5,1,4,,3,,,4,,4,3,4,4,4,4,4,,4,,2,,,,,,1,,"0",1,3,4,1,4,4,1,1,1,1,4,2,2,2,2,,1,0.54
744,"c","10/16/2013 5:23:01",3,"MA",1,1,1,1,"TEMPERATURES RISING AND EXPOSURE TO EXPERT KNOWLEDGE",2,1,1,1,4,4,1,1,1,,,,,,,,1,,1,98,1,,1,,,1,,1,3,1,1,1,1,1,,1,,1,,,,,1,,,"$500",5,1,1,4,1,1,1,1,6,,4,1,1,1,1,2,2,0.817
745,"c","10/16/2013 5:23:15",3,"MI",3,1,1,1,"OWN WATER FRONT PROPERTY AND HAVE WATCHED WATER GO DOWN AND CHANGE",11,1,1,2,1,1,1,1,1,,,,,,,,1,,1,2,1,,1,,,1,,2,1,1,1,1,1,1,,1,,1,,,,,1,,,"$25",2,1,1,4,1,1,3,1,1,2,5,5,1,3,3,5,2,0.787
746,"c","10/16/2013 5:24:00",3,"MI",3,1,1,98,"NOT SURE",10,98,1,4,1,1,98,2,1,,,,,,,,3,,2,98,4,,4,,,4,,4,3,98,98,4,4,4,,4,,3,,,,,,,,"0",1,4,4,4,4,2,2,2,6,,4,5,2,4,1,,1,1.01
747,"c","10/16/2013 5:24:46",2,"VT",1,1,2,2,"WINTERS GETTING COLDER AND SNOWS GETTING MORE EXTREME",3,1,3,4,3,3,2,2,1,,,,,,,,2,,2,98,4,,4,,,2,,4,2,3,3,3,3,2,,2,,1,,,,,1,,,"$350",5,2,2,3,2,2,1,1,1,2,5,2,2,1,3,6,1,0.95
748,"c","10/16/2013 5:26:05",4,"NJ",1,1,2,98,"GETTING WARMER",2,2,2,4,2,4,98,1,1,,,,,,,,2,,1,98,1,,98,,,98,,4,2,2,3,4,4,2,,98,,3,,,,,,,,"0",1,2,98,2,2,2,1,1,2,,5,1,2,1,2,6,2,0.627
749,"c","10/16/2013 5:26:51",3,"FL",2,1,2,1,"NASA",4,1,1,1,1,1,1,1,1,,,,,,,,1,,1,98,1,,1,,,1,,3,1,1,2,2,2,1,,2,,1,,,,,2,,,"$100",3,1,1,4,1,1,4,1,6,,2,1,1,4,3,2,1,0.72
750,"c","10/16/2013 5:29:54",3,"NJ",1,2,,,,,,,,,,,,,2,"SAME AS IT HAS BEEN FOR SEVERAL YEARS NOW",1,1,4,4,,3,,2,98,2,,2,,,3,,4,3,98,98,3,3,2,,3,,2,,,,,,2,,"0",1,2,2,4,98,2,98,1,6,,2,2,2,2,3,3,1,0.72
751,"c","10/16/2013 5:32:20",1,"MI",3,98,,,,,,,,,,,,,,,,,,,,4,,3,98,98,,3,,,4,,4,98,98,3,98,3,98,,98,,3,,,,,,,,"0",1,4,2,98,3,3,2,1,7,,2,5,4,5,2,,1,1.4
752,"c","10/16/2013 5:34:10",2,"CA",4,1,1,1,"BOYFRIEND IN STUDY OF ENVIRONMENT",4,1,3,1,3,4,1,1,3,,,,,,,,1,,1,1,1,,1,,,1,,1,1,1,1,1,1,1,,1,,2,,,,,,2,,"$20",2,3,4,4,1,4,98,1,6,,4,3,4,5,1,3,2,1.197
753,"c","10/16/2013 5:38:29",2,"NJ",1,2,,,,,,,,,,,,,1,"MY TEMPERATURE GAUGE IN MY CAR",1,4,1,1,,4,,5,98,4,,1,,,4,,4,1,4,4,4,4,3,,4,,3,,,,,,,,"0",1,4,4,4,4,2,4,9,5,,5,1,3,5,1,6,1,2
754,"c","10/16/2013 5:41:15",3,"MD",2,1,2,3,"INFORMATION FROM SCIENTIFIC NEWS",4,1,4,2,2,2,4,2,2,,,,,,,,2,,98,98,2,,4,,,2,,98,3,4,2,98,98,2,,3,,98,,,,,,,,"0",1,2,3,4,2,1,1,1,1,2,5,1,2,2,3,6,2,0.847
755,"c","10/16/2013 5:44:34",3,"PA",1,2,,,,,,,,,,,,,1,"SEASONS ARE JUST COMING LATER THATS ALL",9,4,4,1,,2,,1,1,4,,2,,,4,,4,3,4,4,4,4,4,,4,,3,,,,,,,,"0",1,4,2,1,3,1,3,1,6,,2,1,,5,1,,1,0.72
756,"c","10/16/2013 5:49:31",3,"MI",3,1,1,3,"DATA",4,2,2,1,2,2,3,2,2,,,,,,,,2,,1,98,4,,2,,,1,,4,3,2,1,4,4,4,,2,,98,,,,,,,,"$50",2,1,2,4,2,1,2,1,1,2,5,5,2,3,3,4,2,0.787
757,"c","10/16/2013 6:09:09",3,"LA",2,2,,,,,,,,,,,,,2,"JUST A BUNCH OF POLITICAL HOCUM",7,2,4,4,4,,,3,98,4,,,4,4,,,4,3,98,4,4,4,4,,,4,,,,2,,,2,1,,,3,98,2,4,3,3,2,1,1,2,1,1,3,2,1,2,1.387
758,"c","10/16/2013 6:09:28",4,"NY",1,98,,,,,,,,,,,,,,,,,,,2,,,98,98,4,,,3,2,,,4,98,98,3,98,3,2,,,98,,,,3,,,,1,,,2,2,3,2,98,2,1,2,,2,1,,,3,,2,0.777
759,"c","10/16/2013 6:11:47",2,"NY",1,2,,,,,,,,,,,,,2,"MOST YEARS STABLE WEATHER PATTERN",5,1,2,4,3,,,2,1,4,,,4,4,,,4,2,3,3,3,3,3,,,1,,,,1,,2,,1,,,2,2,3,3,3,3,1,1,2,3,2,2,1,3,4,1,1.07
760,"c","10/16/2013 6:13:19",3,"CO",4,1,2,1,"ICE IS MELTING",1,1,2,4,3,3,2,2,2,,,,,,,2,,,2,98,3,,,3,2,,,3,3,2,2,4,2,3,,,3,,,,98,,,,3,,,98,2,98,98,98,3,1,,,3,,,,1,6,1,0.75
761,"c","10/16/2013 6:15:30",4,"CT",1,2,,,,,,,,,,,,,2,"MY MANY YEARS OF OBSERVING THE WEATHER",1,1,3,4,2,,,2,98,4,,,4,2,,,4,2,4,4,4,4,2,,,2,,,,3,,,,3,,,3,2,3,4,4,1,1,2,,2,2,1,4,,,2,0.777
762,"c","10/16/2013 6:15:33",3,"MN",3,2,,,,,,,,,,,,,1,"CHANGES FROM YEAR TO YEAR",2,4,4,4,4,,,5,98,4,,,4,4,,,4,1,4,4,4,4,4,,,4,,,,2,,,1,1,,,4,4,1,4,4,1,1,2,,4,98,4,2,2,6,1,0.6
763,"c","10/16/2013 6:15:41",1,"NC",2,1,2,1,"GREENHOUSE GAS EMISSIONS",8,1,1,3,1,1,1,1,1,,,,,,,1,,,1,1,2,,,2,2,,,2,2,1,2,2,2,2,,,2,,,,1,,1,,3,,,1,2,4,1,1,4,1,6,,2,5,4,2,3,1,1,1.32
764,"c","10/16/2013 6:18:25",3,"IN",3,98,,,,,,,,,,,,,,,,,,,4,,,3,2,4,,,4,2,,,4,3,3,3,4,4,4,,,4,,,,2,,,2,1,,,4,98,1,4,2,2,1,1,2,4,1,2,1,2,3,1,0.54
765,"c","10/16/2013 6:20:15",3,"KY",2,1,2,3,"POLLUTION AND VIOLENT STORMS",8,3,1,3,2,2,3,2,1,,,,,,,2,,,2,98,4,,,2,2,,,4,2,2,2,3,2,2,,,98,,,,1,,3,,5,,,2,1,3,2,2,2,1,1,2,4,1,2,1,2,3,1,0.54
