"Survey_Iteration","Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","gwimpacts_storms","gwimpacts_droughts","gwimpacts_disease","gwimpacts_species","gwimpacts_areas","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","gw_adapt","govt_fed","govt_state","govt_local","govt_fedvsstate","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","state_gastax","captrade_govt_v1","fftax_govt","nuclear_govt","gastax_govt","rps_govt","ethanol_govt","vehicle_govt","captrade_support_v1","captrade_cost15dol","captrade_cost50","carbontax_support","carbontax_cost15dol","carbontax_cost50dol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","Weight"
"FALL 2009",1542,10,19,2009,"TX",2,2,1,1,3,1,1,2,2,1,1,1,4,4,4,4,4,2,2,2,1,4,2,2,1,98,4,,1,1,3,2,1,98,3,3,98,3,3,3,3,98,2,2,2,1,2,6,1,,,,,,5,2,0.49
"FALL 2009",1551,10,19,2009,"OR",4,2,2,,,,,,,,,,1,1,1,1,,2,2,2,4,4,4,4,4,1,3,,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,,,,4,2,0.49
"FALL 2009",1569,10,20,2009,"IA",3,3,1,2,2,1,1,1,1,1,1,1,4,4,3,4,4,1,1,1,1,4,1,1,98,4,4,,1,4,4,98,1,4,98,4,4,4,4,4,3,3,3,3,4,3,3,98,1,7,,3,3,4,2,2,0.49
"FALL 2009",652,9,22,2009,"NM",4,3,1,2,3,3,3,3,2,3,4,4,4,3,2,1,2,3,3,3,2,4,2,4,4,3,4,,3,3,2,98,2,4,4,4,3,4,4,4,4,3,3,4,3,3,4,1,1,3,,3,5,1,4,2,0.5
"FALL 2009",671,9,23,2009,"OK",2,3,1,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,3,4,3,,2,3,3,98,2,98,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1,,3,1,1,,2,0.5
"FALL 2009",673,9,23,2009,"CA",4,3,1,1,3,1,1,1,1,1,1,1,4,4,4,3,4,2,1,1,1,4,1,2,2,2,4,,1,3,2,1,1,4,2,4,2,4,2,3,3,1,4,4,4,4,4,2,1,2,,3,1,1,3,2,0.5
"FALL 2009",680,9,23,2009,"CA",4,3,1,2,3,1,1,2,2,1,1,1,4,4,4,4,2,2,2,1,2,3,2,2,2,2,4,,2,2,3,3,2,3,2,2,2,2,2,2,2,98,4,1,2,4,4,1,1,6,,3,1,1,1,2,0.5
"FALL 2009",693,9,23,2009,"OK",2,3,1,2,3,2,2,1,1,1,1,1,3,3,3,2,2,2,2,2,1,1,2,2,98,3,4,,1,1,1,1,1,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,2,0.5
"FALL 2009",699,9,23,2009,"IL",3,3,1,2,3,2,2,2,1,1,1,1,98,98,98,98,98,1,1,1,98,98,2,2,3,2,4,,1,2,98,98,2,4,4,98,3,4,3,3,3,2,98,4,98,2,3,1,1,1,2,3,2,1,5,2,0.5
"FALL 2009",715,9,24,2009,"PA",1,3,1,3,1,2,2,3,2,3,1,2,3,1,98,1,3,2,2,2,1,3,2,1,98,4,4,,2,3,2,2,1,4,2,4,3,4,3,3,1,2,2,98,3,2,3,4,1,6,,3,5,1,3,2,0.5
"FALL 2009",721,9,24,2009,"NY",1,3,1,1,3,1,1,2,2,2,1,1,4,4,2,4,4,1,1,1,1,4,1,1,1,3,4,,1,2,4,98,1,2,98,98,98,3,3,3,3,2,2,2,2,2,2,3,1,2,,3,2,2,3,2,0.5
"FALL 2009",737,9,24,2009,"AR",2,3,98,,,,,,,,,,98,2,2,2,98,2,2,2,2,2,2,2,98,2,2,98,1,4,3,98,2,4,98,4,4,3,3,3,3,4,4,4,4,4,4,1,1,6,,3,1,2,3,2,0.5
"FALL 2009",739,9,24,2009,"TN",2,3,1,2,3,2,2,2,1,1,1,2,3,2,3,2,3,2,2,2,1,4,2,2,4,2,4,,2,4,2,2,1,4,3,4,3,4,3,3,98,3,4,4,4,4,4,1,1,1,2,3,5,2,1,2,0.5
"FALL 2009",742,9,25,2009,"TX",2,3,98,,,,,,,,,,3,3,3,3,3,2,2,2,98,98,98,98,98,98,98,,98,98,98,98,98,98,98,98,4,4,3,3,98,98,98,98,98,4,4,1,1,,,3,5,2,3,2,0.5
"FALL 2009",776,9,28,2009,"AR",2,3,1,2,3,2,2,2,2,2,1,2,4,4,4,4,4,1,2,2,2,4,1,1,98,98,4,,1,1,1,1,1,2,3,3,3,4,3,3,3,1,1,1,1,2,2,3,1,2,,3,3,2,6,2,0.5
"FALL 2009",801,9,28,2009,"PA",1,3,1,2,3,2,1,1,1,1,1,1,4,3,98,3,3,3,3,3,2,3,2,2,98,2,4,,2,2,2,4,1,4,1,1,3,4,3,3,3,3,98,4,4,98,3,3,1,2,,3,1,2,4,2,0.5
"FALL 2009",825,9,29,2009,"IL",3,3,1,2,3,1,1,1,1,1,1,1,4,4,4,4,4,2,2,2,1,2,2,1,2,2,3,,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,4,2,2,3,2,1,6,,3,1,2,2,2,0.5
"FALL 2009",832,9,29,2009,"GA",2,3,2,,,,,,,,,,2,98,98,1,3,2,2,2,98,98,2,98,98,98,2,1,98,3,2,98,98,3,98,4,3,4,98,98,4,98,98,98,3,3,3,98,1,1,1,3,1,2,6,2,0.5
"FALL 2009",854,9,29,2009,"NH",1,3,98,,,,,,,,,,2,2,2,1,3,2,2,2,2,3,2,2,98,98,3,,3,3,2,98,2,3,98,4,3,4,4,4,4,3,4,4,4,4,4,1,1,2,,3,4,4,4,2,0.5
"FALL 2009",874,9,29,2009,"FL",2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,4,1,1,1,4,,1,3,2,2,1,3,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,1,3,5,4,3,2,0.5
"FALL 2009",875,9,29,2009,"NC",2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,4,1,2,1,4,4,,1,1,4,2,1,2,3,1,4,2,3,3,1,2,1,2,2,1,2,4,1,1,1,3,5,4,6,2,0.5
"FALL 2009",896,9,30,2009,"FL",2,3,98,,,,,,,,,,2,2,3,2,2,2,2,2,98,98,2,2,3,98,4,,4,3,98,98,2,4,98,98,98,98,98,98,98,98,3,4,3,4,4,1,1,1,1,3,1,4,2,2,0.5
"FALL 2009",912,9,30,2009,"MA",1,3,98,,,,,,,,,,3,4,3,4,4,1,1,1,98,98,98,98,98,98,98,,2,2,2,2,2,2,3,98,98,98,98,98,98,98,4,4,3,4,4,1,1,3,,3,1,4,3,2,0.5
"FALL 2009",927,9,30,2009,"MI",3,3,1,2,3,2,2,2,2,2,2,2,3,3,98,98,3,2,2,2,98,3,98,2,98,2,4,,2,98,98,98,2,98,98,98,3,98,3,3,3,2,2,98,3,2,98,98,1,1,2,3,1,1,4,2,0.5
"FALL 2009",931,10,1,2009,"MA",1,3,1,2,3,2,2,2,2,1,2,3,3,3,98,3,2,1,2,98,2,98,2,2,3,2,4,,2,3,2,2,2,4,3,4,2,4,1,1,98,2,3,4,3,4,4,1,1,3,,3,2,1,6,2,0.5
"FALL 2009",946,10,1,2009,"NC",2,3,98,,,,,,,,,,2,2,98,2,98,2,2,2,98,98,2,1,98,98,4,,2,3,3,3,2,4,98,98,4,4,3,98,3,98,3,4,3,3,4,1,1,1,1,3,1,4,3,2,0.5
"FALL 2009",947,10,1,2009,"OH",3,3,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,1,2,2,2,4,2,1,2,3,4,,2,3,98,2,1,3,2,1,2,4,3,3,3,1,1,2,3,2,3,4,1,6,,3,1,4,6,2,0.5
"FALL 2009",982,10,2,2009,"MS",2,3,2,,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,3,3,2,4,,3,3,2,2,3,3,2,4,3,4,4,2,4,3,3,4,4,3,4,2,1,1,2,3,1,4,4,2,0.5
"FALL 2009",984,10,2,2009,"OR",4,3,1,2,3,1,3,1,98,1,2,1,3,98,3,98,3,2,2,2,2,4,1,2,98,98,4,,2,98,98,2,2,98,1,1,98,98,2,2,1,2,98,3,3,2,4,3,1,6,,3,2,4,2,2,0.5
"FALL 2009",994,10,2,2009,"OH",3,3,98,,,,,,,,,,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,6,,3,1,1,2,2,0.5
"FALL 2009",996,10,2,2009,"WA",4,3,98,,,,,,,,,,2,1,1,1,98,2,2,2,2,2,98,1,3,98,4,,2,4,2,2,1,4,3,4,1,4,2,4,1,2,3,4,4,3,4,1,1,7,,3,1,1,2,2,0.5
"FALL 2009",1003,10,4,2009,"NY",1,3,1,1,1,1,1,2,2,1,1,2,4,4,4,4,4,1,1,1,1,4,1,98,98,98,4,,1,3,98,2,1,3,3,98,98,98,3,98,1,2,2,3,3,2,3,4,1,1,2,3,1,1,4,2,0.5
"FALL 2009",1023,10,4,2009,"TN",2,3,98,,,,,,,,,,3,2,3,2,98,2,2,2,3,2,3,2,98,2,98,,4,3,2,98,2,4,98,4,3,4,3,3,4,98,2,4,4,3,4,98,1,1,1,3,5,1,4,2,0.5
"FALL 2009",1032,10,4,2009,"SC",2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,1,1,2,1,1,1,2,98,4,,1,4,2,98,2,4,3,4,3,4,3,4,3,2,3,4,4,3,4,1,1,6,,3,5,1,2,2,0.5
"FALL 2009",1067,10,5,2009,"OR",4,3,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,98,4,1,1,98,1,98,,1,1,4,4,1,1,4,3,4,1,3,3,3,2,4,4,2,4,4,1,1,1,2,3,1,1,1,2,0.5
"FALL 2009",1088,10,6,2009,"TN",2,3,1,2,3,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,2,2,2,1,2,2,4,,2,3,2,2,2,4,3,98,98,4,98,3,98,1,2,4,3,4,4,98,1,1,1,3,1,1,5,2,0.5
"FALL 2009",1089,10,6,2009,"SC",2,3,1,1,3,1,1,2,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,2,2,2,1,2,3,3,3,4,3,3,3,1,2,1,2,2,2,3,1,1,2,3,4,1,,2,0.5
"FALL 2009",1091,10,6,2009,"NJ",1,3,1,1,3,1,1,1,1,1,1,1,4,4,3,4,3,1,1,1,1,4,2,1,1,1,4,,1,3,1,1,1,3,3,4,3,4,3,3,3,1,1,3,3,1,3,3,1,7,,3,2,1,3,2,0.5
"FALL 2009",1095,10,6,2009,"TX",2,3,1,2,1,2,2,1,1,1,1,1,4,4,4,4,4,2,2,2,1,4,2,2,2,3,2,3,1,1,2,98,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2,0.5
"FALL 2009",1111,10,6,2009,"IN",3,3,98,,,,,,,,,,2,2,1,2,2,3,98,98,1,2,2,2,3,98,1,2,4,4,4,98,1,4,98,98,4,98,3,3,3,2,4,4,4,4,4,3,1,1,1,3,1,2,,2,0.5
"FALL 2009",1120,10,6,2009,"NJ",1,3,1,2,3,2,2,1,1,1,1,1,4,4,4,3,4,1,1,1,4,4,2,2,2,98,4,,2,98,3,98,2,4,98,3,4,4,3,3,3,98,4,4,4,4,4,2,1,2,,3,2,2,2,2,0.5
"FALL 2009",1125,10,6,2009,"FL",2,3,2,,,,,,,,,,2,1,2,2,4,2,1,1,3,4,2,3,4,1,4,,4,4,1,2,1,4,2,4,3,4,2,4,4,3,4,4,4,4,4,2,1,3,,3,1,2,2,2,0.5
"FALL 2009",1135,10,6,2009,"MO",3,3,1,2,3,2,2,1,1,1,1,1,3,3,3,3,4,2,2,2,2,2,2,2,2,2,4,,4,4,3,3,3,3,98,98,98,98,98,98,98,2,4,4,4,4,4,1,1,2,,3,1,2,2,2,0.5
"FALL 2009",1151,10,6,2009,"OH",3,3,2,,,,,,,,,,1,1,1,1,1,3,3,3,4,1,4,4,4,1,1,2,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,3,2,2,2,0.5
"FALL 2009",1166,10,7,2009,"CA",4,3,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,2,1,1,2,2,2,2,2,3,2,2,3,3,3,3,1,1,2,2,1,2,5,1,6,,3,5,1,5,2,0.5
"FALL 2009",1229,10,8,2009,"CT",1,3,98,,,,,,,,,,2,98,98,2,98,1,1,2,2,98,2,2,4,98,4,,2,2,98,98,1,98,98,3,98,98,3,3,3,2,98,4,98,98,4,98,1,2,,3,1,4,4,2,0.5
"FALL 2009",1255,10,9,2009,"NC",2,3,1,1,3,2,1,1,1,2,1,1,4,3,3,4,4,1,2,2,1,4,98,2,2,98,4,,2,3,98,2,1,4,3,98,3,4,3,3,4,98,4,4,4,4,4,1,1,3,,3,1,4,2,2,0.5
"FALL 2009",1266,10,9,2009,"OK",2,3,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,98,98,98,98,98,4,98,98,98,4,,98,98,98,98,98,98,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,,3,1,1,6,2,0.5
"FALL 2009",1272,10,9,2009,"RI",1,3,1,2,1,1,2,2,2,2,1,2,3,3,4,3,4,1,2,3,2,2,2,2,2,2,2,3,1,2,2,2,1,2,3,3,3,3,3,3,3,2,2,3,2,2,3,2,1,2,,3,1,4,4,2,0.5
"FALL 2009",1279,10,9,2009,"FL",2,3,1,2,3,2,2,2,1,1,1,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,4,,1,2,3,2,1,4,3,4,3,4,3,3,3,1,3,4,2,3,4,98,1,1,2,3,5,4,4,2,0.5
"FALL 2009",1316,10,10,2009,"OH",3,3,1,1,3,2,2,1,1,1,1,1,4,3,3,3,3,1,2,2,2,4,1,2,2,3,4,,2,2,2,98,1,2,98,3,3,3,3,3,3,98,3,4,98,98,4,3,1,1,1,3,5,4,1,2,0.5
"FALL 2009",1321,10,10,2009,"NY",1,3,1,2,3,2,2,2,1,1,1,1,3,3,3,3,3,2,2,2,2,3,2,2,2,2,4,,1,1,3,3,2,1,98,1,98,3,3,3,3,2,2,4,2,2,4,3,1,7,,3,5,1,1,2,0.5
"FALL 2009",1332,10,11,2009,"WA",4,3,1,1,3,2,2,2,2,2,2,1,4,2,2,3,3,1,1,1,1,4,1,98,3,3,4,,1,3,98,2,2,4,2,4,98,4,2,3,3,3,4,4,4,4,4,2,1,1,2,3,5,1,5,2,0.5
"FALL 2009",1333,10,11,2009,"KY",2,3,2,,,,,,,,,,1,3,2,3,3,3,3,3,3,4,4,2,3,3,4,,4,4,3,98,3,4,4,4,98,4,3,3,4,4,4,4,4,4,4,1,1,1,2,3,1,1,2,2,0.5
"FALL 2009",1359,10,11,2009,"OH",3,3,1,2,3,2,2,1,1,1,1,1,3,3,3,3,4,1,1,1,2,3,2,2,98,3,4,,2,3,2,4,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,1,1,2,,3,1,1,3,2,0.5
"FALL 2009",1361,10,11,2009,"NY",1,3,98,,,,,,,,,,3,4,3,4,4,1,1,1,98,4,2,2,98,98,4,,2,98,2,98,2,4,98,98,1,4,3,3,3,2,98,4,3,98,4,2,1,2,,3,1,1,3,2,0.5
"FALL 2009",1406,10,12,2009,"IL",3,3,2,,,,,,,,,,1,1,1,1,3,3,3,3,2,3,4,4,4,1,4,,2,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,1,1,3,2,0.5
"FALL 2009",1416,10,13,2009,"RI",1,3,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,98,2,2,3,2,2,2,2,2,3,3,4,3,4,3,3,3,2,3,4,4,4,4,1,1,2,,3,2,4,6,2,0.5
"FALL 2009",1462,10,15,2009,"RI",1,3,1,2,3,1,1,1,1,1,1,1,4,4,3,4,4,1,1,1,2,4,1,1,2,2,4,,2,3,4,3,1,4,3,3,4,4,3,3,3,2,2,4,4,3,4,3,1,2,,3,5,4,6,2,0.5
"FALL 2009",1468,10,15,2009,"AL",2,3,1,1,3,1,1,2,2,1,2,1,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,,1,1,3,2,1,1,3,3,3,3,3,3,3,1,1,2,1,1,2,3,1,6,,3,1,1,1,2,0.5
"FALL 2009",1472,10,15,2009,"MA",1,3,1,2,3,1,1,2,2,1,1,2,3,4,4,4,4,1,2,2,1,3,2,2,98,98,3,,2,2,98,1,1,2,3,2,98,98,1,1,1,98,1,1,2,1,1,3,1,2,,3,1,4,6,2,0.5
"FALL 2009",1474,10,15,2009,"VA",2,3,1,1,1,2,1,2,2,1,1,2,3,3,4,4,4,1,1,1,1,4,1,1,1,3,4,,1,4,2,2,2,4,2,1,1,1,1,1,1,1,2,4,3,2,4,6,1,1,1,3,5,4,6,2,0.5
"FALL 2009",1477,10,15,2009,"PA",1,3,1,2,3,1,1,1,1,1,1,1,4,4,3,4,98,1,1,1,1,4,2,1,1,1,4,,1,4,2,1,1,4,2,4,1,4,3,3,1,98,3,4,4,3,4,1,1,1,1,3,1,4,4,2,0.5
"FALL 2009",1479,10,15,2009,"CA",4,3,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,4,1,1,4,4,,1,3,1,1,1,4,3,4,3,4,4,4,3,2,2,4,4,4,4,5,1,7,,3,1,4,4,2,0.5
"FALL 2009",1503,10,16,2009,"MT",4,3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,98,1,1,1,1,2,4,,4,4,2,2,1,4,4,3,3,2,4,4,3,4,4,4,4,1,4,2,1,2,,3,1,4,3,2,0.5
"FALL 2009",1507,10,16,2009,"AL",2,3,2,,,,,,,,,,1,1,1,1,3,3,3,3,3,1,2,1,98,98,4,,1,3,4,98,1,4,98,4,4,4,2,2,1,3,2,4,2,2,4,4,1,7,,3,4,2,6,2,0.5
"FALL 2009",1544,10,19,2009,"MI",3,5,1,1,3,2,1,1,2,1,1,1,4,4,4,4,4,2,2,2,98,2,1,1,1,1,4,,3,4,1,1,2,4,2,4,3,4,3,3,4,98,4,4,4,4,4,1,1,3,,,,,2,2,0.5
"FALL 2009",1546,10,19,2009,"WA",4,3,1,2,1,2,2,4,1,1,1,1,4,4,4,4,4,1,2,3,1,3,2,98,2,2,4,,2,2,3,2,2,3,1,1,1,1,1,1,1,2,2,3,2,1,2,4,1,1,2,,,,5,2,0.5
"FALL 2009",1549,10,19,2009,"IL",3,3,2,,,,,,,,,,2,3,4,3,3,1,1,1,3,98,3,2,2,4,98,,2,3,4,3,1,4,4,3,4,4,3,3,3,4,4,2,4,3,4,3,1,1,1,,,,2,2,0.5
"FALL 2009",1553,10,19,2009,"UT",4,5,2,,,,,,,,,,1,2,1,1,2,3,3,3,2,4,4,2,4,1,4,,4,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,,,,6,2,0.5
"FALL 2009",1555,10,19,2009,"NE",3,3,2,,,,,,,,,,1,98,1,1,3,3,3,3,2,2,4,98,98,1,1,2,4,4,1,98,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,,,,6,2,0.5
"FALL 2009",752,9,25,2009,"CO",4,2,2,,,,,,,,,,2,1,1,1,2,3,3,3,4,4,4,4,4,4,4,,4,4,1,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,4,1,,,,3,1,2,4,2,0.68
"FALL 2009",1298,10,10,2009,"PA",1,2,1,1,1,1,1,2,1,98,1,2,4,4,3,4,98,1,2,2,1,2,1,98,2,2,4,,3,3,4,98,2,3,2,98,4,2,3,3,98,3,3,3,3,3,3,1,10,6,,3,5,2,4,2,0.68
"FALL 2009",1337,10,11,2009,"ND",3,2,2,,,,,,,,,,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,,1,2,1,1,2,2,1,1,1,1,1,1,1,2,98,3,1,3,2,1,10,6,,3,1,1,2,2,0.68
"FALL 2009",1534,10,19,2009,"VT",1,3,98,,,,,,,,,,2,2,2,2,4,2,2,2,2,3,2,,1,98,2,1,2,2,2,2,1,2,3,2,2,2,3,3,3,,,,,,,,,,,,,,,2,0.68
"FALL 2009",1535,10,19,2009,"MN",3,3,1,2,1,2,1,2,2,2,2,2,3,4,2,4,3,1,2,2,2,4,2,98,3,3,2,1,1,2,2,3,2,2,1,3,3,3,1,4,1,,,,,,,,,,,,,,,2,0.68
"FALL 2009",1566,10,20,2009,"MN",3,3,1,2,2,3,2,2,1,1,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.69
"FALL 2009",1577,10,20,2009,"IL",3,5,1,2,1,1,1,2,2,1,1,2,98,4,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.69
"FALL 2009",1581,10,20,2009,"LA",2,3,1,2,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.69
"FALL 2009",1583,10,20,2009,"TX",2,3,2,,,,,,,,,,1,1,1,1,3,3,3,3,4,4,1,2,4,3,4,,2,4,2,4,4,4,4,4,4,4,98,98,4,4,4,4,4,4,4,1,10,1,1,3,3,4,,2,0.69
"FALL 2009",1076,10,5,2009,"GA",2,1,1,1,3,1,1,2,2,1,2,2,3,2,3,3,4,2,2,1,2,2,3,2,3,2,3,,2,3,2,3,2,3,3,98,98,4,3,3,3,98,2,2,2,2,2,98,1,6,,1,5,1,2,2,0.78
"FALL 2009",625,9,21,2009,"WV",2,2,1,2,1,1,1,2,2,3,1,1,3,4,3,3,4,1,1,2,2,3,1,1,4,2,4,,1,2,1,3,2,2,4,2,1,1,3,3,1,2,2,2,1,2,2,4,1,1,2,5,5,1,3,1,0.84
"FALL 2009",635,9,22,2009,"NM",4,1,1,1,1,1,1,1,2,1,1,2,4,4,4,4,4,1,1,1,1,4,1,1,98,98,4,,1,1,3,2,1,1,3,3,4,3,3,3,3,4,1,2,1,1,2,4,1,7,,4,4,1,1,1,0.84
"FALL 2009",642,9,22,2009,"PA",1,2,1,2,3,2,2,2,2,2,1,1,2,4,3,4,4,1,1,1,1,4,2,2,3,4,4,,1,3,2,3,1,4,1,2,3,4,4,3,3,2,2,3,98,2,2,4,1,2,,4,5,1,6,1,0.84
"FALL 2009",644,9,22,2009,"CA",4,1,1,1,3,2,1,2,2,2,4,2,4,98,2,3,98,1,1,2,1,2,2,98,98,98,4,,2,2,98,2,2,1,3,3,3,3,3,3,3,2,1,3,1,1,2,2,1,3,,5,2,1,4,1,0.84
"FALL 2009",684,9,23,2009,"MD",2,1,1,2,1,2,2,3,2,2,3,2,3,4,3,3,4,2,2,1,2,4,2,1,98,98,4,,1,2,2,1,1,2,3,1,1,3,2,2,3,1,1,2,2,2,98,4,1,7,,4,5,1,4,1,0.84
"FALL 2009",687,9,23,2009,"NY",1,1,1,2,3,1,1,1,1,1,1,1,4,4,4,4,4,2,2,2,1,98,2,2,2,98,4,,2,98,98,98,1,4,3,3,3,3,3,3,3,98,98,3,98,98,98,3,1,6,,4,5,1,3,1,0.84
"FALL 2009",689,9,23,2009,"CA",4,1,2,,,,,,,,,,1,1,1,1,1,1,1,1,2,4,2,2,2,4,4,,2,2,1,2,2,2,3,3,3,3,98,98,98,2,3,2,2,2,4,1,1,,,4,3,1,3,1,0.84
"FALL 2009",730,9,24,2009,"IL",3,1,1,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,2,4,1,2,,4,1,1,3,1,0.84
"FALL 2009",769,9,25,2009,"FL",2,1,1,2,2,3,3,3,2,3,2,4,3,2,2,2,98,3,3,3,2,3,2,3,98,98,4,,1,3,2,3,1,3,3,4,3,4,3,98,3,3,2,3,3,2,3,3,1,7,,4,1,2,3,1,0.84
"FALL 2009",796,9,28,2009,"CA",4,1,2,,,,,,,,,,3,2,2,4,3,1,1,1,3,3,2,3,1,2,2,3,3,2,3,1,2,3,3,3,3,3,3,3,3,98,98,98,98,98,98,2,1,2,,4,5,2,3,1,0.84
"FALL 2009",838,9,29,2009,"IL",3,1,2,,,,,,,,,,1,3,2,1,3,98,98,98,98,98,3,3,4,3,4,,4,4,2,4,98,4,4,4,3,4,98,98,4,4,4,4,4,4,4,1,1,,,4,4,4,3,1,0.84
"FALL 2009",849,9,29,2009,"WI",3,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,3,2,2,1,2,1,1,1,1,1,1,3,1,5,,5,1,4,5,1,0.84
"FALL 2009",860,9,29,2009,"OH",3,2,1,2,3,2,2,3,2,1,1,2,3,3,3,3,4,2,2,2,2,3,2,2,3,3,4,,1,98,2,98,98,98,98,3,3,98,98,98,98,98,3,4,98,3,4,3,1,2,,4,1,4,2,1,0.84
"FALL 2009",888,9,30,2009,"AZ",4,1,1,1,1,1,1,3,1,1,1,2,4,4,4,4,4,1,1,2,1,2,1,1,1,1,1,3,1,2,2,2,2,2,1,2,1,98,2,1,3,2,3,98,2,98,2,3,1,6,,4,5,4,2,1,0.84
"FALL 2009",892,9,30,2009,"FL",2,2,1,2,1,2,2,2,2,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,,5,1,4,2,1,0.84
"FALL 2009",893,9,30,2009,"OR",4,1,2,,,,,,,,,,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,4,2,1,6,,4,5,4,5,1,0.84
"FALL 2009",897,9,30,2009,"IN",3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,1,1,4,4,,1,1,2,4,1,1,4,3,98,3,3,3,3,4,4,4,1,1,2,4,1,2,,5,5,1,2,1,0.84
"FALL 2009",899,9,30,2009,"NJ",1,2,1,2,1,1,1,2,2,3,3,2,1,3,4,4,4,1,2,3,1,2,98,2,3,3,4,,1,3,3,2,1,3,1,1,98,1,1,1,1,2,2,3,2,2,3,3,1,7,,4,5,1,6,1,0.84
"FALL 2009",916,9,30,2009,"PA",1,1,1,2,1,2,2,2,2,2,1,2,4,3,4,3,3,2,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,3,,4,2,1,3,1,0.84
"FALL 2009",918,9,30,2009,"NE",3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,4,1,2,1,3,4,,1,3,2,2,1,4,1,4,3,4,3,3,1,3,2,3,3,2,4,2,1,,,4,5,4,1,1,0.84
"FALL 2009",935,10,1,2009,"PA",1,1,2,,,,,,,,,,1,1,1,1,2,3,3,3,4,4,2,2,4,4,4,,4,4,1,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,4,5,4,6,1,0.84
