"Orig_ID","Month","Day","Year","demog_state","demog_state_region","demog_age_list","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_algore","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","nonbeliever_factor_open","nonbeliever_factor_open_coded","gw_noevidence","gw_scioverstate","gw_earthtoobig","gw_nattrend","gw_mediaoverstate","govt_fed","govt_state","govt_local","state_neighborsact","govt_nostateaction","state_rps_economy","state_impactsfelt","state_rps_neighbr","religion_govtaction","religion_govtactionexplain","state_rps_knowledge","state_cleancoal","state_vehicles_v1","state_hybrids","state_fftax","state_nuclear","state_captrade","state_rps_v1","state_sprawl","state_ee","state_gastax","state_vehicles_v2","state_ethanol","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_income","demog_gender","GenWeight","RaceWeight","EdWeight","AgeWeight","Weight"
367,9,20,2008,,3,2,2,,,,,,,,,,,,,,,"SNOW",9,1,1,3,2,1,2,2,2,2,2,98,4,2,4,,98,2,1,3,4,1,98,1,4,2,4,2,3,3,1,1,1,4,5,4,4,1,0.58,0.06,0.13,0.35,1.115
368,9,20,2008,,2,2,1,1,3,1,1,"UNUSUAL WEATHER",3,2,1,1,1,1,2,4,2,,,4,4,4,4,4,2,2,2,4,4,1,2,4,4,,98,1,1,1,3,2,98,1,4,3,4,1,2,4,9,1,1,2,1,2,6,1,0.58,3.2,0.75,0.35,4.875
369,9,20,2008,,3,3,1,1,1,1,1,"ICE MELTING ON POLAR CAPS",1,1,2,3,1,3,98,1,2,,,4,4,4,4,4,1,1,2,4,1,98,3,3,4,,98,1,1,1,4,98,3,1,2,1,4,2,3,4,1,,,2,1,1,2,2,0.07,0.06,0.75,0.12,1
370,9,20,2008,,2,3,1,1,2,2,1,"HOTTER TO ME",2,2,1,2,1,98,2,2,1,,,3,1,3,1,1,1,1,1,1,1,2,1,2,4,,98,1,2,1,1,98,98,98,2,1,3,1,1,1,2,1,1,2,1,1,1,2,0.07,1,0.75,0.12,1.94
371,9,20,2008,,2,2,2,,,,,,,,,,,,,,,"RECORDED HISTORY HAS FLUCTUATIONS",2,1,2,3,1,2,1,2,2,4,1,1,1,4,4,,2,1,1,1,4,1,2,2,4,2,4,1,1,6,1,6,,3,5,4,6,1,0.58,0.06,0.3,0.35,1.285
372,9,20,2008,,3,3,1,1,1,1,1,"POLLUTION FROM PEOPLE",8,1,2,1,1,2,4,2,2,,,4,4,4,2,4,1,1,1,4,1,1,1,4,4,,98,1,1,1,4,2,1,1,1,2,4,1,1,4,1,1,1,5,1,4,2,2,0.07,0.06,0.06,0.12,0.31
373,9,20,2008,,2,3,1,3,1,2,2,"JUST WHAT I HEAR",10,98,4,98,1,98,2,98,2,,,2,3,3,2,2,2,2,2,2,1,3,3,98,4,,98,98,4,1,4,4,3,4,4,2,4,4,1,5,1,2,,4,5,2,6,2,0.07,0.06,0.13,0.12,0.38
374,9,20,2008,,2,1,1,2,3,2,1,"DECREASE IN POLAR CAPS",1,1,2,2,2,4,2,3,2,,,1,2,3,3,2,1,2,2,2,2,2,2,2,4,,98,2,1,2,4,2,3,1,2,2,4,2,3,3,1,6,,2,1,2,6,1,0.58,0.06,0.75,0.45,1.835
375,9,20,2008,,2,5,1,1,3,1,1,"SUN IS HOTTER THAN IN THE PAST",2,1,1,98,1,98,1,1,1,,,4,4,4,2,4,1,1,1,4,1,1,98,98,1,1,98,98,1,1,4,1,98,1,4,1,4,1,4,1,1,6,,3,1,4,1,1,0.58,0.06,0.3,0.25,1.185
376,9,20,2008,,3,2,1,1,3,1,1,"THE CLOTHES WE USE",10,2,2,3,1,2,2,2,2,,,3,3,3,3,3,1,1,2,3,2,2,3,3,3,,2,2,3,3,2,2,2,2,3,2,2,2,98,5,1,2,,5,5,4,4,1,0.58,0.06,0.06,0.45,1.145
377,9,20,2008,,3,5,1,1,2,3,2,"MEDIA",6,4,4,4,4,4,4,4,4,,,2,4,2,1,1,2,2,2,4,98,4,4,1,4,,2,2,4,4,4,1,98,,1,1,4,4,4,1,1,2,,4,1,4,2,1,0.58,0.06,0.13,0.25,1.015
378,9,20,2008,,3,3,1,1,1,1,1,"SEASONS ARE CHANGING",3,1,1,98,98,1,2,98,2,,,4,4,4,4,4,2,2,2,3,2,1,2,3,4,,2,2,1,2,98,2,98,1,98,2,3,2,2,98,1,1,2,4,1,4,,2,0.07,0.06,0.13,0.12,0.38
379,9,20,2008,,2,2,1,1,3,1,1,"DATA TO BACK UP FINDINGS",4,1,3,1,2,1,3,1,2,,,4,4,4,3,4,1,1,2,3,2,2,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,2,2,2,1,1,2,4,4,1,3,2,0.07,0.06,0.13,0.45,0.71
380,9,20,2008,,3,4,1,1,1,1,1,"ICE MELTING AND PENGUINS",1,1,4,2,98,2,98,2,2,,,2,4,4,4,2,1,1,1,2,1,1,1,98,4,,98,1,1,1,98,1,1,1,2,1,4,98,2,98,1,1,2,4,1,1,2,2,0.07,0.06,0.13,0.1,0.36
381,9,20,2008,,2,2,1,1,3,1,1,"THE WEATHER AND MELTING ICE",3,1,1,1,1,2,2,1,1,,,3,3,3,3,3,1,1,1,3,2,3,2,3,3,,2,2,98,2,3,3,3,2,2,2,3,2,3,3,2,6,,5,5,,,2,0.07,1,0.06,0.35,1.48
382,9,20,2008,,3,3,1,2,1,1,2,"NEWS",6,1,3,2,2,2,1,2,2,,,3,3,3,3,3,2,2,2,1,2,4,4,1,2,1,98,2,4,4,4,1,2,2,4,4,4,2,1,3,1,1,1,2,1,2,3,2,0.07,0.06,0.75,0.12,1
383,9,20,2008,,2,2,1,1,3,2,1,"PATTERNS IN WEATHER",3,2,1,3,1,98,1,2,2,,,4,4,4,4,4,1,2,2,4,1,1,98,4,1,98,98,1,1,1,1,4,4,1,1,2,1,1,1,5,2,1,1,4,1,4,2,1,0.58,1,0.13,0.45,2.155
384,9,20,2008,,3,3,2,,,,,,,,,,,,,,,"READ IT IS NORMAL",9,1,1,98,1,1,3,3,3,2,4,1,4,4,4,,98,2,1,3,3,98,4,1,4,2,4,2,2,2,1,1,2,2,4,4,2,2,0.07,0.06,0.75,0.35,1.23
385,9,20,2008,,3,3,2,,,,,,,,,,,,,,,"BELOW NORMAL THIS YEAR",1,1,1,1,1,1,3,3,3,4,4,2,4,4,4,,98,1,4,4,4,1,98,1,1,98,4,4,1,1,1,6,,3,5,98,98,1,0.58,0.06,0.3,0.35,1.285
386,9,20,2008,,3,5,1,3,2,2,2,"WEATHER IS DIFFERENT",3,2,2,2,2,4,4,2,2,,,1,1,1,2,1,2,1,1,2,2,4,98,4,1,3,2,1,1,4,4,1,4,1,4,1,4,4,1,3,1,2,,2,2,4,2,2,0.07,0.06,0.75,0.25,1.13
387,9,20,2008,,3,4,1,1,2,1,1,"WAY THE WEATHER HAS CHANGED",3,1,1,4,1,4,98,4,1,,,98,2,98,2,3,98,98,98,98,2,2,98,98,98,,98,2,1,98,98,98,98,1,98,2,98,2,2,2,1,1,98,3,1,2,1,2,0.07,0.06,0.3,0.1,0.53
388,9,20,2008,,3,1,1,2,1,2,2,"TEMPERATURE INCREASING",2,2,1,2,1,4,2,1,1,,,3,2,4,4,2,2,2,2,3,2,1,2,2,4,,2,2,1,1,2,2,2,1,2,1,3,1,2,5,1,2,,3,1,98,3,2,0.07,0.06,0.3,0.45,0.88
389,9,20,2008,,2,3,2,,,,,,,,,,,,,,,"NO SOLID EVIDENCE",3,1,1,3,1,1,2,2,3,1,4,1,4,3,4,,98,2,2,3,3,4,4,4,3,4,4,4,3,6,1,1,1,3,3,2,,1,0.58,0.06,0.3,0.12,1.055
390,9,20,2008,,3,1,1,2,98,2,1,"ICE CAPS MELTING",1,1,2,3,1,98,2,2,1,,,3,4,4,3,3,1,2,2,4,1,98,2,98,98,,1,3,2,1,1,2,1,1,4,2,2,98,1,4,1,6,,3,4,1,3,2,0.07,0.06,0.3,0.45,0.88
391,9,20,2008,,3,4,1,1,3,2,98,"CROPS AND RAIN",10,1,1,2,2,2,98,1,2,,,4,98,98,2,3,1,2,2,4,98,98,1,98,4,,98,1,98,98,4,2,98,2,98,98,98,98,98,98,1,1,2,3,2,2,4,2,0.07,0.06,0.3,0.1,0.53
392,9,20,2008,,3,4,1,1,1,1,1,"BURNING FOSSIL FUELS AND THE WEATHER",10,1,3,1,2,1,2,1,1,,,3,4,2,98,4,1,2,2,1,1,1,2,98,98,,98,1,98,1,4,2,4,1,98,4,4,2,98,,1,6,,3,1,4,2,1,0.58,0.06,0.3,0.1,1.035
393,9,20,2008,,3,3,1,1,3,1,1,"WEATHER",3,2,2,2,2,98,3,3,2,,,1,2,98,3,2,2,2,2,2,98,2,2,2,1,98,98,98,2,2,2,98,98,98,98,2,4,2,2,98,1,98,,2,1,1,2,1,0.58,0.06,0.75,0.12,1.505
394,9,20,2008,,2,3,1,2,3,2,1,"FACTORIES",8,2,3,2,2,98,1,98,1,,,4,2,4,3,2,3,3,3,4,2,1,3,2,4,,2,1,1,1,2,2,1,2,3,2,98,1,4,6,1,2,,3,1,,3,2,0.07,0.06,0.3,0.12,0.55
395,9,21,2008,,3,2,98,,,,,,,,,,,,,,,,,1,1,4,2,1,1,1,1,4,1,4,4,1,4,,98,1,4,4,4,1,4,3,4,4,4,4,4,1,1,6,,3,5,3,3,1,0.58,0.06,0.3,0.45,1.385
396,9,21,2008,,2,3,1,1,3,2,2,"THE NEWS",6,1,3,3,98,4,3,3,3,,,3,3,3,3,2,1,2,3,3,3,2,2,2,3,,1,2,2,2,3,2,2,2,3,3,3,2,98,1,1,,,5,1,4,6,1,0.58,0.06,0.06,0.12,0.815
397,9,21,2008,,3,3,98,,,,,,,,,,,,,,,,,4,4,4,1,1,1,1,2,4,1,1,1,1,4,,98,1,1,1,4,4,1,1,4,1,4,1,2,3,1,6,,3,1,1,,2,0.07,0.06,0.3,0.12,0.55
398,9,21,2008,,3,5,2,,,,,,,,,,,,,,,"MOST FREEZING SUMMER OF MY LIFE",1,1,2,2,1,1,3,3,3,3,4,4,4,98,3,,98,3,4,4,2,3,98,3,98,3,4,3,4,1,1,2,,4,5,2,2,2,0.07,0.06,0.13,0.25,0.51
399,9,21,2008,,3,3,1,1,1,1,98,"WATERS IN THE OCEAN",10,1,2,1,2,98,4,2,98,,,4,4,4,98,4,3,3,3,4,1,4,1,4,4,,2,1,1,1,1,1,4,1,1,1,1,1,4,3,1,6,,5,5,3,,1,0.58,0.06,0.06,0.12,0.815
400,9,21,2008,,3,4,1,1,3,2,1,"GLACIERS MELTING",1,1,1,98,1,2,2,98,2,,,98,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,98,98,98,98,2,1,4,98,2,1,1,2,,3,1,3,,2,0.07,0.06,0.3,0.1,0.53
401,9,21,2008,,3,3,2,,,,,,,,,,,,,,,"NO MORE THAN LAST 200 YEARS",9,1,3,4,2,1,2,2,3,1,4,2,4,1,4,,2,2,1,2,4,1,2,2,3,1,3,3,4,2,1,2,,5,1,4,5,1,0.58,0.06,0.06,0.12,0.815
402,9,21,2008,,3,4,1,1,3,2,2,"WARMER WINTERS",2,2,1,2,2,3,2,2,2,,,3,4,98,3,4,2,2,2,2,1,98,98,98,98,,98,1,1,1,98,98,98,1,98,98,4,98,1,98,1,2,,2,1,,,2,0.07,0.06,0.75,0.1,0.98
403,9,21,2008,,3,1,1,2,1,2,1,"JUST BY EVERYTHING I HAVE READ AND HEARD IN CLASSES",2,1,2,3,3,3,1,1,1,,,4,4,3,4,3,1,1,2,3,2,2,2,3,4,,98,2,2,2,3,98,3,1,3,1,3,3,2,2,1,6,,4,1,2,5,2,0.07,0.06,0.13,0.45,0.71
404,9,21,2008,,2,4,2,,,,,,,,,,,,,,,"NOT AS WARM",1,1,1,1,1,1,3,3,3,98,4,3,3,98,3,,2,1,3,4,4,1,98,4,4,3,4,98,3,1,1,1,1,3,2,4,2,1,0.58,0.06,0.3,0.1,1.035
405,9,21,2008,,2,4,2,,,,,,,,,,,,,,,"NO TEMPERATURE CHANGES THAT I DETECT",1,2,1,3,4,1,98,2,2,3,98,1,4,98,4,,2,4,1,2,2,1,1,2,1,1,98,1,4,5,1,1,98,3,1,2,3,1,0.58,0.06,0.3,0.1,1.035
406,9,21,2008,,3,2,2,,,,,,,,,,,,,,,"WINTERS ARE STILL COLD HERE",1,98,2,2,1,2,3,3,3,4,3,1,3,4,4,,98,1,2,2,4,3,3,1,3,3,4,3,98,2,1,2,,3,1,2,5,2,0.07,0.06,0.3,0.35,0.78
407,9,21,2008,,3,4,1,1,2,1,1,"I  FEEL IT",2,1,1,4,1,3,4,1,1,,,1,4,4,1,4,3,3,3,4,4,4,4,4,4,,98,1,1,1,4,1,1,2,1,1,1,4,2,1,1,2,,3,1,1,1,2,0.07,0.06,0.3,0.1,0.53
408,9,21,2008,,2,2,1,1,3,1,98,"SEEN ON TV AND IN NEWS ARTICLES READ CLIMATE IS DIFFERENT",6,1,1,98,1,1,1,1,1,,,4,4,4,4,4,2,2,2,4,1,1,1,4,4,,98,1,2,1,4,1,1,2,2,3,4,4,3,2,1,6,,4,1,1,98,2,0.07,0.06,0.13,0.35,0.61
409,9,21,2008,,3,3,1,1,3,1,1,"WARMER EVEY YEAR",2,1,1,1,2,98,1,2,1,,,3,3,3,3,3,1,2,2,3,2,98,2,2,3,,98,2,2,98,3,2,3,2,3,2,2,2,2,2,1,,,3,1,4,3,1,0.58,0.06,0.3,0.35,1.285
410,9,21,2008,,2,2,1,1,1,1,1,"POPULATION",10,1,1,1,1,98,98,1,1,,,4,4,4,4,4,2,1,3,4,1,1,1,4,4,,98,1,4,1,4,1,4,4,4,1,4,4,1,3,1,6,,4,1,2,5,1,0.58,0.06,0.13,0.35,1.115
411,9,21,2008,,3,3,1,1,3,1,1,"THE NEWS",6,1,2,1,1,98,1,1,1,,,3,3,3,3,3,1,2,2,2,2,2,2,3,3,,98,2,2,2,3,2,2,2,2,2,2,2,2,3,1,6,,4,1,4,2,1,0.58,0.06,0.13,0.12,0.885
412,9,21,2008,,3,2,98,,,,,,,,,,,,,,,,,98,4,98,3,3,98,98,98,3,98,98,1,98,2,1,98,98,1,1,4,4,2,1,98,98,4,98,98,98,1,2,,3,1,98,1,2,0.07,0.06,0.3,0.45,0.88
413,9,21,2008,,2,1,98,,,,,,,,,,,,,,,,,2,4,4,4,1,1,1,1,1,1,1,2,4,1,3,98,1,1,1,1,98,1,1,1,1,4,1,1,6,1,6,,2,1,1,6,1,0.58,0.06,0.75,0.45,1.835
414,9,21,2008,,3,1,2,,,,,,,,,,,,,,,"LONGER WINTERS",1,2,2,3,2,2,3,3,3,2,2,2,98,2,3,,1,3,3,3,3,3,3,3,4,3,3,3,3,2,1,,,4,1,,4,1,0.58,0.06,0.13,0.45,1.215
415,9,21,2008,,2,4,1,2,1,2,2,"SUN GETTING CLOSER TO EARTH",10,3,2,4,98,98,2,2,2,,,2,2,3,2,1,2,2,3,98,98,1,2,2,4,,98,2,1,4,4,4,2,1,2,4,4,1,98,,1,1,2,2,1,1,4,1,0.58,0.06,0.75,0.1,1.485
416,9,21,2008,,2,3,1,2,3,1,2,"FROM THE MEDIA",6,2,4,4,1,98,98,98,98,,,1,4,4,98,1,1,1,2,1,1,98,98,98,98,,1,1,98,1,4,4,4,1,3,98,3,98,98,4,1,1,1,4,1,98,6,1,0.58,0.06,0.13,0.12,0.885
417,9,21,2008,,3,3,1,2,1,1,1,"BECAUSE OF WATCHED TV AND NEWS",6,1,1,1,3,1,1,3,3,,,4,4,4,4,4,1,2,2,1,4,1,98,4,4,,98,1,1,1,4,1,1,1,4,1,4,1,1,3,1,2,,4,2,1,6,1,0.58,0.06,0.13,0.12,0.885
418,9,21,2008,,3,1,1,2,3,2,1,"SCIENTIFIC PAPERS",4,1,2,2,2,98,3,3,4,,,4,3,3,4,1,2,2,2,2,3,3,3,2,4,,98,1,2,1,4,2,2,2,3,1,2,3,2,3,10,7,,3,2,3,1,2,0.07,0.25,0.3,0.45,1.07
419,9,21,2008,,3,3,98,,,,,,,,,,,,,,,,,98,2,3,98,2,2,2,2,3,2,98,98,3,4,,2,98,1,2,4,3,2,1,3,1,4,2,2,3,1,3,,5,2,1,2,2,0.07,0.06,0.06,0.12,0.31
420,9,21,2008,,2,4,1,1,98,1,2,"IT FEELS WARMER",2,2,1,2,2,,1,98,1,,,2,2,1,98,1,2,2,2,2,2,1,4,98,4,,98,1,4,98,4,1,98,2,2,1,4,4,98,98,1,1,1,2,1,2,2,2,0.07,0.06,0.75,0.1,0.98
421,9,21,2008,,2,3,2,,,,,,,,,,,,,,,"HAVE NOT SEEN ANY EVIDENCE",3,1,1,1,1,1,3,3,3,1,4,1,4,4,2,3,2,2,1,1,4,2,4,1,4,4,4,4,4,6,1,1,2,4,1,2,6,1,0.58,0.06,0.13,0.12,0.885
422,9,21,2008,,3,3,1,1,3,1,1,"ICE IS MELTING VERY QUICKLY",1,1,3,3,1,1,1,3,1,,,4,4,4,98,4,1,1,2,4,1,1,4,4,4,,2,1,1,1,98,98,1,1,1,1,4,4,98,98,2,6,,3,1,1,1,2,0.07,1,0.3,0.12,1.49
423,9,21,2008,,3,3,98,,,,,,,,,,,,,,,,,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,98,98,2,1,2,1,3,98,98,2,1,2,,4,1,2,5,2,0.07,0.06,0.13,0.35,0.61
424,9,21,2008,,2,2,1,2,1,1,1,"COLDER AND EXTREME TEMPS",3,1,4,1,1,2,3,1,1,,,3,4,4,98,98,2,1,1,98,2,1,2,98,98,,2,2,2,2,4,4,98,1,2,2,4,98,98,1,2,6,,3,1,1,,2,0.07,1,0.3,0.35,1.72
425,9,21,2008,,4,3,1,2,2,3,2,"METEOROLOGY",10,2,2,4,4,4,2,2,2,,,2,1,4,1,1,2,2,2,98,98,1,2,1,4,,98,2,2,3,3,1,1,2,3,2,3,2,3,98,1,2,,5,5,2,5,1,0.58,0.06,0.06,0.12,0.815
426,9,21,2008,,3,3,1,2,1,1,1,"TV INFO",6,2,2,2,2,98,2,98,2,,,3,4,3,3,2,1,98,98,2,2,2,98,98,4,,1,1,1,1,1,1,2,1,2,1,2,98,1,3,10,6,,5,5,3,3,1,0.58,0.25,0.06,0.12,1.005
427,9,21,2008,,3,4,1,1,1,1,1,"NEW STRANGE WEATHER PATTERNS",3,1,1,2,1,2,1,2,1,,,4,4,3,2,4,2,2,2,3,1,98,1,98,4,,2,2,2,3,4,2,1,1,3,2,4,2,4,98,1,3,,5,4,1,,2,0.07,0.06,0.06,0.1,0.29
428,9,21,2008,,3,3,1,3,3,3,2,"THE SUN IS GETTING WARMER",10,3,3,3,3,3,3,3,3,,,2,2,2,2,2,3,3,3,2,2,2,3,3,3,,2,3,2,3,3,3,3,3,2,2,2,3,2,1,1,,,4,1,1,2,1,0.58,0.06,0.13,0.12,0.885
429,9,21,2008,,3,3,1,1,1,2,1,"CNN NEWS",6,2,1,2,2,98,1,2,1,,,4,2,4,3,2,1,2,2,3,1,1,2,3,4,,1,2,3,2,2,4,2,2,3,2,4,2,1,3,1,1,2,2,1,4,5,1,0.58,0.06,0.75,0.35,1.735
430,9,21,2008,,2,3,1,1,1,1,98,"SCIENTIFIC MEASUREMENT",4,1,4,2,4,98,4,3,4,,,4,4,4,4,4,2,2,2,4,1,2,1,3,98,,98,3,3,2,2,4,2,2,4,3,2,3,2,5,1,7,,4,4,3,1,1,0.58,0.06,0.13,0.12,0.885
431,9,21,2008,,3,3,2,,,,,,,,,,,,,,,"COLDER YEARS",1,1,1,4,1,1,1,1,1,98,4,1,4,4,4,,98,2,1,1,4,1,1,1,4,1,4,1,1,6,1,1,2,4,1,2,5,2,0.07,0.06,0.13,0.12,0.38
432,9,21,2008,,3,3,1,1,3,1,1,"THE GLACIERS MELTING AT A FAST RATE",1,1,1,1,1,1,1,1,2,,,4,4,4,4,4,1,2,2,4,1,1,2,2,98,,1,2,1,1,2,2,2,2,2,2,2,98,1,3,1,1,1,4,5,1,,2,0.07,0.06,0.13,0.12,0.38
433,9,21,2008,,2,2,1,1,2,2,1,"BREAKING OFF OF GLACIERS",1,1,2,2,1,2,2,2,2,,,4,4,3,2,3,1,1,2,1,1,1,3,2,4,,2,2,3,3,4,3,2,1,3,1,4,3,2,2,10,1,2,4,2,1,3,2,0.07,0.25,0.13,0.35,0.8
434,9,21,2008,,3,5,1,2,2,2,98,"ICE IS MELTING",1,3,4,4,2,4,4,4,4,,,3,2,98,1,1,98,98,98,98,98,98,4,98,2,98,1,1,1,2,4,98,98,1,98,4,4,98,1,1,1,1,1,4,2,2,,2,0.07,0.06,0.13,0.25,0.51
435,9,21,2008,,3,4,1,2,2,2,98,"THE WEATHER PATTERNS CHANGING",3,2,2,3,2,2,2,2,2,,,3,3,3,2,2,2,2,2,4,2,2,2,1,2,2,98,2,2,2,4,3,2,2,3,2,4,2,2,2,1,1,2,2,1,4,,2,0.07,0.06,0.75,0.1,0.98
436,9,21,2008,,2,2,1,1,98,1,1,"RIVERS ARE DRYING UP",10,98,1,4,1,1,4,1,1,,,1,4,4,1,4,1,1,1,98,1,1,98,3,4,,98,1,98,4,4,1,4,1,4,1,4,1,4,1,2,1,1,5,1,1,,2,0.07,1,0.06,0.45,1.58
437,9,21,2008,,3,3,1,2,3,2,2,"FOSSIL EVIDENCE",10,1,3,98,98,98,4,4,2,,,2,3,3,4,98,1,1,1,4,4,4,98,98,4,,98,2,2,3,4,98,98,3,4,1,4,2,3,98,1,1,98,4,1,4,,1,0.58,0.06,0.13,0.12,0.885
438,9,21,2008,,3,1,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,3,1,2,1,2,4,3,,,4,4,4,4,4,1,2,2,3,1,2,2,2,4,,2,2,1,1,2,2,2,1,1,1,2,1,3,5,1,7,,4,1,1,6,1,0.58,0.06,0.13,0.45,1.215
439,9,21,2008,,3,3,2,,,,,,,,,,,,,,,"GONE DOWN SINCE 1998 COOLER THAN IN PAST FEW",1,1,1,3,1,1,3,3,3,4,1,1,4,1,4,,2,1,1,1,4,1,1,4,1,1,4,1,4,4,1,6,,4,5,2,4,1,0.58,0.06,0.13,0.12,0.885
440,9,21,2008,,2,1,1,1,2,1,1,"SHORTER AND WARMER WINTERS",2,1,2,4,1,2,1,2,1,,,4,4,4,2,3,2,2,2,4,3,2,1,4,4,,2,1,4,4,4,4,2,1,3,2,4,4,2,1,1,,,5,1,2,,2,0.07,0.06,0.06,0.45,0.64
441,9,21,2008,,3,2,1,2,1,2,98,"STUDIES",4,2,3,2,1,4,3,1,3,,,1,4,4,4,4,98,98,3,4,1,1,98,4,4,,98,1,1,1,4,1,98,1,1,1,4,1,1,5,10,1,98,5,1,4,6,2,0.07,0.25,0.06,0.35,0.73
442,9,21,2008,,3,3,1,3,3,2,1,"MELTING POLAR CAPS",1,1,2,2,1,4,2,1,2,,,4,3,3,3,2,1,2,2,2,2,2,2,2,4,,98,2,2,2,4,3,2,2,2,2,4,2,2,3,9,2,,2,2,4,2,2,0.07,3.2,0.75,0.12,4.14
443,9,21,2008,,4,1,1,1,1,2,2,"GETTING WARMER",2,1,1,1,1,4,1,1,3,,,4,4,4,4,4,2,2,2,1,1,1,1,4,98,,2,2,1,1,1,98,4,1,1,1,1,1,4,6,1,2,,4,6,4,2,1,0.58,0.06,0.13,0.45,1.215
444,9,22,2008,,3,3,2,,,,,,,,,,,,,,,"NATURAL CYCLE",2,1,1,1,1,1,2,2,3,4,1,1,4,4,4,,98,4,1,1,4,1,4,1,3,4,4,4,1,1,1,2,,5,1,4,3,1,0.58,0.06,0.06,0.12,0.815
445,9,22,2008,,2,1,98,,,,,,,,,,,,,,,,,1,3,1,1,1,3,3,2,3,3,2,1,1,2,1,98,2,2,4,2,2,1,98,98,1,4,4,98,2,1,2,,2,1,4,2,1,0.58,0.06,0.75,0.45,1.835
446,9,22,2008,,2,3,1,2,2,2,2,"THE SEASONS ARE CHANGING",3,2,2,2,2,98,2,2,2,,,2,3,2,1,2,3,3,3,2,3,1,4,2,4,,2,2,2,2,4,98,98,1,3,2,4,2,1,1,1,1,2,3,1,2,3,2,0.07,0.06,0.3,0.12,0.55
447,9,22,2008,,2,2,2,,,,,,,,,,,,,,,"DO NOT KNOW NO SOLID EVIDENCE",3,2,4,4,2,2,1,1,1,4,1,98,98,4,4,,98,1,1,1,2,3,2,1,3,1,3,1,1,6,1,1,1,3,2,4,6,2,0.07,0.06,0.3,0.35,0.78
448,9,22,2008,,3,2,2,,,,,,,,,,,,,,,"DONT SEE IT",1,1,1,98,1,1,2,2,2,4,1,4,4,4,1,3,98,1,4,1,4,1,4,4,4,4,4,4,4,2,1,1,1,4,1,2,,2,0.07,0.06,0.13,0.35,0.61
449,9,22,2008,,4,3,1,2,2,3,2,"WARMER TEMPERATURES",2,2,2,2,4,4,4,4,4,,,2,2,3,3,2,3,3,3,3,4,3,4,2,4,,2,1,3,4,4,4,4,4,4,2,4,4,4,98,1,1,2,2,1,2,6,2,0.07,0.06,0.75,0.12,1
450,9,22,2008,,3,2,1,1,1,1,1,"INFORMATION READ AND OPINION",6,1,1,1,1,1,1,1,1,,,4,4,4,4,4,3,3,3,4,1,1,1,4,4,,2,4,1,1,1,2,1,1,1,1,1,1,2,2,1,2,,4,1,98,,1,0.58,0.06,0.13,0.35,1.115
451,9,22,2008,,3,2,98,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,1,4,1,1,2,4,4,,98,1,1,1,1,1,1,1,1,1,4,1,1,98,1,2,,2,1,1,1,2,0.07,0.06,0.75,0.45,1.33
452,9,22,2008,,3,4,1,1,2,4,2,"DATA",4,3,3,98,4,98,3,4,3,,,1,4,4,1,3,2,2,2,1,1,1,98,4,4,,98,98,1,1,4,1,1,1,4,4,4,98,1,2,1,2,,3,1,2,3,2,0.07,0.06,0.3,0.1,0.53
453,9,22,2008,,2,2,2,,,,,,,,,,,,,,,"NO SOLID EVIDENCE",3,1,1,1,1,1,2,2,2,1,98,4,4,98,98,,2,1,3,4,3,2,98,3,3,3,3,4,2,2,1,2,,2,3,4,2,1,0.58,0.06,0.75,0.35,1.735
454,9,22,2008,,2,3,1,1,1,1,1,"GLOBAL WARMING",10,1,1,3,1,98,4,2,1,,,4,4,4,4,4,1,2,2,4,2,1,1,3,4,,1,98,1,2,2,4,1,1,4,1,4,1,1,4,2,2,,3,1,1,5,2,0.07,1,0.3,0.12,1.49
455,9,22,2008,,3,3,1,2,3,1,1,"WARMER OUTSIDE",2,2,1,1,1,1,1,1,1,,,3,3,3,3,3,2,2,2,3,2,3,2,3,3,,98,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,,3,2,4,6,1,0.58,0.06,0.3,0.12,1.055
456,9,22,2008,,3,3,98,,,,,,,,,,,,,,,,,4,1,4,4,4,1,1,1,1,1,1,1,1,4,,98,98,1,1,4,1,1,1,1,1,1,1,1,1,1,6,,2,1,1,3,2,0.07,0.06,0.75,0.35,1.23
457,9,22,2008,,2,2,1,1,1,1,1,"EVIDENCE",4,2,2,1,2,2,4,4,2,,,4,4,3,4,2,2,2,2,4,1,2,2,4,4,,2,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,,5,5,2,5,2,0.07,0.06,0.06,0.45,0.64
458,9,22,2008,,3,4,1,2,1,1,1,"THE WEATHER",3,1,2,1,4,1,1,1,2,,,4,4,4,4,4,1,1,1,4,1,1,2,4,4,,98,1,1,1,2,98,1,1,3,1,4,1,4,98,1,6,,5,1,4,,2,0.07,0.06,0.06,0.1,0.29
