"RespNum","Sample","Call_Date_Time","version_willing2pay","demog_age_open_coded","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_mediaoverstate","state_neighborsact","govt_nostateaction","state_impactsfelt","religion_govtaction","state_fftax","state_captrade","state_rps_v1","state_gastax","captrade_support_calif","enrgysecfund_support","industrial_caa_action","willing2pay_list","willing2pay_open","willing2pay_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","totalweight"
394,"l","4/4/2013 8:00:30 P","B",4,"PENNSYLVANIA","1",1,1,1,2,1,"MELTING OF ICE",1,1,3,2,2,3,2,2,2,,,,,,,4,4,4,4,2,2,2,2,2,2,3,2,1,1,,"$0",1,1,1,2,5,2,1,3,3,2,0.725
395,"l","4/4/2013 8:00:31 P","B",4,"MISSISSIPPI","2",2,,,,,"",,,,,,,,,,1,"TEMPERATURES CHANGE OVER THE DECADE AND CENTURIES",2,4,4,1,2,2,2,2,3,4,4,4,3,4,4,1,4,2,,"$0",1,1,1,1,2,1,4,1,3,2,0.725
396,"l","4/4/2013 8:01:58 P","B",4,"FLORIDA","2",1,1,1,1,1,"IT IS OBVIOUS ANYONE CAN SEE IT",2,1,1,4,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,3,1,1,4,1,1,1,,"$0",1,1,2,,2,1,4,2,2,2,0.725
397,"l","4/4/2013 8:05:06 P","B",3,"FLORIDA","2",1,3,2,3,2,"NEWS STORIES",6,3,4,4,4,4,4,3,4,,,,,,,2,1,1,2,2,3,3,4,2,2,4,2,2,2,,"$0",1,1,1,2,5,5,2,1,3,1,0.84
398,"l","4/4/2013 8:06:49 P","B",4,"NORTH CAROLINA","2",1,1,2,3,2,"PATTERNS",9,2,2,98,2,2,98,2,2,,,,,,,4,1,1,1,98,1,4,4,98,4,4,98,98,1,,"$0",1,1,1,98,2,1,2,1,2,2,0.725
399,"l","4/4/2013 8:08:48 P","B",4,"PENNSYLVANIA","1",1,1,1,1,1,"ICE CAPS ARE MELTING",1,1,1,1,2,1,2,1,1,,,,,,,4,4,4,2,2,2,2,98,4,1,4,4,98,98,,"$0",1,1,2,,5,1,1,4,,2,0.725
400,"l","4/4/2013 8:09:37 P","B",2,"OHIO","3",1,1,3,1,1,"FROM WHAT PEOPLE ARE DOING AND NATURAL CYCLES",8,1,3,1,1,1,2,1,1,,,,,,,1,4,3,4,2,3,4,4,2,1,4,1,1,98,,"$400",5,1,6,,3,1,1,4,3,1,1.18
401,"l","4/4/2013 8:09:50 P","B",2,"TEXAS","2",1,98,98,4,98,"WEATHER",3,2,2,98,4,3,3,4,3,,,,,,,2,2,3,98,2,98,4,2,98,2,4,98,2,1,,"$0",1,1,1,2,2,1,98,,,2,1.18
402,"l","4/4/2013 8:12:23 P","B",3,"IDAHO","4",1,2,3,2,2,"BURNING OF FOSSIL FUELS",8,1,2,3,3,3,2,2,2,,,,,,,3,3,2,2,2,2,4,4,4,2,4,3,3,2,,"$0",1,1,1,1,3,2,2,1,3,2,0.85
403,"l","4/4/2013 8:12:28 P","B",4,"OHIO","3",1,2,3,1,1,"WARMER",2,2,2,2,98,3,2,2,2,,,,,,,4,4,4,2,98,98,98,4,3,98,4,98,1,1,,"$100",3,1,1,1,5,2,4,3,2,1,0.725
404,"l","4/4/2013 8:12:32 P","B",3,"WISCONSIN","3",1,2,3,1,1,"GLACIERS MELTING",1,1,2,4,2,3,98,2,2,,,,,,,3,1,2,4,1,2,4,3,1,1,98,3,1,1,,"$1,000",6,1,1,2,3,1,,,,2,0.84
405,"l","4/4/2013 8:19:25 P","B",4,"MICHIGAN","3",2,,,,,"",,,,,,,,,,3,"JUST NORMAL CHANGES",2,1,4,4,1,3,98,4,4,4,1,4,4,2,4,98,4,98,,"$0",1,1,1,1,2,1,2,98,,2,0.725
406,"l","4/4/2013 8:31:19 P","A",2,"PENNSYLVANIA","1",1,2,3,2,1,"SCIENTIFIC STUDIES I HAVE READ",4,2,4,2,3,3,3,3,3,,,,,,,3,98,2,3,2,98,4,2,98,1,4,3,1,1,3,,,1,1,2,5,2,2,3,5,1,1.18
407,"l","4/4/2013 8:32:43 P","A",3,"OHIO","3",1,2,1,1,1,"POLAR ICE CAPS ARE MELTING AND SEA LEVELS ARE RISING",1,1,1,2,1,2,1,2,2,,,,,,,4,1,1,3,3,4,,4,4,1,3,2,1,1,2,,,1,1,1,3,1,2,3,,2,0.84
408,"l","4/4/2013 8:37:24 P","A",4,"NEW JERSEY","1",2,,,,,"",,,,,,,,,,2,"NATURAL TRENDS THROUGH THE CENTURIES",2,1,4,4,98,4,2,2,4,4,4,4,4,4,4,4,4,2,1,,,1,2,,2,1,1,3,2,2,0.725
409,"l","4/4/2013 8:39:03 P","A",3,"WISCONSIN","3",1,1,1,1,1,"ICE MELTING",1,1,1,98,98,1,2,1,2,,,,,,,4,4,4,4,2,2,4,3,2,2,3,3,98,98,3,,,1,1,2,4,1,4,4,5,2,0.84
410,"l","4/4/2013 8:39:48 P","A",2,"PENNSYLVANIA","1",1,2,1,2,1,"GOVERNMENT AND SCIENTIFIC RESEARCH",4,1,1,1,1,1,1,2,1,,,,,,,4,4,4,4,1,1,4,3,1,1,4,1,1,1,2,,,1,1,2,4,1,2,1,3,2,1.18
411,"l","4/4/2013 8:40:15 P","A",4,"NEW YORK","1",1,2,3,2,98,"CHANGES IN WEATHER IN ALL STATES",3,1,2,2,1,2,2,1,1,,,,,,,4,98,2,2,2,98,4,3,98,2,3,98,98,1,1,,,1,2,,3,1,1,3,,1,0.725
412,"l","4/4/2013 8:41:09 P","A",3,"KANSAS","3",1,1,1,1,98,"CUTTING DOWN ALL OUR TREES IN THE FOREST AREAS",8,1,2,3,2,2,2,2,2,,,,,,,3,3,3,3,2,3,4,3,3,1,3,2,3,1,3,,,1,2,,5,5,4,4,,1,0.84
413,"l","4/4/2013 8:41:10 P","A",4,"MARYLAND","2",2,,,,,"",,,,,,,,,,1,"CLIMATE",9,1,1,1,3,1,1,1,4,4,4,4,4,4,4,4,4,2,1,,,1,2,,4,5,4,1,,1,0.725
414,"l","4/4/2013 8:43:08 P","A",3,"TENNESSEE","2",2,,,,,"",,,,,,,,,,2,"SAW A SHOW ON TELEVISION ABOUT IT",5,2,2,2,1,2,2,1,4,4,4,4,4,4,4,3,2,1,1,,,1,1,1,3,1,1,3,3,1,0.84
415,"l","4/4/2013 8:44:05 P","A",1,"NEW YORK","1",1,1,1,2,1,"WARMER",2,1,1,2,1,2,1,1,1,,,,,,,4,4,3,4,1,2,4,2,3,1,2,3,1,1,5,,,1,2,,4,3,4,98,,1,1.555
416,"l","4/4/2013 8:44:43 P","A",2,"WASHINGTON","4",1,1,2,3,2,"NATURAL EVOLUTION OF TIME AND WEATHER",9,1,2,3,3,3,2,3,3,,,,,,,3,3,2,2,2,2,98,4,4,2,4,4,2,98,3,,,1,1,2,3,2,2,2,,1,1.18
417,"l","4/4/2013 8:44:50 P","A",4,"CALIFORNIA","4",1,1,1,1,1,"EMMISIONS",8,1,1,98,1,1,1,1,1,,,,,,,4,4,4,4,4,1,4,1,1,1,1,1,1,1,3,,,10,6,,4,2,1,5,,1,0.795
418,"l","4/4/2013 8:48:45 P","A",3,"VIRGINIA","2",1,1,3,1,1,"WEATHER AND CLIMATE HAS BEEN CHANGING AND GETTING WORSE",3,2,2,4,1,2,2,1,1,,,,,,,4,4,4,4,1,4,4,2,1,3,4,1,1,1,2,,,2,1,1,3,1,1,3,2,2,1.335
419,"l","4/4/2013 8:50:04 P","A",3,"ILLINOIS","3",2,,,,,"",,,,,,,,,,2,"THINGS I SAW ON TELEVISION",9,2,4,4,98,98,98,4,4,4,4,4,4,4,4,98,98,98,1,,,1,1,1,2,2,3,3,2,2,0.85
420,"l","4/4/2013 8:51:06 P","A",3,"NEW YORK","1",1,2,98,2,1,"WINTERS HAVE BEEN  MILD",3,1,2,98,2,1,98,98,2,,,,,,,98,98,98,2,2,4,4,4,98,1,4,98,2,98,4,,,1,7,,3,1,,,,2,0.84
421,"l","4/4/2013 8:54:45 P","A",2,"PENNSYLVANIA","1",1,2,3,2,2,"SHORTER WINTERS AND HOTTER SUMMERS",3,2,1,3,2,1,3,2,2,,,,,,,3,3,3,3,2,2,98,4,2,2,4,2,2,1,3,,,1,2,,4,2,1,4,,2,1.18
422,"l","4/4/2013 8:55:24 P","A",3,"WEST VIRGINIA","2",2,,,,,"",,,,,,,,,,2,"EARTH CHANGES EVERY SO OFTEN",2,3,4,4,1,2,1,1,4,3,4,4,2,4,4,2,2,2,1,,,1,6,,2,1,1,2,5,1,0.84
423,"l","4/4/2013 8:56:58 P","A",4,"MASSACHUSETTS","1",1,1,1,2,1,"CO2",8,1,1,4,4,4,1,1,1,,,,,,,4,4,98,4,4,1,4,1,1,4,4,1,98,1,1,,,1,98,,5,2,2,2,6,1,0.725
424,"l","4/4/2013 8:58:15 P","A",4,"OREGON","4",98,,,,,"",,,,,,,,,,,,,,,,98,2,2,98,98,3,4,4,98,98,4,98,98,98,1,,,1,2,,2,1,1,3,1,2,0.725
425,"l","4/4/2013 8:58:22 P","A",4,"MASSACHUSETTS","1",2,,,,,"",,,,,,,,,,1,"NEW ENGLAND IS VERY COLD, NO WARMING HERE",1,1,4,4,1,1,1,1,4,4,4,4,4,2,4,2,1,1,1,,,1,2,,4,1,1,3,2,2,0.725
426,"l","4/4/2013 9:00:53 P","A",1,"NEW JERSEY","1",98,,,,,"",,,,,,,,,,,,,,,,2,98,98,2,3,3,4,4,98,1,4,2,1,1,1,,,1,6,,2,5,,3,2,2,1.555
427,"l","4/4/2013 9:01:08 P","A",2,"TEXAS","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,4,4,98,2,4,98,2,98,2,,,10,6,,2,6,3,3,2,2,1.25
428,"l","4/4/2013 9:03:00 P","A",3,"CALIFORNIA","4",1,1,2,1,1,"EXTREMELY UNBEARABLE HEAT",2,1,1,4,2,1,2,1,1,,,,,,,2,4,2,3,4,1,4,1,4,1,98,1,1,1,2,,,1,3,,3,1,1,2,,2,0.85
429,"l","4/4/2013 9:03:58 P","A",4,"LOUISIANA","2",2,,,,,"",,,,,,,,,,2,"GOD IS IN CHARGE",6,4,4,4,2,2,2,2,3,3,2,3,98,2,3,98,98,98,1,,,1,1,2,4,1,2,1,2,2,0.725
430,"l","4/4/2013 9:04:32 P","A",4,"INDIANA","3",1,1,1,1,1,"DROUGHT AND WARMER WINTERS",3,1,1,4,2,1,1,1,2,,,,,,,4,4,4,1,4,2,4,4,4,2,4,2,2,98,2,,,1,1,2,3,1,1,3,3,2,0.725
431,"l","4/4/2013 9:04:50 P","A",3,"NEW YORK","1",1,1,3,1,1,"ICE MELTING",1,1,1,1,2,2,2,2,1,,,,,,,4,2,3,3,3,2,3,98,3,2,2,98,2,1,3,,,1,2,,4,5,1,2,6,2,0.84
432,"l","4/4/2013 9:06:37 P","A",4,"TENNESSEE","2",2,,,,,"",,,,,,,,,,1,"NEWS PROGRAMS SAYS IT IS THROUGH THE AGES NOTHING NE",4,1,4,4,98,98,98,2,4,4,4,4,4,4,4,4,4,2,1,,,2,1,1,2,1,1,4,1,2,1.22
433,"l","4/4/2013 9:07:47 P","A",2,"CALIFORNIA","4",1,1,3,1,1,"TEMPERATURES AROUND ME",2,1,3,4,3,3,1,1,3,,,,,,,1,2,1,1,4,2,4,3,2,2,4,2,2,1,2,,,1,6,,4,5,4,4,3,1,1.18
434,"l","4/4/2013 9:10:04 P","A",3,"TEXAS","2",1,2,3,3,2,"OBSERVATION",2,2,1,3,3,1,3,1,3,,,,,,,3,1,1,4,4,4,4,4,2,4,4,4,4,2,1,,,1,2,,4,5,4,2,3,2,0.84
435,"l","4/4/2013 9:10:53 P","A",2,"CALIFORNIA","4",1,2,3,2,1,"ICE CAPS MELTING",1,1,4,2,2,4,2,2,2,,,,,,,3,3,3,2,3,2,4,2,2,1,3,2,2,1,4,,,1,6,,4,5,4,3,,2,1.18
436,"l","4/4/2013 9:12:42 P","A",3,"CALIFORNIA","4",1,2,2,1,98,"READING",6,3,4,98,3,4,98,3,3,,,,,,,98,3,3,3,2,98,,3,98,1,4,4,3,1,2,,,1,,,5,1,1,1,5,1,0.84
437,"l","4/4/2013 9:13:27 P","A",2,"WISCONSIN","3",1,2,1,1,1,"BURNING OF FOSSIL FUELS AND CUTTING DOWN TREES",8,2,2,3,3,3,2,2,2,,,,,,,3,3,3,3,2,2,4,4,2,1,4,2,2,1,4,,,1,2,,5,5,2,1,6,1,1.18
438,"l","4/4/2013 9:15:23 P","A",4,"WASHINGTON","4",,,,,,"",,,,,,,,,,,,,,,,,1,1,1,4,4,4,4,4,4,4,4,4,2,,,,,,,5,,3,,,1,0.795
439,"l","4/4/2013 9:15:36 P","A",3,"TEXAS","2",98,,,,,"",,,,,,,,,,,,,,,,1,2,2,4,2,4,4,4,2,4,4,2,4,2,1,,,1,1,2,4,1,2,1,,2,0.84
440,"l","4/4/2013 9:17:08 P","A",4,"MINNESOTA","3",1,2,3,1,1,"SEA LEVELS",11,1,2,98,2,2,2,1,1,,,,,,,4,4,2,98,2,3,4,98,4,2,4,98,2,1,3,,,1,1,2,5,2,,3,,2,0.725
441,"l","4/4/2013 9:17:53 P","A",4,"MISSOURI","3",2,,,,,"",,,,,,,,,,2,"EARTHS NATURAL WEATHER PATTERNS",2,2,2,2,2,2,2,1,4,98,,4,98,4,4,98,4,2,1,,,1,1,2,4,1,,,,2,0.725
442,"l","4/4/2013 9:18:43 P","A",3,"TENNESSEE","2",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,2,2,98,4,4,2,2,4,2,2,1,3,,,1,1,1,2,1,1,5,,2,0.84
443,"l","4/4/2013 9:19:11 P","A",3,"TEXAS","2",2,,,,,"",,,,,,,,,,2,"WE ARE JUST GOING THROUGH AN AGE OR CYCLE",2,3,4,4,2,2,2,2,3,4,4,4,4,2,4,4,4,2,1,,,1,1,2,3,1,2,1,3,2,0.84
444,"l","4/4/2013 9:22:42 P","A",1,"CALIFORNIA","4",1,1,1,1,1,"LOOK AROUND ITS EVERYWHERE",2,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,2,4,1,1,1,1,1,1,1,4,,,1,2,,5,2,1,5,6,1,1.555
445,"l","4/4/2013 9:24:53 P","A",2,"CALIFORNIA","4",1,2,3,2,2,"RISING OCEAN TIDES AND THICKER SMOG",11,2,2,3,3,4,2,2,3,,,,,,,3,3,2,2,2,1,98,4,2,2,4,2,2,1,4,,,10,6,,4,5,4,3,4,2,1.25
446,"l","4/4/2013 9:25:14 P","A",3,"IOWA","3",1,2,3,2,2,"AMOUNT OF SNOW AND DROUGHT CONDITIONS",3,2,2,98,4,2,98,2,4,,,,,,,3,3,3,98,4,2,4,3,3,1,3,98,98,98,98,,,,2,,5,4,4,3,5,2,0.91
447,"l","4/4/2013 9:25:51 P","A",3,"HAWAII","4",2,,,,,"",,,,,,,,,,2,"DO NOT KNOW",9,2,4,2,2,4,3,,1,2,4,4,98,4,4,3,1,1,2,,,10,2,,5,1,1,3,2,2,0.91
448,"l","4/4/2013 9:26:58 P","A",4,"ILLINOIS","3",1,2,3,2,1,"HOLE IN THE OZONE LAYER",10,2,2,3,2,2,2,2,2,,,,,,,4,4,3,2,1,2,,2,2,2,3,2,2,1,98,,,1,2,,4,1,1,5,,1,0.725
449,"l","4/4/2013 9:30:58 P","A",3,"KANSAS","3",1,1,2,3,2,"SOLAR ACTIVITY",10,2,3,4,4,4,4,4,4,,,,,,,2,1,2,4,4,2,4,4,4,4,4,98,4,1,,,,1,1,1,3,5,2,1,,2,0.85
450,"l","4/4/2013 9:32:58 P","A",3,"ALABAMA","2",2,,,,,"",,,,,,,,,,1,"WEATHER",1,2,1,1,1,1,1,4,4,98,,4,3,4,4,3,4,2,1,,,1,1,1,4,1,2,1,5,2,0.85
451,"l","4/4/2013 9:33:59 P","A",3,"MISSOURI","3",1,2,1,2,1,"GREEN GAS",8,2,2,3,3,2,3,2,2,,,,,,,4,4,4,98,3,3,3,4,3,1,4,4,2,1,6,,,1,2,,4,1,1,4,6,1,0.84
452,"l","4/4/2013 9:36:55 P","A",3,"ARIZONA","4",2,,,,,"",,,,,,,,,,2,"IT IS HOT AS EVER HERE",1,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,98,1,,,1,1,1,3,2,2,2,,2,0.85
453,"l","4/4/2013 9:38:48 P","A",3,"TEXAS","2",1,2,2,2,2,"NATURAL PATTERNS",9,2,2,2,2,2,2,2,2,,,,,,,1,4,1,2,2,3,4,4,2,1,3,1,1,1,3,,,1,1,2,4,5,2,2,6,2,0.84
454,"l","4/4/2013 9:40:10 P","A",4,"MINNESOTA","3",1,1,1,1,1,"MELTING ICE",1,1,2,2,3,1,2,2,2,,,,,,,4,4,4,98,98,98,,2,2,1,3,2,2,1,98,,,1,2,,3,2,1,5,3,1,0.725
455,"l","4/4/2013 9:43:45 P","A",3,"IOWA","3",98,,,,,"",,,,,,,,,,,,,,,,98,2,2,2,3,98,4,4,4,2,4,3,2,98,3,,,1,2,,4,3,2,1,4,1,0.84
456,"l","4/4/2013 9:44:15 P","A",4,"COLORADO","4",1,2,3,2,2,"SCIENTIST WHO AGREE",4,2,2,2,98,2,2,1,2,,,,,,,4,3,2,3,2,1,4,3,3,1,4,2,2,1,3,,,1,6,,4,1,4,2,6,1,0.725
457,"l","4/4/2013 9:45:27 P","A",4,"LOUISIANA","2",1,3,98,2,1,"READ IT OVER LAST 30-40 YEARS",6,2,2,2,4,2,2,4,2,,,,,,,4,4,98,1,4,4,4,4,98,4,4,4,1,1,5,,,1,1,2,4,2,2,1,,1,0.725
458,"l","4/4/2013 9:47:46 P","A",4,"ILLINOIS","3",1,1,3,1,1,"TEMPERATURES ARE NOT STABLE",2,2,1,3,2,1,2,2,2,,,,,,,4,4,4,98,1,1,4,98,2,2,3,98,1,1,,,,1,3,,2,1,1,2,98,2,0.725
459,"l","4/4/2013 9:53:17 P","A",4,"ALABAMA","2",1,2,2,4,2,"IT IS WARMER",2,2,2,98,2,2,3,3,2,,,,,,,3,3,3,4,4,2,98,4,98,2,4,98,98,1,1,,,1,1,2,2,1,4,3,,1,0.725
460,"l","4/4/2013 9:54:17 P","A",4,"NEVADA","4",1,2,2,2,1,"WEATHER",3,1,2,98,2,3,2,1,1,,,,,,,4,1,98,2,2,98,4,4,4,4,4,98,98,1,1,,,1,3,,3,1,4,5,1,2,0.725
461,"c","4/8/2013 5:02:11 P","B",3,"MICHIGAN","3",1,2,3,2,1,"CHANGES IN WEATHER PATTERNS",3,1,2,3,2,3,1,2,2,,,,,,,4,4,4,4,1,2,4,3,1,1,4,1,1,1,,"$0",1,1,1,2,2,1,1,3,3,2,0.85
462,"c","4/8/2013 5:03:34 P","B",4,"GEORGIA","2",1,2,1,2,1,"MELTING ICE CAPS",1,1,3,2,2,2,2,3,2,,,,,,,4,3,3,3,2,98,3,2,2,1,3,2,2,1,,"$50",2,1,1,2,3,1,1,3,,2,0.725
463,"c","4/8/2013 5:04:00 P","B",2,"NORTH CAROLINA","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,98,4,4,4,2,4,4,2,98,,"$75",3,1,1,2,3,2,2,2,3,2,1.18
464,"c","4/8/2013 5:04:46 P","B",1,"NEW YORK","1",98,,,,,"",,,,,,,,,,,,,,,,3,3,3,3,2,98,4,4,98,2,4,1,1,1,,"$0",1,1,6,,3,5,4,3,2,2,1.555
465,"c","4/8/2013 5:07:45 P","B",3,"SOUTH CAROLINA","2",2,,,,,"",,,,,,,,,,2,"NO FACTUAL EVIDENCE",3,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,2,,"$0",1,2,1,1,2,1,4,2,,1,1.335
466,"c","4/8/2013 5:07:56 P","B",4,"TENNESSEE","2",98,,,,,"",,,,,,,,,,,,,,,,3,2,1,4,4,98,98,2,4,1,3,4,2,1,,"$200",4,1,6,,5,5,4,98,6,1,0.725
467,"c","4/8/2013 5:08:49 P","B",1,"VIRGINIA","2",2,,,,,"",,,,,,,,,,1,"WHAT I LEARNED IN SCHOOL",5,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,,"$0",1,1,6,,2,1,,3,2,2,1.555
468,"c","4/8/2013 5:09:37 P","B",2,"MICHIGAN","3",1,2,3,2,2,"MELTING ICE CAPS",1,1,2,3,3,3,2,2,2,,,,,,,3,3,3,2,3,2,98,4,2,2,2,2,2,1,,"$100",3,1,1,1,2,1,1,3,,2,1.18
469,"c","4/8/2013 5:11:19 P","B",2,"GEORGIA","2",1,2,1,2,1,"WEATHER",3,1,3,1,98,3,98,3,3,,,,,,,4,4,4,3,2,2,4,4,2,1,4,2,2,1,,"$15",2,1,1,2,5,4,1,5,4,1,1.18
470,"c","4/8/2013 5:14:17 P","B",1,"MICHIGAN","3",1,1,1,1,1,"POLAR ICE CAPS MELTING",1,1,2,4,2,2,1,3,2,,,,,,,4,4,4,4,1,2,4,4,1,1,4,1,1,1,,"$0",1,2,6,,3,5,4,3,1,1,2.05
471,"c","4/8/2013 5:16:18 P","B",3,"NEW YORK","1",2,,,,,"",,,,,,,,,,2,"NATURAL TRENDS",2,1,4,4,2,2,2,98,4,4,4,4,4,4,4,4,4,2,,"$0",1,2,1,1,2,1,1,4,2,1,1.335
472,"c","4/8/2013 5:16:52 P","B",3,"PENNSYLVANIA","1",1,1,3,1,1,"POLAR ICE CAPS MELTING",1,1,2,2,2,2,2,2,2,,,,,,,4,4,4,3,1,2,4,2,2,1,2,2,2,1,,"$100",3,1,2,,4,1,1,5,,1,0.84
473,"c","4/8/2013 5:19:24 P","B",2,"PENNSYLVANIA","1",98,,,,,"",,,,,,,,,,,,,,,,98,4,4,4,1,1,4,1,3,1,98,98,2,1,,"$0",1,1,1,1,4,4,4,3,,2,1.18
474,"c","4/8/2013 5:20:56 P","B",2,"OHIO","3",1,1,1,2,2,"BURNING OF FOSSIL FUELS",8,2,2,3,2,2,2,2,2,,,,,,,3,3,3,3,2,2,98,4,2,2,4,2,2,1,,"$125",4,10,2,,4,5,1,3,4,1,1.25
475,"c","4/8/2013 5:22:27 P","B",1,"NEW YORK","1",1,1,3,2,1,"POLLUTION",8,1,1,3,2,3,2,2,2,,,,,,,4,4,4,4,1,2,4,4,2,2,4,1,1,1,,"$0",1,5,5,,3,1,,1,2,2,1.64
476,"c","4/8/2013 5:23:24 P","B",2,"MASSACHUSETTS","1",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,98,4,98,98,4,98,98,98,,"$0",1,9,6,,2,1,4,98,,2,1.7
477,"c","4/8/2013 5:25:48 P","B",1,"MICHIGAN","3",2,,,,,"",,,,,,,,,,2,"COLDER WINTERS HERE EXTREME SNOWFALLS",1,3,3,3,2,2,2,2,4,4,4,4,4,4,4,98,98,98,,"$0",1,1,1,2,2,1,2,2,,1,1.555
478,"c","4/8/2013 5:28:15 P","B",4,"FLORIDA","2",2,,,,,"",,,,,,,,,,1,"EARTHS NATURAL WEATHER PATTERNS",2,4,2,2,1,1,1,4,4,4,2,4,4,4,4,4,4,2,,"$0",1,1,1,2,3,1,2,1,4,1,0.725
479,"c","4/8/2013 5:29:12 P","B",2,"NEW YORK","1",1,2,1,1,1,"WEATHER",3,1,2,1,3,1,2,1,1,,,,,,,4,4,4,4,1,1,4,3,2,1,4,2,1,1,,"REFUSED",,1,2,,2,5,4,3,2,1,1.18
480,"c","4/8/2013 5:30:18 P","B",3,"NORTH CAROLINA","2",2,,,,,"",,,,,,,,,,2,"NATRUAL TRENDS TROUGH OUT HISTORY",2,1,3,3,2,2,2,2,4,4,98,4,4,2,4,3,2,1,,"$100",3,1,2,,3,4,1,4,3,2,0.84
481,"c","4/8/2013 5:31:52 P","B",4,"NEW YORK","1",98,,,,,"",,,,,,,,,,,,,,,,98,2,98,98,2,2,98,4,98,98,4,98,2,1,,"$0",1,2,1,98,2,1,1,3,,2,1.22
482,"c","4/8/2013 5:32:37 P","B",3,"OHIO","3",1,1,1,1,1,"READ ABOUT IN SCIENTIFIC JOURNALS",6,1,1,1,1,1,1,1,1,,,,,,,4,4,4,3,1,2,4,2,1,1,2,2,2,1,,"$200",4,1,2,,4,5,1,5,6,1,0.84
483,"c","4/8/2013 5:32:56 P","B",2,"GEORGIA","2",1,1,1,1,1,"OVER POPULATION AND TOO MUCH POLLUTION",13,1,1,3,1,1,1,1,1,,,,,,,4,4,4,4,1,2,4,2,1,1,4,1,1,1,,"$100",3,1,1,2,4,1,1,3,3,2,1.18
484,"c","4/8/2013 5:34:42 P","B",1,"NORTH CAROLINA","2",1,2,3,2,1,"ICE MELTING",1,2,2,3,2,3,4,2,2,,,,,,,4,2,2,3,98,98,2,3,2,1,2,2,1,1,,"$0",1,1,1,,4,1,,98,,1,1.555
485,"c","4/8/2013 5:36:04 P","B",3,"GEORGIA","2",2,,,,,"",,,,,,,,,,2,"JUST DO NOT BELIEVE IN GLOBAL WARMING",8,2,4,4,2,2,2,1,4,4,4,4,98,2,4,4,2,1,,"$0",1,1,6,,2,1,4,2,2,2,0.85
486,"c","4/8/2013 5:36:28 P","B",4,"FLORIDA","2",2,,,,,"",,,,,,,,,,1,"CENTURIES OF TRENDS SAY NOT",5,1,1,4,4,3,3,2,3,4,4,4,4,2,4,4,2,1,,"$150",4,1,3,,4,2,4,3,,1,0.725
487,"c","4/8/2013 5:37:05 P","B",1,"TENNESSEE","2",1,2,1,3,1,"GREEN HOUSE EFFECT",10,2,1,4,2,1,1,1,1,,,,,,,4,4,4,4,1,1,4,4,4,1,4,4,1,1,,"$100",3,1,7,,2,6,3,3,,1,1.555
488,"c","4/8/2013 5:40:06 P","B",2,"TENNESSEE","2",1,1,1,1,1,"HOTTER AND MORE HUMID",2,2,1,98,2,1,2,2,2,,,,,,,4,4,4,4,4,2,4,1,2,2,3,1,1,1,,"$0",1,2,2,,2,1,4,2,1,1,1.69
489,"c","4/8/2013 5:40:42 P","B",4,"MASSACHUSETTS","1",1,1,3,1,1,"OZONE LAYER",10,1,2,2,2,2,2,2,2,,,,,,,3,3,3,2,2,2,4,3,2,1,3,2,2,1,,"$250",4,1,1,2,4,2,1,5,,1,0.725
490,"c","4/8/2013 5:41:46 P","B",2,"NEW YORK","1",1,2,3,2,1,"SHORTER WINTERS AND LONGER SUMMERS",3,1,1,3,2,2,2,2,2,,,,,,,3,3,2,3,3,1,4,4,2,2,3,2,2,1,,"$50",2,2,1,1,2,1,1,4,2,1,1.69
491,"c","4/8/2013 5:44:58 P","B",2,"KENTUCKY","2",2,,,,,"",,,,,,,,,,2,"WE HAVE HAD A FAIRLY COLD WINTER",1,2,3,3,2,2,2,1,4,4,4,4,98,2,4,4,1,1,,"$0",1,1,2,,2,1,2,1,3,1,1.18
492,"c","4/8/2013 5:45:34 P","B",1,"NEW JERSEY","1",98,,,,,"",,,,,,,,,,,,,,,,98,3,4,98,98,98,98,4,4,1,4,4,2,1,,"$0",1,98,2,,5,4,1,2,4,1,1.64
493,"c","4/8/2013 5:48:37 P","B",3,"NORTH CAROLINA","2",1,1,2,1,1,"MELTING ICE",1,1,2,4,2,2,2,4,4,,,,,,,3,3,3,2,2,98,98,4,98,2,3,2,2,1,,"$0",1,10,1,2,3,5,4,2,,2,0.91
