"closup_id","SampleType","VersionAB","VersionCD","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_support_info","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_revneutral_v1_info","carbontax_rev4research_v1","carbontax_rev4research_v1_info","carbontax_rev4debt_v2","carbontax_rev4debt_v2_info","carbontax_revfed_v2","willing2pay_temprise_5","willing2pay_temprise_10","willing2pay_temprise_20","willing2pay_temprise_40","willing2pay_certain","willing2pay_temprise_most_coded","discountrate_2pct","discountrate_2pct_info","discountrate_5pct","discountrate_5pct_info","discountrate_10pct","discountrate_10pct_info","discountrate_20pct","discountrate_20pct_info","discountrate_44pct","discountrate_44pct_info","discountrate_76pct","discountrate_76pct_info","discountrate_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_persfinance","demog_income","feedback_understand","demog_gender","Weight"
377,"l","A","D","3/26/2014 5:41:42",3,"OH",3,2,,,,,,,,,,,,,2,"TEMPERATURES SAME AS EVER",1,1,3,3,4,,4,2,,2,,4,,1,,,2,,,1,,1,,1,,1,,1,,1,,1,5,1,1,1,3,2,2,2,3,4,1,1,0.66
378,"l","A","C","3/31/2014 8:46:38",3,"OR",4,1,1,3,"ICE MELTING",1,1,1,1,4,3,4,1,1,,,,,,,3,,2,98,,2,,2,,2,,,,2,,1,2,,,,,,,,,,,,5,1,,,3,1,,,3,,3,2,0.78
379,"l","B","D","3/27/2014 8:05:46",3,"PA",1,2,,,,,,,,,,,,,2,"CYCLES",2,1,4,4,,4,4,,4,,4,,4,98,2,,,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,3,5,2,2,2,4,1,1,0.66
380,"c","A","D","4/9/2014 11:37:00",4,"PA",1,1,1,3,"BECAUSE OF PENGUINS AND POLAR BEARS",7,1,2,2,2,3,1,2,2,,,,,,,2,,2,2,,2,,2,,1,,98,,,,1,,1,,1,,1,,1,,1,,1,5,9,7,,2,5,4,5,,,2,1,2.46
381,"l","A","C","3/27/2014 5:37:44",3,"TX",2,2,,,,,,,,,,,,,1,"DATA",5,3,1,1,4,,4,4,,4,,4,,2,,,2,,,1,1,,1,,1,,2,,,,,,5,1,2,,4,3,3,1,1,4,2,1,0.48
382,"l","A","C","3/26/2014 7:32:05",4,"VA",2,2,,,,,,,,,,,,,3,"NOT SURE",9,2,3,3,3,,3,2,,2,,2,,2,,,,2,,1,1,,1,,1,,1,,1,,1,,5,2,1,2,1,1,1,3,3,98,3,2,2.09
383,"l","A","D","3/31/2014 6:19:19",3,"VA",2,2,,,,,,,,,,,,,2,"BIBLICAL BELIEFS",6,2,2,2,4,,4,4,,4,,4,,4,,2,,,,1,,1,,1,,1,,1,,2,,,5,1,1,2,4,1,4,3,3,,2,2,0.6
384,"l","B","C","3/31/2014 7:50:50",3,"WA",4,2,,,,,,,,,,,,,1,"REPORTS",5,2,2,2,,4,4,,4,,4,,4,4,,2,,,,1,1,,1,,1,,1,,1,,1,,5,1,1,2,4,5,3,4,3,,1,1,0.42
385,"c","B","C","4/2/2014 5:51:33 P",1,"MA",1,1,2,1,"ICECAPS ARE MELTING",1,1,1,4,2,2,2,2,2,,,,,,,,98,2,,2,,2,,98,2,,1,,,2,2,2,,,,,,,,,,,,5,1,,,3,5,1,5,1,1,2,2,1.78
386,"c","B","D","4/2/2014 9:07:06 P",3,"WA",4,1,2,3,"CHANGE IN WEATHER PATTERNS",3,1,2,2,1,2,4,2,1,,,,,,,,3,3,,3,,3,,3,2,1,,,,1,2,,1,,1,,1,,1,,1,,1,5,1,1,2,3,1,4,3,2,,1,2,0.78
387,"l","B","C","3/24/2014 8:31:05",4,"OH",3,1,2,2,"NOT SURE",10,1,2,2,2,3,1,1,2,,,,,,,,3,2,,2,,2,,3,3,,,,2,,2,1,,1,,1,,1,,1,,1,,5,2,1,2,4,1,1,2,3,3,2,2,1.21
388,"l","B","D","3/26/2014 6:55:07",3,"OK",2,1,2,3,"WINTER SHORTER",3,2,1,3,2,1,4,4,2,,,,,,,,3,3,,2,,2,,2,2,,,,2,,2,,1,,1,,1,,1,,1,,1,5,1,,,,,,,3,,3,2,0.78
389,"c","A","D","4/9/2014 11:15:43",3,"WA",4,1,1,3,"NATURAL CYCLES AND POLLUTION ON LAND AND IN THE OCEAN",9,2,3,3,3,3,2,1,1,,,,,,,3,,3,4,,1,,2,,2,,,,1,1,2,,1,,1,,1,,1,,1,,1,5,1,1,2,2,1,2,2,2,2,2,1,0.7
390,"l","B","D","3/31/2014 9:32:50",3,"AZ",4,1,2,1,"OVER POPULATION",13,1,3,2,2,3,2,2,2,,,,,,,,2,2,,3,,1,,2,2,,1,,,2,2,,1,,1,,1,,1,,1,,2,5,1,6,,2,5,4,3,3,,2,2,0.98
391,"c","B","C","4/2/2014 5:43:10 P",4,"NY",1,1,1,2,"FROM WHAT YOU SEE READ AND HEAR",2,2,2,4,2,2,2,2,2,,,,,,,,2,2,,2,,1,,2,2,,1,,,2,2,1,,1,,1,,1,,2,,,,5,2,4,,2,1,1,4,2,,2,1,1.51
392,"l","B","C","3/25/2014 8:28:04",2,"CA",4,1,1,2,"RISING TIDES AND ERODING SHORE LINES",11,1,1,3,3,3,2,1,1,,,,,,,,3,3,,1,,1,,4,2,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,1,1,2,4,3,2,2,1,4,2,2,1.11
393,"l","A","D","4/1/2014 7:50:28 P",2,"CA",4,1,2,2,"NATURAL PATTERNS",9,3,1,3,3,4,3,1,1,,,,,,,2,,2,2,,2,,3,,2,,,,1,1,2,,1,,1,,1,,1,,1,,1,5,9,2,,4,5,1,4,1,4,1,2,2.31
394,"l","A","C","3/25/2014 7:22:36",4,"IL",3,2,,,,,,,,,,,,,1,"GOD IS STILL IN CONTROL",6,2,4,4,4,,4,4,,4,,4,,3,1,,,,3,2,1,,1,,1,,1,,1,,1,,5,1,1,1,2,1,2,1,3,2,3,2,0.84
395,"l","B","D","3/26/2014 6:34:55",4,"MD",2,1,2,3,"FACTORIES AND EMISSIONS",8,1,1,1,1,1,1,1,1,,,,,,,,2,2,,1,,1,,2,2,98,,,,,2,,1,,1,,1,,1,,1,,1,5,1,2,,3,1,4,4,3,3,1,1,0.46
396,"l","B","D","3/26/2014 6:53:33",3,"GA",2,1,1,3,"A LOT OF THINGS",10,2,1,2,1,1,2,1,2,,,,,,,,4,4,,4,,4,,4,98,,,1,,1,2,,1,,1,,1,,1,,1,,1,5,2,2,,2,1,1,4,2,2,1,1,1.45
397,"c","A","C","4/10/2014 10:38:59",3,"MT",4,1,1,1,"TOO MANY TREES AND PEOPLE",10,1,2,3,2,3,2,2,2,,,,,,,2,,2,2,,1,,2,,2,,1,,,1,2,1,,1,,1,,1,,1,,2,,5,1,2,,5,1,1,5,1,6,1,1,0.53
398,"c","B","D","4/2/2014 8:54:35 P",3,"MT",4,1,2,3,"RECEDING SHORELINES",11,2,3,3,2,3,2,2,2,,,,,,,,2,3,,98,,1,,2,2,,1,,,1,2,,1,,1,,1,,1,,1,,2,5,1,1,2,4,5,1,4,3,,1,1,0.42
399,"l","A","D","3/25/2014 9:24:40",3,"OR",4,1,1,3,"OCEAN AQUATIC",10,1,3,98,1,4,2,2,2,,,,,,,98,,4,4,,2,,1,,3,,1,,,2,98,,2,,,,,,,,,,,5,10,6,,2,5,3,4,2,1,1,2,1.13
400,"l","B","C","4/1/2014 7:49:00 P",4,"TX",2,1,2,1,"ICE MELTING",1,1,2,98,3,4,2,2,2,,,,,,,,4,4,,4,,4,,4,98,,,,1,2,2,2,,,,,,,,,,,,5,1,2,,3,1,2,2,3,3,2,2,0.64
401,"c","B","D","4/3/2014 8:12:20 P",3,"IL",3,1,1,3,"WEATHER",3,2,1,2,4,1,98,1,2,,,,,,,,2,3,,1,,2,,3,1,,,,2,,1,,1,,1,,1,,2,,,,,1,10,1,2,3,2,1,2,3,2,1,1,0.6
402,"l","B","D","3/27/2014 8:14:53",3,"MA",1,2,,,,,,,,,,,,,1,"DATA FALSE",3,1,1,1,,4,4,,4,,4,,4,4,,,2,,,1,,1,,1,,2,,,,,,,1,,1,1,3,5,,,3,,1,1,0.7
403,"l","A","C","3/27/2014 9:15:25",2,"UT",4,2,,,,,,,,,,,,,4,"NOT ENOUGH SCIENTIFIC PROOF",3,3,3,3,4,,4,4,,4,,4,,2,,2,,,,1,1,,1,,2,,,,,,,,1,9,1,2,4,5,4,2,2,3,1,1,1.97
404,"c","A","C","4/2/2014 9:57:11 P",4,"WA",4,1,1,3,"DATA",4,3,2,2,3,3,4,3,3,,,,,,,4,,4,3,,3,,4,,4,,,,2,,1,1,,1,,2,,,,,,,,1,1,1,2,4,1,4,1,1,6,1,1,0.46
405,"l","A","D","3/31/2014 6:36:46",2,"WI",3,98,,,,,,,,,,,,,,,,,,,3,,3,4,,4,,98,,98,,2,,,,1,,1,,1,,1,,1,,1,,1,1,1,1,2,4,3,2,1,3,4,1,2,1.11
406,"l","B","C","3/25/2014 9:00:09",2,"CA",4,2,,,,,,,,,,,,,2,"GLOBAL WARMING DOES NOT CONSTITUTE AN INCREASE IN TEMPERATURE",9,4,1,4,,4,4,,4,,2,,1,2,,1,,,1,2,1,,1,,2,,,,,,,,1,1,7,,3,5,3,5,3,,2,1,1.05
407,"c","A","C","4/3/2014 5:48:17 P",2,"NY",1,1,2,3,"SUMMER ARE WARMER AND WINTERS ARE MILD",2,1,1,1,1,1,1,1,1,,,,,,,4,,1,3,,1,,98,,3,,,,1,4,2,1,,1,,2,,,,,,,,1,10,6,,2,1,4,4,3,1,2,2,1.58
408,"l","A","C","3/24/2014 6:03:17",3,"VA",2,1,2,3,"INDISPUTABLE FACT",4,2,2,98,2,3,2,2,2,,,,,,,2,,2,2,,1,,1,,3,,1,,,1,2,1,,1,,2,,,,,,,,1,1,6,,4,3,4,3,3,3,1,2,0.5
409,"c","B","C","4/3/2014 9:50:09 P",3,"WA",4,1,2,1,"OBSERVATIONS",2,2,1,2,2,2,1,2,1,,,,,,,,3,2,,2,,2,,4,1,,1,,,1,2,1,,1,,2,,,,,,,,1,1,2,,5,1,1,4,2,2,1,2,0.53
410,"c","B","D","4/1/2014 5:49:28 P",4,"NC",2,1,1,98,"ICE MELTING",1,1,2,2,98,3,1,1,2,,,,,,,,1,1,,1,,1,,3,2,1,,,,1,2,,1,,2,,,,,,,,,1,1,,,5,6,1,4,3,6,1,1,0.49
411,"c","A","C","4/3/2014 5:45:22 P",1,"FL",2,1,2,2,"WEATHER",3,2,1,1,4,1,4,3,3,,,,,,,2,,2,2,,1,,3,,2,,,,1,2,2,1,,1,,2,,,,,,,,1,1,1,2,3,5,4,4,3,3,1,1,1.45
412,"c","A","C","4/3/2014 5:18:22 P",1,"VA",2,1,1,1,"DATA",4,1,3,1,2,3,2,2,2,,,,,,,2,,2,2,,1,,2,,2,,,,1,1,2,1,,1,,2,,,,,,,,1,1,1,2,5,3,,4,1,6,1,2,1.66
413,"l","B","D","3/31/2014 5:41:03",2,"PA",1,2,,,,,,,,,,,,,3,"AREA I LIVE IN",1,2,2,3,,2,2,,1,,1,,3,1,,,2,,,2,,1,,1,,2,,,,,,,1,1,1,1,2,1,2,2,3,6,2,2,1.51
414,"l","A","D","3/31/2014 6:20:06",4,"CO",4,1,1,98,"READ A GREAT DEAL ABOUT IT",6,1,3,1,1,2,1,2,1,,,,,,,2,,1,2,,1,,4,,2,,,1,,1,98,,1,,1,,1,,2,,,,,1,1,1,2,4,2,1,3,3,3,2,2,0.46
415,"l","B","C","3/24/2014 8:07:05",2,"MI",3,2,,,,,,,,,,,,,1,"CLIMATE HAS CHANGED THROUGH THE HISTORY OF THE EARTH",2,4,3,1,,4,4,,4,,4,,4,3,,1,,,1,98,1,,1,,1,,1,,2,,,,1,1,,,5,5,3,1,1,6,1,1,0.98
416,"l","A","D","3/31/2014 6:27:35",4,"PA",1,1,1,3,"SCIENTIFIC REPORTS",4,1,4,1,2,4,1,98,1,,,,,,,1,,1,1,,1,,1,,2,,,,1,1,98,,1,,1,,2,,,,,,,1,1,6,,4,4,1,3,3,,1,1,0.38
417,"c","B","D","4/3/2014 7:28:10 P",3,"FL",2,1,3,3,"ARTICLES AND SOCIAL MEDIA",6,2,2,2,4,4,2,2,2,,,,,,,,4,2,,4,,4,,4,4,,,,,,1,,1,,1,,1,,1,,1,,1,5,1,1,2,3,5,2,3,2,2,1,2,0.68
418,"c","A","C","4/2/2014 6:18:04 P",2,"TX",2,2,,,,,,,,,,,,,1,"DATA",5,3,3,2,4,,4,4,,4,,4,,3,,,2,,,1,1,,1,,1,,1,,1,,1,,5,1,7,,5,5,4,3,3,6,1,2,1.16
419,"l","B","C","3/24/2014 8:55:11",4,"IN",3,1,1,98,"ICE IS MELTING",1,2,2,3,98,4,2,3,2,,,,,,,,4,4,,4,,4,,4,3,,1,,,1,2,1,,1,,1,,1,,1,,1,,5,1,1,2,3,1,2,1,2,1,1,2,0.79
420,"l","A","C","3/26/2014 7:27:44",3,"CO",4,2,,,,,,,,,,,,,1,"CREDIBILITY OF THE PEOPLE SPEWING THE PROPAGANDA AND FALSE DATA",9,4,4,4,4,,4,3,,3,,3,,1,1,,,,1,2,2,,,,,,,,,,,,5,1,7,,4,2,,3,,,2,1,0.42
421,"c","B","C","4/2/2014 5:50:08 P",4,"DE",1,1,1,2,"HOTTER SUMMERS",2,2,2,3,3,1,2,2,2,,,,,,,,2,3,,1,,1,,1,3,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,1,1,98,4,1,2,2,3,2,2,2,0.46
422,"l","A","C","3/31/2014 8:21:12",2,"MA",1,1,1,3,"WEATHER PATTERNS AND POLLUTION",3,2,1,2,2,4,2,2,1,,,,,,,4,,4,3,,2,,2,,3,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,1,1,2,5,2,2,1,1,6,1,1,0.98
423,"l","A","D","3/25/2014 6:39:04",2,"WI",3,98,,,,,,,,,,,,,,,,,,,3,,3,3,,3,,4,,2,,,2,,,1,,1,,1,,2,,,,,,,5,1,2,,3,5,2,1,1,6,1,1,1.13
424,"c","A","C","4/2/2014 6:41:12 P",3,"NC",2,1,2,1,"NOT SURE",10,2,2,2,2,2,2,3,3,,,,,,,2,,2,2,,2,,2,,3,,,,2,,1,2,,,,,,,,,,,,5,5,1,2,3,98,,,2,,2,2,0.88
425,"c","A","C","4/2/2014 7:02:46 P",1,"PA",1,1,2,3,"SAW PICTURES OF THE MELTING SNOWCAPS",1,1,2,3,3,3,3,3,4,,,,,,,2,,2,2,,2,,2,,1,1,,,,1,2,1,,1,,2,,,,,,,,2,,,,5,1,4,5,1,,1,2,1.68
426,"c","A","D","4/2/2014 7:27:31 P",3,"TN",2,2,,,,,,,,,,,,,2,"DATA",5,1,1,1,4,,4,4,,4,,4,,4,,,,2,,1,,1,,1,,1,,1,,1,,1,5,1,98,,5,5,2,2,1,6,2,1,0.53
427,"c","A","C","4/2/2014 6:33:57 P",1,"VA",2,1,2,3,"IT GETS HOTTER EVERY SUMMER",2,3,1,2,3,3,2,3,2,,,,,,,2,,2,1,,3,,4,,1,,,1,,2,2,1,,1,,1,,1,,1,,1,,5,1,6,,3,5,4,2,1,1,2,1,1.6
428,"l","B","C","3/26/2014 8:07:13",1,"VA",2,1,2,3,"WEATHER PATTERNS",3,2,3,98,1,4,1,1,1,,,,,,,,1,1,,2,,2,,2,1,,,,1,1,2,1,,1,,1,,1,,1,,2,,5,5,4,,4,5,,3,2,1,2,2,1.7
429,"c","B","D","4/3/2014 7:27:00 P",2,"NJ",1,98,,,,,,,,,,,,,,,,,,,,4,4,,3,,4,,3,3,1,,,,1,2,,2,,,,,,,,,,,1,1,2,,2,1,,,3,,1,1,1.25
430,"c","A","D","4/3/2014 6:18:15 P",2,"OK",2,98,,,,,,,,,,,,,,,,,,,98,,98,98,,98,,98,,3,1,,,,2,2,,1,,2,,,,,,,,,1,10,1,2,3,1,2,3,1,6,2,2,1.41
431,"c","B","C","4/3/2014 8:51:53 P",1,"NJ",1,1,1,3,"OCEAN LEVELS",11,1,1,1,1,4,1,1,1,,,,,,,,2,1,,1,,1,,1,1,,1,,,2,2,1,,2,,,,,,,,,,1,10,4,,4,5,3,4,3,6,1,1,1.55
432,"l","B","C","4/1/2014 7:35:16 P",3,"TX",2,1,2,98,"DIFFERENT TEMPERATURES AROUND THE WORLD GOING UP",2,2,4,2,4,4,4,2,2,,,,,,,,2,2,,98,,2,,2,2,,,1,,2,2,1,,1,,1,,2,,,,,,2,1,1,2,4,5,1,3,3,5,1,1,0.52
433,"c","A","C","4/2/2014 6:36:00 P",3,"LA",2,2,,,,,,,,,,,,,2,"NOTHING FACTUAL",3,2,2,1,4,,4,4,,4,,4,,4,,,,2,,1,1,,1,,1,,1,,2,,,,5,1,2,,4,1,3,98,3,,2,2,0.6
434,"c","B","C","4/10/2014 10:58:03",1,"NM",4,1,2,1,"PRESIDENT OF THE UNITED STATES IS POLLUTING THE AIR",10,4,2,4,3,4,4,3,3,,,,,,,,1,3,,2,,1,,4,2,,2,,,,1,2,,,,,,,,,,,,5,1,7,,2,4,2,2,2,2,2,1,1.65
435,"l","B","C","3/26/2014 8:34:28",2,"PA",1,2,,,,,,,,,,,,,2,"SHORTER SUMMERS LONGER WINTERS",1,1,2,4,,4,4,,2,,2,,4,1,,,98,,,1,1,,1,,1,,1,,1,,1,,5,1,6,,3,1,1,3,2,2,2,1,0.95
436,"l","B","C","3/27/2014 8:20:24",5,"PA",1,1,2,2,"NATURAL",9,2,4,4,4,4,4,2,2,,,,,,,,1,1,,2,,1,,4,2,,,,98,,1,1,,1,,1,,1,,2,,,,5,1,1,2,5,5,3,5,1,6,1,1,0.68
437,"c","A","D","4/9/2014 11:27:52",4,"CA",4,1,1,1,"SCIENTIFIC DATA",4,1,3,1,1,3,3,1,1,,,,,,,2,,2,2,,1,,1,,3,,1,,,1,2,,2,,,,,,,,,,,5,1,,,5,5,1,2,2,6,2,1,0.49
438,"c","A","D","4/2/2014 7:50:48 P",3,"NC",2,1,1,1,"IT IS HUMAN GREED",8,1,3,3,2,4,2,2,1,,,,,,,2,,2,2,,2,,2,,2,,1,,,2,2,,1,,1,,1,,2,,,,,5,1,1,1,3,1,2,1,1,2,2,1,0.5
439,"l","A","C","3/25/2014 7:45:21",3,"CA",4,1,1,1,"MANS USE OF SPACE ITEMS AFFECTING THE OZONE",8,1,1,1,2,3,2,1,1,,,,,,,4,,4,3,,2,,4,,2,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,9,2,,4,5,1,5,2,,1,1,1.62
440,"l","A","C","3/24/2014 5:35:02",3,"NC",2,1,1,1,"WEATHER IS HOTTER",3,1,2,4,2,2,1,2,2,,,,,,,1,,2,98,,2,,1,,2,,1,,,1,2,1,,1,,1,,1,,1,,1,,5,1,6,,5,5,1,4,3,6,2,1,0.53
441,"l","B","C","3/31/2014 7:40:18",3,"TX",2,1,2,2,"SUMMERS ARE HOTTER AND LONGER",2,4,1,3,2,3,3,2,1,,,,,,,,4,4,,2,,1,,4,2,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,9,2,,3,2,1,4,3,,2,2,1.98
442,"l","B","C","3/31/2014 7:42:29",3,"NJ",1,1,2,1,"ICE MELTING IN ANTARCTICA",1,1,3,2,2,3,2,2,2,,,,,,,,1,2,,98,,1,,2,2,,1,,,1,2,1,,1,,1,,1,,1,,2,,5,1,1,2,4,5,1,5,3,6,1,1,0.5
443,"c","A","D","4/2/2014 7:27:50 P",4,"OK",2,1,1,2,"CYCLES OVER THE CENTURIES ARE PROVEN BY SCIENCE",9,3,1,1,3,3,3,2,2,,,,,,,3,,3,2,,1,,2,,2,,,1,,2,2,,1,,1,,1,,1,,1,,1,5,1,1,2,4,2,2,2,3,4,1,1,0.44
444,"l","B","C","3/25/2014 8:44:03",4,"AZ",4,1,2,2,"CONSTANTLY GETTING HOTTER",2,3,1,3,3,3,3,1,1,,,,,,,,4,4,,2,,2,,4,2,,,1,,1,2,1,,1,,1,,1,,1,,1,,5,1,1,1,4,2,2,1,3,5,1,1,0.48
445,"l","A","D","3/26/2014 8:40:40",1,"OH",3,1,1,1,"EVIDENCE FROM SCIENTISTS",4,1,1,1,1,2,1,1,1,,,,,,,1,,2,1,,1,,1,,2,,1,,,1,2,,1,,1,,1,,1,,1,,2,5,1,7,,4,5,4,5,2,,1,2,1.55
446,"c","B","C","4/10/2014 10:47:42",3,"CA",4,1,2,1,"POLLUTION AND MANY VIOLENT STORMS FROM OZONE LAYER THINNING",8,1,1,4,3,2,2,1,1,,,,,,,,4,4,,2,,1,,2,2,,,1,,1,3,1,,1,,1,,1,,1,,1,,5,1,1,2,4,1,2,1,1,6,1,2,0.68
447,"c","B","C","4/2/2014 5:33:26 P",3,"FL",2,1,3,3,"READ AND HEARD",6,1,3,3,2,4,2,2,2,,,,,,,,3,3,,2,,3,,3,1,,98,,,,98,1,,1,,1,,1,,1,,1,,5,2,1,2,2,1,4,3,2,,2,2,1.73
448,"l","A","C","3/26/2014 7:40:49",4,"AL",2,98,,,,,,,,,,,,,,,,,,,4,,4,2,,4,,4,,3,2,,,,,1,1,,1,,1,,1,,1,,2,,3,1,2,,4,2,1,2,3,2,2,1,0.28
449,"l","B","D","3/27/2014 7:48:13",2,"CA",4,2,,,,,,,,,,,,,1,"STUDIED THIS IN COLLEGE",9,2,1,1,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,1,2,4,5,4,2,2,3,1,1,0.77
450,"l","A","C","3/31/2014 9:16:34",3,"CA",4,98,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,2,,3,,,,2,,1,1,,1,,1,,1,,1,,2,,3,1,3,,4,98,1,5,3,6,1,2,0.68
451,"c","B","C","4/3/2014 9:45:23 P",3,"CA",4,1,1,1,"WEATHER",3,2,2,2,98,1,2,3,3,,,,,,,,4,4,,98,,98,,4,98,,,,2,,1,1,,1,,1,,1,,1,,2,,3,1,2,,3,1,1,2,2,6,1,2,0.86
452,"c","A","C","4/1/2014 9:43:45 P",3,"CO",4,2,,,,,,,,,,,,,2,"THINGS CHANGE",2,2,4,4,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,2,1,4,2,3,2,2,2,0.88
453,"l","A","C","3/26/2014 7:35:57",2,"FL",2,1,2,1,"AL GORE",5,1,4,2,4,4,4,4,2,,,,,,,2,,4,3,,3,,4,,4,,,,2,,1,2,,,,,,,,,,,,3,1,,,5,5,1,3,3,,1,1,0.9
454,"l","A","D","3/27/2014 6:37:50",4,"FL",2,2,,,,,,,,,,,,,1,"THERE IS NO GLOBAL WARMING",8,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,6,,4,1,4,2,3,2,2,1,0.28
455,"c","B","D","4/1/2014 5:52:04 P",4,"FL",2,1,1,2,"DATA",4,2,2,2,2,2,2,3,3,,,,,,,,3,4,,2,,2,,2,1,,,,2,,1,,1,,1,,1,,1,,1,,1,3,2,6,,3,4,1,3,2,,2,1,1.31
456,"c","B","D","4/3/2014 7:36:27 P",2,"FL",2,2,,,,,,,,,,,,,2,"SEEMS THE SAME TO ME",1,1,4,4,,2,2,,2,,2,,1,3,,,2,,,1,,1,,1,,1,,1,,2,,,3,1,2,,3,1,2,1,3,,3,2,1.23
457,"c","B","C","4/2/2014 5:58:55 P",2,"GA",2,2,,,,,,,,,,,,,1,"NATURAL CYCLES",2,1,1,2,,4,4,,4,,4,,4,4,,,,2,,1,1,,1,,1,,1,,1,,2,,3,1,1,2,4,5,2,2,3,4,1,1,0.93
458,"c","A","C","4/2/2014 6:12:11 P",3,"GA",2,2,,,,,,,,,,,,,3,"NOT SURE",9,4,98,4,4,,4,4,,4,,4,,4,,,,,,1,1,,1,,1,,1,,1,,1,,3,5,6,,5,6,4,2,3,6,1,1,0.63
459,"c","B","D","4/3/2014 7:21:57 P",1,"GA",2,2,,,,,,,,,,,,,1,"ICE STORMS",1,1,3,3,,98,4,,2,,3,,4,1,,,,2,,1,,1,,1,,1,,1,,1,,2,3,,,,3,5,,3,1,,2,1,1.65
460,"l","A","D","3/26/2014 9:00:10",3,"IL",3,2,,,,,,,,,,,,,1,"JUST DO NOT BELIEVE",9,1,4,4,4,,4,4,,4,,4,,98,2,,,,,1,,1,,1,,1,,1,,1,,1,3,1,1,2,3,1,4,3,3,3,2,1,0.5
461,"l","A","D","3/27/2014 6:30:41",4,"IL",3,2,,,,,,,,,,,,,,"DOES NOT MATTER",9,4,4,4,4,,4,4,,4,,4,,3,2,,,,,1,,1,,1,,1,,1,,1,,1,3,1,1,1,5,1,2,1,3,6,4,1,0.49
462,"c","B","C","4/2/2014 5:14:34 P",2,"IL",3,2,,,,,,,,,,,,,3,"NEWS",4,2,2,1,,4,3,,2,,2,,2,2,,2,,,,1,1,,1,,1,,1,,98,,,,3,5,5,,5,5,4,3,3,6,2,2,1.26
463,"l","A","C","3/24/2014 6:27:17",3,"IN",3,2,,,,,,,,,,,,,1,"CYCLES",2,4,1,1,4,,4,4,,4,,4,,98,1,,,,98,1,1,,1,,1,,1,,1,,1,,3,1,2,,5,1,4,2,2,5,1,1,0.55
464,"c","A","D","4/1/2014 6:28:27 P",2,"LA",2,2,,,,,,,,,,,,,2,"NO SCIENTIFIC EVIDENCE",3,2,1,1,4,,4,4,,4,,4,,4,,2,,,,1,,1,,1,,1,,1,,1,,2,3,1,,,3,5,4,3,3,,2,1,1.05
465,"c","B","D","4/1/2014 5:24:25 P",3,"MA",1,1,2,2,"DATA",4,3,4,2,1,4,4,2,1,,,,,,,,4,4,,4,,4,,4,98,,,,2,,1,,1,,1,,1,,1,,1,,2,3,1,,,2,1,,,2,,,1,0.8
466,"c","A","C","4/3/2014 5:30:47 P",4,"MA",1,2,,,,,,,,,,,,,2,"HISTORY",2,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,1,,2,,3,1,2,,4,1,2,1,3,2,1,1,0.28
467,"c","B","D","4/1/2014 5:53:37 P",2,"MD",2,2,,,,,,,,,,,,,1,"EARTH GOES IN PATTERNS",2,2,2,1,,4,4,,4,,4,,4,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,1,2,4,5,4,3,3,3,1,1,0.77
468,"c","A","D","4/3/2014 6:26:46 P",4,"ME",1,2,,,,,,,,,,,,,2,"IT GETS COLD, THEN HOT, THEN COLD AGAIN",1,1,4,4,4,,4,4,,4,,4,,1,2,,,,,1,,1,,1,,1,,1,,1,,2,3,1,2,,4,1,2,2,3,3,2,1,0.28
469,"l","B","C","3/26/2014 8:27:39",3,"MI",3,2,,,,,,,,,,,,,2,"NEWS REPORTS",4,2,4,4,,4,4,,2,,4,,4,1,2,,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,2,3,1,4,2,3,3,2,2,0.68
470,"l","A","C","3/31/2014 8:37:32",4,"MS",2,1,1,3,"I FEEL IT",2,1,1,4,3,3,1,1,3,,,,,,,4,,4,4,,4,,4,,1,2,,,,,1,1,,1,,1,,1,,1,,1,,3,1,1,1,4,1,4,2,3,1,1,1,0.43
