"Respnum","Sample","VersionQ3_4","VersionQ33","demog_age_list","demog_state","demog_state_region","weather_pastsummer_v3","weather_pastwinter","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","gw_concern","gw_prevent","govt_fed_v2","govt_effectiveness_v2","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_rev4research_v1","carbontax_rev4debt_v2","willing2pay_temprise_open","willing2pay_temprise_coded","gw_techsolveprob","gw_adapt","state_rps_neighbr","carbontax_price_nocost","carbontax_price_8cpg","carbontax_price_42cpg","rps_support_v2","vehicle_evrebate","coalfpp_support_phaseout","wind_noise","wind_climate","wind_visual","wind_jobs","wind_propvalue","wind_mycommunity","coal_leavinground_v2","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Date_Time","Weight"
340,"C","D","B",4,"MS",2,1,3,1,1,2,"WHAT I HAVE SEEN",2,1,1,1,1,2,2,2,2,3,2,,,,,,,4,4,4,4,4,"$5.00",2,1,3,1,-9,3,-9,2,3,3,2,4,4,1,2,3,3,4,2,6,,1,1,4,4,98,2,"10/23/2016 8:40:37",2.03
341,"C","C","A",4,"NV",4,5,5,2,,,,,,,-9,,,,,,,,1,"POLAR CAPS ARE GROWING INDICATES A COLDER CLIMATE",5,4,1,1,4,4,4,4,4,"ZERO",1,2,4,4,4,-9,-9,4,4,4,4,4,4,2,98,2,1,1,1,1,2,3,3,4,1,6,1,"10/23/2016 8:41:55",0.39
342,"C","D","C",3,"NC",2,1,2,1,1,3,"WARMER SUMMERS",2,4,2,-9,1,98,1,2,2,2,1,,,,,,,4,4,4,2,4,"ZERO",1,2,4,2,-9,-9,4,2,4,2,98,2,2,2,98,3,3,1,1,1,1,3,1,2,1,2,1,"10/23/2016 8:45:14",0.64
343,"C","D","A",4,"NC",2,1,5,98,,,,,,,-9,,,,,,,,,,,,,,2,3,2,4,3,"ZERO",1,4,98,98,4,-9,-9,4,4,4,1,98,98,2,98,98,2,1,1,1,2,3,1,4,3,3,2,"10/23/2016 8:52:57",0.87
344,"C","C","B",1,"TX",2,3,5,1,1,3,"GASES",10,1,1,1,1,98,4,98,4,1,2,,,,,,,1,1,1,1,1,"$30.00",2,2,4,98,-9,1,-9,1,1,2,98,1,2,98,1,1,2,4,1,7,,5,5,,2,3,2,"10/23/2016 8:50:16",0.96
345,"C","C","B",1,"VA",2,5,5,2,,,,,,,-9,,,,,,,,2,"LITTLE TO NO PROOF",3,3,3,3,2,3,2,2,2,"ZERO",1,2,3,2,-9,3,-9,2,2,3,2,3,2,2,2,3,3,1,2,1,2,3,5,4,3,,1,"10/23/2016 9:02:31",1.51
346,"C","D","B",3,"IA",3,1,3,2,,,,,,,-9,,,,,,,,1,"IT IS PHASES OVER THE CENTURIES PROVEN BY SCIENTISTS",2,1,1,4,3,3,3,4,4,"WE PAY ENOUGH IN TAXES AL",1,1,4,3,-9,3,-9,1,1,4,2,2,3,2,3,2,3,3,9,2,,2,1,1,4,,1,"10/23/2016 9:06:06",2.29
347,"C","C","A",3,"LA",2,2,2,1,1,2,"NATURAL PATTERNS",9,1,2,-9,2,4,2,1,2,1,2,,,,,,,2,2,2,2,3,"$20.00",2,3,4,3,1,-9,-9,4,4,4,4,2,3,4,4,4,2,1,2,2,,2,1,1,4,1,1,"10/23/2016 9:09:03",1.61
348,"C","D","B",3,"IL",3,2,2,1,1,1,"READING AND GOING OUTSIDE",6,1,1,1,1,1,2,2,2,2,2,,,,,,,3,1,1,1,3,"$5.00",2,2,4,2,-9,2,-9,2,3,1,98,2,3,2,3,1,2,3,1,3,,4,5,1,4,,2,"10/23/2016 9:11:22",0.99
349,"C","C","C",4,"MO",3,4,2,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"ZERO",1,2,4,4,-9,-9,4,4,4,4,98,98,98,1,4,2,2,2,1,6,,5,1,2,1,3,1,"10/23/2016 9:12:26",0.36
350,"C","D","B",1,"CA",4,2,5,1,1,1,"SCIENCE DATA",4,1,1,1,1,1,2,2,1,1,3,,,,,,,1,1,1,1,1,"$20.00",2,1,4,4,-9,1,-9,1,1,98,4,1,4,1,1,1,2,4,1,6,,3,5,1,5,4,1,"10/23/2016 9:27:44",0.73
351,"C","C","B",2,"CA",4,3,3,98,,,,,,,-9,,,,,,,,,,,,,,98,3,1,2,2,"ZERO",1,1,3,98,-9,3,-9,2,2,1,2,2,98,1,2,2,1,1,1,1,2,2,1,1,4,,1,"10/23/2016 9:33:18",0.96
352,"C","D","A",3,"IA",3,2,3,1,1,1,"BURNING GREENHOUSE GASES COAL ETC",8,2,1,1,1,1,4,1,98,1,1,,,,,,,3,2,1,2,1,"$50.00",2,3,4,4,2,-9,-9,2,3,3,4,1,4,1,4,1,2,3,1,,,5,5,,,,2,"10/23/2016 9:37:58",0.94
353,"C","C","A",1,"IL",3,1,3,1,1,3,"COMBINATION OF FACTORS",10,1,2,-9,1,1,1,1,3,1,1,,,,,,,3,2,1,1,1,"$25.00",2,2,4,4,2,-9,-9,1,1,1,2,3,2,1,2,2,2,3,1,6,,2,1,4,4,2,1,"10/23/2016 9:41:26",0.67
354,"C","C","B",1,"NV",4,2,5,1,2,1,"POLLUTION",8,3,2,-9,2,2,2,2,2,2,3,,,,,,,2,4,2,1,2,"ZERO",1,3,4,2,-9,4,-9,3,2,3,3,3,2,3,3,2,3,2,1,6,,4,5,4,98,2,1,"10/23/2016 9:43:01",0.59
355,"C","D","C",1,"CA",4,1,2,1,1,1,"POLLUTION",8,1,1,1,1,1,1,1,3,1,1,,,,,,,1,3,2,1,1,"$100.00",3,1,3,3,-9,-9,3,1,2,1,4,2,1,1,2,1,2,3,1,2,,2,5,1,4,1,2,"10/23/2016 9:47:48",1.14
356,"C","C","B",1,"OR",4,2,2,1,1,3,"OVER POPULATION AND CONCIOUS OF HOW WE TREAT THE AIR",8,1,1,1,1,1,1,2,2,1,1,,,,,,,2,2,2,1,2,"$20.00-$30.00",2,3,3,3,-9,2,-9,2,2,2,98,2,3,2,98,2,2,4,1,1,1,3,5,1,4,6,2,"10/23/2016 9:47:50",0.99
357,"C","C","A",2,"WI",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"ZERO",1,2,2,3,4,-9,-9,4,4,4,4,4,2,2,4,2,3,1,1,2,,3,1,4,3,2,1,"10/23/2016 9:51:46",0.94
358,"C","D","B",3,"CA",4,5,5,1,1,1,"POLLUTION",8,1,1,1,1,1,2,1,2,1,2,,,,,,,4,4,4,4,4,"NOT SURE",98,1,1,2,-9,4,-9,1,1,2,2,1,3,3,2,1,3,1,5,1,2,4,1,,,,2,"10/23/2016 9:52:05",1.72
359,"C","C","B",2,"CA",4,5,5,1,1,2,"ICE MELTING",1,3,2,-9,2,2,2,98,3,3,4,,,,,,,4,4,4,4,4,"ZERO",1,4,1,1,-9,4,-9,4,4,4,4,1,4,1,4,1,3,1,1,2,,5,5,2,3,6,2,"10/23/2016 9:53:36",1.19
360,"C","D","C",5,"TX",2,1,5,1,1,1,"POLLUTION",8,4,1,1,2,4,4,4,4,4,4,,,,,,,3,4,2,2,98,"$100.00",3,98,4,4,-9,-9,4,4,4,4,98,98,98,98,98,98,3,1,1,7,,2,1,2,1,1,1,"10/23/2016 9:57:14",0.74
361,"C","C","B",2,"ID",4,5,1,1,1,2,"DATA",4,2,1,98,2,4,3,3,1,1,1,,,,,,,4,4,3,4,98,"ZERO",1,1,2,1,-9,4,-9,4,2,4,4,2,4,1,4,1,1,3,1,6,,3,5,4,2,2,1,"10/23/2016 9:58:50",0.94
362,"C","B","A",3,"FL",2,5,5,2,,,,,,,-9,,,,,,,,2,"CYCLES OF EARTH",2,1,3,4,3,4,3,3,2,"ZERO",1,3,4,1,3,-9,-9,1,1,1,4,2,4,1,98,1,2,1,1,1,2,5,2,2,1,6,1,"10/24/2016 6:18:01",0.48
363,"C","A","B",3,"WI",3,5,4,1,1,2,"WEATHER",3,3,98,2,1,2,2,3,2,2,3,,,,,,,2,1,2,4,4,"$20.00",2,2,3,1,-9,4,-9,2,2,4,2,3,3,98,1,2,2,3,1,2,,5,1,1,2,6,2,"10/24/2016 6:20:02",0.89
364,"C","B","B",1,"TN",2,1,1,1,1,3,"WEATHER IN AREA AND OTHER AREAS",3,2,2,-9,2,1,2,3,2,3,3,,,,,,,4,4,4,4,4,"$1.00",2,2,4,2,-9,4,-9,1,2,4,2,98,4,4,2,4,2,1,1,6,,2,5,4,3,2,2,"10/24/2016 6:20:56",1.08
365,"C","A","A",4,"TX",2,3,3,1,1,1,"FLOODS",3,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,2,2,"$200.00",4,2,4,3,2,-9,-9,1,2,1,4,2,4,1,2,1,2,4,1,7,,5,5,4,2,3,1,"10/24/2016 6:21:22",0.36
366,"C","B","A",1,"NJ",1,2,2,98,,,,,,,-9,,,,,,,,,,,,,,1,2,3,2,4,"ZERO",1,4,3,2,4,-9,-9,1,3,4,98,2,2,2,2,98,98,1,10,6,,5,5,4,1,3,1,"10/24/2016 6:23:46",0.72
367,"C","A","C",3,"TX",2,1,5,1,1,2,"THE ICE MELTING",1,1,1,1,1,1,1,1,1,2,1,,,,,,,1,1,1,1,1,"WHATEVER IT TAKES",7,2,3,2,-9,-9,3,1,1,1,3,1,1,3,98,1,2,6,1,1,1,3,1,4,4,,2,"10/24/2016 6:34:59",1.04
368,"C","B","B",3,"MI",3,5,5,2,,,,,,,-9,,,,,,,,1,"I DONT BELIEVE",9,2,4,2,4,2,2,4,4,"ZERO",1,4,1,1,-9,4,-9,1,1,98,3,2,4,1,1,1,3,2,1,2,,5,4,2,2,6,2,"10/24/2016 6:41:38",0.89
369,"C","A","A",3,"OK",2,5,2,1,2,3,"MAN MADE POLLUTION",8,2,1,1,1,1,4,1,1,1,1,,,,,,,2,2,2,1,1,"$100.00",3,1,4,3,2,-9,-9,2,2,1,3,2,3,1,2,2,2,5,1,1,2,5,5,1,4,3,2,"10/24/2016 6:44:01",0.96
370,"C","B","A",1,"IA",3,4,1,1,1,1,"MORE POPULATION, CHARTS STUDIED",13,1,1,1,1,1,1,1,1,4,4,,,,,,,1,1,2,1,4,"ZERO",1,1,4,2,4,-9,-9,1,1,98,4,2,4,2,4,1,2,1,1,6,,4,5,1,1,4,1,"10/24/2016 6:49:10",0.68
371,"C","B","C",3,"MI",3,1,3,1,1,3,"THE EARTH IS SHIFTING INTO NEW CYCLE",9,2,2,-9,2,2,2,1,2,2,1,,,,,,,3,3,3,3,3,"ZERO",1,2,3,3,-9,-9,3,2,3,2,3,2,3,2,2,2,2,2,,2,,1,1,2,1,,1,"10/24/2016 6:51:46",1.1
372,"C","A","C",3,"CA",4,1,2,1,1,2,"THE RISING TIDES AND MANY FLOODS",11,2,1,1,1,1,1,1,1,2,2,,,,,,,4,3,3,3,3,"$10.00",2,1,1,1,-9,-9,4,2,2,3,2,2,2,2,2,2,3,4,9,2,,2,1,1,4,1,2,"10/24/2016 6:56:36",2.77
373,"C","B","C",2,"NV",4,3,3,2,,,,,,,-9,,,,,,,,1,"TEMPS ARE ALL NATURAL",1,4,2,1,4,4,4,4,4,"ZERO",1,2,,4,-9,-9,4,4,4,4,1,98,1,2,1,4,3,1,1,2,,4,3,4,4,6,1,"10/24/2016 6:59:16",0.83
374,"C","A","B",1,"PA",1,5,4,1,1,3,"HUMAN FACTOR",8,2,1,1,1,1,3,1,3,2,1,,,,,,,1,1,1,1,2,"$25.00",2,1,4,4,-9,1,-9,1,1,1,4,1,4,1,4,1,2,5,10,6,,2,5,4,3,2,1,"10/24/2016 6:59:41",0.84
375,"C","B","B",3,"KS",3,3,5,1,1,3,"WEATHER,NO OZONE,ULTRA VIOLET RAYS",3,3,1,1,1,1,2,2,3,3,3,,,,,,,4,4,4,4,4,"ZERO",1,98,98,4,-9,4,-9,98,98,4,98,98,4,1,3,2,98,2,1,1,2,3,1,2,2,3,2,"10/24/2016 7:05:05",1.06
376,"C","B","A",1,"CA",4,1,5,2,,,,,,,-9,,,,,,,,98,"NOTHING",8,4,4,4,2,2,2,2,2,"$100.00",3,2,3,4,2,-9,-9,2,2,3,4,2,3,1,3,1,2,6,1,2,,3,1,2,2,2,1,"10/24/2016 7:27:39",0.64
377,"C","A","C",1,"NY",1,3,3,1,2,1,"STATISTICS",4,3,1,1,1,2,2,98,4,98,98,,,,,,,2,2,2,2,1,"20-30 CENTS MORE A GALLON",7,4,1,1,-9,-9,2,2,3,3,3,98,3,1,98,1,3,3,10,1,2,3,5,4,4,6,1,"10/24/2016 7:09:25",0.75
378,"C","A","A",1,"IL",3,2,5,1,1,1,"MORE AIR POLLUTION IN RECENT YEARS",8,1,98,98,2,4,1,2,4,1,4,,,,,,,4,2,3,1,1,"NOT SURE",98,3,3,98,98,-9,-9,1,1,98,4,98,1,98,2,1,3,2,10,1,2,2,5,4,4,1,1,"10/24/2016 7:29:35",0.9
379,"C","B","A",1,"DE",2,5,2,2,,,,,,,-9,,,,,,,,1,"GREAT TEMPERATURE VARIATIONS",9,1,4,3,1,1,2,2,4,"ZERO",1,4,4,2,1,-9,-9,2,4,3,98,3,2,2,2,1,3,1,1,6,,3,5,4,5,4,1,"10/24/2016 7:30:42",0.73
380,"C","A","B",4,"AL",2,5,1,1,1,2,"NATURAL PATTERNS",9,1,2,-9,2,1,2,1,2,1,1,,,,,,,4,2,3,4,1,"ZERO",1,4,4,4,-9,4,-9,2,4,4,2,3,2,1,1,4,2,2,2,6,,2,1,4,3,1,2,"10/24/2016 7:33:34",1.83
381,"C","B","C",1,"WI",3,3,1,1,1,1,"PEOPLE AND POLLUTION NOT TAKING CARE OF THE EARTH",8,1,98,2,1,1,1,98,1,2,1,,,,,,,1,2,2,2,2,"NOT SURE",98,3,3,2,-9,-9,2,2,2,2,3,2,3,98,3,2,2,3,1,6,,4,1,1,4,4,2,"10/24/2016 7:34:28",1.09
382,"C","A","B",3,"NY",1,2,2,1,1,1,"WARMER SUMMERS",2,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,4,1,98,"ZERO",1,1,4,98,-9,1,-9,1,1,1,3,1,4,1,98,1,2,3,1,1,2,4,98,4,4,3,1,"10/24/2016 7:38:38",0.6
383,"C","B","A",3,"MI",3,5,5,1,2,98,"NOT SURE",10,3,1,2,2,4,4,4,4,4,4,,,,,,,4,4,4,4,4,"$100.00",3,2,3,3,4,-9,-9,2,2,3,3,2,3,2,3,2,3,1,1,6,,1,5,4,3,1,1,"10/24/2016 7:40:41",1
384,"C","A","A",3,"AL",2,1,1,1,1,3,"MELTING GLACIERS AND ICE SHELLS ARE BREAKING UP",1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,4,"NOT SURE",98,1,4,98,1,-9,-9,1,1,1,4,1,4,1,4,1,2,98,1,98,,3,1,4,3,1,1,"10/24/2016 7:45:29",0.7
385,"C","B","C",1,"AL",2,5,4,2,,,,,,,-9,,,,,,,,3,"WEATHER IN MY AREA",1,3,4,3,3,3,3,3,3,"ZERO",1,2,2,2,-9,-9,4,4,3,4,98,98,98,1,3,3,3,1,10,6,,4,6,2,98,98,1,"10/24/2016 7:51:12",0.75
386,"C","A","A",1,"OH",3,98,5,1,2,3,"POLLUTION",8,1,1,1,1,2,2,98,98,2,2,,,,,,,2,2,2,1,98,"$250.00",4,2,4,3,2,-9,-9,2,2,2,3,2,98,2,3,1,2,3,1,7,,4,5,3,4,3,1,"10/24/2016 7:52:54",0.6
387,"C","B","C",2,"HI",4,2,1,1,2,1,"BECAUSE OF HUMANS AND THE POLLUTION",8,2,1,1,1,2,2,2,3,2,1,,,,,,,2,2,2,2,2,"5 PERCENT",7,3,3,2,-9,-9,2,2,2,2,2,2,3,2,2,2,2,3,5,2,,3,1,,,5,2,"10/24/2016 7:52:56",1.97
388,"C","A","C",4,"FL",2,2,5,1,2,1,"HOT DOWN HERE",2,2,1,1,2,1,1,2,3,2,2,,,,,,,98,4,2,1,4,"ZERO",1,2,4,4,-9,-9,4,1,2,98,98,98,3,2,4,1,98,98,1,1,1,2,1,1,2,1,2,"10/24/2016 7:54:41",0.95
389,"C","A","C",1,"MD",2,2,3,1,1,1,"THE HOLE IN OZONE",10,1,1,1,1,1,1,2,1,1,1,,,,,,,1,1,1,1,3,"15 PERCENT",7,1,4,4,-9,-9,1,1,1,1,3,1,4,2,3,1,2,5,1,7,,4,5,1,5,3,2,"10/24/2016 7:55:54",1.01
390,"C","A","C",4,"FL",2,1,1,1,1,1,"GLACIERS DISAPPEARING",1,1,1,1,1,1,1,3,1,1,2,,,,,,,1,1,3,2,4,"10 PERCENT",7,,4,4,-9,-9,2,3,3,4,4,2,3,1,4,4,3,1,1,3,,4,1,1,4,,1,"10/24/2016 8:04:35",0.39
391,"C","B","C",2,"MS",2,5,5,2,,,,,,,-9,,,,,,,,3,"ITS BEEN THE SAME",1,2,3,3,3,3,3,3,98,"ZERO",1,3,3,98,-9,-9,3,2,2,2,98,98,98,2,2,3,1,1,1,1,1,4,5,98,3,,1,"10/24/2016 8:02:06",0.88
392,"C","B","A",4,"MO",3,5,5,1,1,3,"WARMER WINTERS",2,1,1,1,1,1,1,98,1,98,3,,,,,,,1,1,1,1,1,"NOT SURE",98,1,2,98,2,-9,-9,1,1,1,1,2,4,2,4,1,1,3,1,1,2,3,5,1,5,3,1,"10/24/2016 8:05:53",0.46
393,"C","A","C",3,"TX",2,5,1,1,1,1,"KNOW AND READ ABOUT CARBON FOOTPRINT",6,1,1,1,1,1,1,1,1,2,1,,,,,,,1,2,1,2,4,"NOT SURE",98,1,4,1,-9,-9,2,3,2,4,4,1,4,1,4,2,2,2,2,6,,4,5,1,5,5,1,"10/24/2016 8:08:39",1.36
394,"C","B","C",3,"AK",4,1,1,1,1,2,"NATURAL PATTERNS",9,3,1,1,1,1,1,1,2,2,1,,,,,,,1,1,1,1,3,"$10.00",2,1,4,1,-9,-9,4,1,1,4,3,1,3,1,3,1,3,1,10,6,,2,1,4,3,1,1,"10/24/2016 8:09:36",0.9
395,"C","A","A",2,"GA",2,5,98,2,,,,,,,-9,,,,,,,,3,"NOTHING",8,4,4,4,3,3,98,4,3,"ZERO",1,98,4,4,4,-9,-9,3,2,3,4,4,4,4,4,3,3,1,1,1,1,3,1,2,3,2,1,"10/24/2016 8:10:13",0.94
396,"C","B","A",3,"CA",4,5,5,2,,,,,,,-9,,,,,,,,1,"MINI ICE AGE SUN ACTIVITY IS DECLING",2,4,1,1,4,4,4,4,4,"ZERO",1,1,4,1,4,-9,-9,4,4,4,1,4,1,4,1,4,2,1,1,2,,5,5,2,1,6,1,"10/24/2016 8:15:31",0.48
397,"C","A","C",1,"OR",4,2,5,1,1,1,"GETTING WARMER",2,1,1,1,1,1,1,2,2,1,2,,,,,,,2,1,1,1,98,"$50.00",2,3,4,1,-9,-9,4,1,1,2,98,2,4,1,3,1,2,2,1,6,,5,5,1,5,4,2,"10/24/2016 8:15:34",1.04
398,"C","B","A",3,"MT",4,3,1,1,2,3,"OVERALL WEATHER PATTERNS",3,2,1,1,98,1,1,2,1,1,1,,,,,,,2,3,1,2,2,"$1.50",2,2,2,98,3,-9,-9,1,2,3,3,2,4,2,98,1,2,2,1,6,,4,1,4,3,6,2,"10/24/2016 8:20:42",0.94
399,"C","D","C",3,"WI",3,5,3,2,,,,,,,-9,,,,,,,,2,"COLDER RIGHT NOW  TEMPS ARE NORMAL FOR SEASON",1,3,2,2,2,2,4,2,2,"5 PERCENT",7,2,3,2,-9,-9,3,2,2,2,2,3,2,1,1,2,3,3,1,2,,3,5,4,2,5,1,"10/24/2016 8:27:56",0.53
400,"C","C","C",2,"OH",3,5,4,98,,,,,,,-9,,,,,,,,,,,,,,2,3,1,2,3,"ZERO",1,98,2,2,-9,-9,4,3,4,3,2,2,3,2,3,3,2,2,2,6,,2,1,1,1,3,1,"10/24/2016 8:35:14",1.86
401,"C","D","A",3,"MA",1,5,5,2,,,,,,,-9,,,,,,,,2,"NOTHING",8,4,3,4,3,2,1,1,2,"ZERO",1,3,,,98,-9,-9,2,4,4,1,4,3,2,2,2,3,5,1,7,,3,5,,2,6,2,"10/24/2016 8:39:57",0.99
402,"C","C","C",1,"GA",2,2,2,1,1,2,"MORE HURRICANES IN AREA",3,2,1,2,2,98,1,1,1,1,1,,,,,,,3,4,1,2,1,"ZERO",1,1,3,98,-9,-9,4,1,2,3,4,2,4,2,2,1,2,1,1,1,2,3,5,4,1,3,2,"10/24/2016 8:41:01",1.06
403,"C","D","A",4,"CA",4,5,3,1,1,1,"EMISSIONS",8,1,1,1,1,2,1,4,2,1,2,,,,,,,2,98,1,2,4,"ZERO",1,1,4,2,4,-9,-9,2,4,1,4,2,4,1,98,1,2,1,1,6,,2,3,1,1,,2,"10/24/2016 8:42:51",0.88
404,"C","C","B",4,"OH",3,2,5,1,1,2,"POLLUTION",8,2,1,1,1,1,1,2,2,3,2,,,,,,,1,1,1,1,1,"$50.00",2,1,1,98,-9,1,-9,1,1,98,98,1,4,1,4,1,2,3,1,1,2,3,5,1,4,4,2,"10/24/2016 8:43:24",0.95
405,"C","D","A",4,"MA",1,1,2,1,1,1,"TAKE A LOOK AROUND DOCUMENTARIES",6,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,98,1,4,"ZERO",1,2,4,3,1,-9,-9,1,98,1,98,2,2,1,3,1,3,3,1,1,2,4,5,4,5,4,1,"10/24/2016 8:46:56",0.49
406,"C","C","A",2,"OH",3,5,2,2,,,,,,,-9,,,,,,,,1,"HISTORY SHOWS CYCLES",2,4,4,4,3,3,2,2,98,"ZERO",1,4,1,3,3,-9,-9,2,2,4,98,98,3,2,98,2,1,1,1,6,,1,5,3,2,6,1,"10/24/2016 8:50:27",1.18
407,"C","D","B",3,"NY",1,5,2,1,1,1,"EVIDENCE",4,1,1,1,1,1,3,2,4,1,1,,,,,,,1,2,1,1,2,"NOT SURE",98,1,4,2,-9,1,-9,1,1,1,98,2,4,1,4,1,2,5,1,2,,5,3,1,3,6,1,"10/24/2016 8:51:34",0.48
408,"C","C","C",4,"CA",4,2,5,2,,,,,,,-9,,,,,,,,2,"NORMAL FLUCUATIONS AND NATURAL OCCURANCES",2,3,2,1,4,4,4,4,4,"ZERO",1,4,4,4,-9,-9,4,4,4,4,2,2,3,2,2,2,2,1,1,1,2,5,5,4,2,,2,"10/24/2016 8:56:55",0.75
409,"C","C","A",2,"PA",1,2,5,1,2,2,"NOT SURE",10,2,1,1,98,4,4,4,4,4,4,,,,,,,1,1,1,2,1,"$100.00",3,2,3,3,1,-9,-9,1,1,2,3,98,2,2,3,1,2,1,1,2,,3,1,1,4,3,1,"10/24/2016 8:57:48",0.95
410,"C","D","B",1,"FL",2,2,2,1,2,1,"REPORTS AND RESEARCH THAT THIS PLANET IS GETTING WARMER",4,2,2,-9,1,2,1,3,2,4,3,,,,,,,1,1,1,1,2,"$1.00",2,2,3,1,-9,1,-9,1,1,1,98,98,2,1,98,2,2,4,1,6,,4,1,1,3,3,1,"10/24/2016 8:59:47",0.6
411,"C","C","C",3,"OH",3,5,98,1,2,2,"WHAT MY HUSBAND TELLS ME",10,2,2,-9,2,1,2,1,2,2,2,,,,,,,4,3,3,3,2,"ZERO",1,4,98,4,-9,-9,4,2,98,1,3,98,98,98,98,2,98,98,1,1,2,2,5,2,1,,2,"10/24/2016 9:00:25",1.07
412,"C","C","B",1,"IL",3,5,2,2,,,,,,,-9,,,,,,,,1,"NO DIFFERENCE IN WEATHER",1,3,4,2,4,3,1,4,4,"ZERO",1,4,4,98,-9,1,-9,4,4,4,4,4,3,1,98,4,3,1,1,2,,2,1,2,2,2,1,"10/24/2016 9:07:09",0.67
413,"C","D","C",1,"CO",4,5,3,2,,,,,,,-9,,,,,,,,1,"ITS NATURAL",2,3,2,2,4,4,4,3,1,"ZERO",1,2,3,2,-9,-9,4,4,2,4,4,1,1,1,3,1,3,1,,,,,5,3,3,,1,"10/24/2016 9:07:12",0.79
414,"C","C","A",4,"MN",3,3,2,2,,,,,,,-9,,,,,,,,1,"EVERYTHING IS CYCLICAL",2,2,1,1,4,4,4,98,4,"ZERO",1,2,4,2,4,-9,-9,4,4,4,4,3,2,2,1,4,1,1,1,2,,3,5,4,1,4,2,"10/24/2016 9:08:31",0.95
415,"C","C","C",4,"AK",4,2,1,1,1,3,"GLACIERS ARE MELTING QUICKLY",1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,98,"20 PERCENT",7,1,4,4,-9,-9,1,1,1,1,98,2,2,2,4,1,2,3,1,2,,5,1,1,4,,2,"10/24/2016 9:13:10",0.75
416,"C","C","B",1,"IL",3,1,2,1,1,1,"HOTTER SUMMERS",2,2,1,1,1,1,1,98,2,1,1,,,,,,,1,1,98,1,4,"$10.00",2,2,98,98,-9,98,-9,1,1,1,98,1,4,1,98,98,3,3,5,98,,4,5,1,4,2,1,"10/24/2016 9:20:45",1.32
417,"C","D","B",2,"CA",4,5,3,2,,,,,,,-9,,,,,,,,3,"WEATHER PATTERN CHANGE",2,3,2,2,3,2,2,3,4,"20 PERCENT",7,2,4,98,-9,3,-9,2,2,98,4,1,3,1,1,1,3,3,1,7,,4,5,2,2,6,1,"10/24/2016 9:17:25",0.83
418,"C","D","A",1,"GA",2,5,5,2,,,,,,,-9,,,,,,,,2,"NOT ONE REAL FACTOR",8,2,4,2,3,3,4,3,3,"ZERO",1,2,3,2,3,-9,-9,3,4,4,4,2,2,2,98,1,3,1,1,1,2,4,1,4,2,4,1,"10/24/2016 9:24:58",0.68
419,"C","D","B",4,"MS",2,1,2,1,1,3,"IT IS WARMER",2,1,1,1,1,1,1,1,1,1,1,,,,,,,1,2,1,1,1,"$1.00",2,1,2,1,-9,3,-9,3,2,2,4,98,4,98,3,1,98,2,2,6,,3,1,1,4,1,2,"10/24/2016 9:31:10",1.8
420,"C","C","C",3,"IL",3,2,4,1,3,98,"SUMMERS ARE WARMER AND WINTERS ARE COLDER",2,1,2,-9,2,2,2,2,4,4,4,,,,,,,2,4,2,2,4,"ZERO",1,2,2,3,-9,-9,4,2,2,4,3,2,3,1,3,1,1,1,1,2,,4,5,2,3,4,1,"10/24/2016 9:39:23",0.68
421,"C","D","C",3,"UT",4,2,5,2,,,,,,,-9,,,,,,,,2,"HISTORY",2,3,3,3,4,4,1,2,2,"5 PERCENT",7,2,2,4,-9,-9,4,3,4,4,98,98,2,98,2,4,3,3,1,,,3,1,2,2,5,2,"10/24/2016 9:43:53",0.94
422,"C","D","C",3,"OK",2,5,2,2,,,,,,,-9,,,,,,,,2,"NORMAL TEMPS",1,2,2,1,4,3,3,3,4,"ZERO",1,3,3,3,-9,-9,4,3,3,3,3,3,3,2,3,1,98,1,1,1,2,2,1,1,3,5,1,"10/24/2016 9:42:09",0.56
423,"C","C","B",1,"CA",4,2,2,1,1,1,"POLLUTION",8,1,1,1,1,2,1,2,4,1,1,,,,,,,98,1,1,1,1,"ZERO",1,1,98,98,-9,4,-9,1,1,98,4,98,98,1,98,4,2,2,10,,,3,1,4,2,2,2,"10/24/2016 9:43:56",1.22
424,"C","D","A",1,"CA",4,2,2,1,1,1,"SCIENTIFIC PUBLICATIONS",4,1,1,1,1,2,1,2,1,1,1,,,,,,,1,1,1,1,2,"$50.00",2,1,4,3,1,-9,-9,1,1,1,4,1,2,1,2,3,2,4,1,7,,4,3,4,4,4,1,"10/24/2016 9:48:07",0.68
