"Respnum","sample","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_unipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","gw_sciencelimitimpact","gw_geoengrharm","gw_geoengr","gw_adapt","gw_adapteasy","govt_fed","govt_state","govt_local","gastax_support_v2","gastax_support_fee","captrade_support_limit","captrade_support_cap","electrictax_support_v2","electrictax_support_v3","captrade_support_v1","captrade_rev4renewbls","captrade_rev4debt","carbontax_support","carbontax_rev4renewbls","carbontax_rev4debt_v1","carbontax_rev4inctax","carbontax_revfed_v1","carbontax_revstate","willing2pay_list","intl_support_v1","intl_support_cost","intl_support_china_v1","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
365,"B",12,9,2,"GA",2,1,1,3,4,4,"NUMBER OF LARGE STORMS",3,3,3,3,1,,4,4,4,3,1,,,,,,,4,1,1,2,98,3,2,3,1,1,2,2,2,,2,,98,,2,4,4,4,4,3,,3,,98,1,3,3,3,2,1,2,,2,5,1,4,4,2,1.43
366,"B",12,9,1,"IN",3,1,1,3,1,2,"SNOW TAKES LONGER TO BEGIN AND SUMMER TO END",2,1,1,2,1,,2,1,2,1,1,,,,,,,3,4,3,3,2,3,1,2,4,4,1,2,2,,2,,98,,2,1,1,1,4,4,,4,,1,2,2,4,4,1,2,2,,2,1,1,3,1,1,2.37
367,"A",12,9,4,"MA",1,1,1,2,1,2,"WEATHER CHANGES",3,2,1,3,2,2,,2,1,2,2,,,,,,,3,3,1,3,98,3,2,98,2,2,2,2,2,2,,2,,2,,3,2,3,3,2,3,,1,,2,2,2,3,2,1,2,,2,1,1,3,,2,0.9
368,"B",12,9,4,"VA",2,2,,,,,,,,,,,,,,,,,2,"NATURAL EARTH PATTERNS",2,2,2,2,2,2,1,1,2,2,2,98,2,2,2,2,2,,2,,2,,2,4,3,3,3,3,,3,,4,1,3,3,3,2,1,1,2,2,1,2,2,2,1,0.8
369,"B",12,9,3,"AL",2,2,,,,,,,,,,,,,,,,,1,"WINTERS ARE SO COLD",1,1,3,3,2,2,1,2,4,3,1,4,4,4,2,3,3,,2,,98,,2,2,2,2,4,4,,4,,4,1,4,4,4,3,1,2,,4,1,1,4,4,2,0.36
370,"A",12,9,4,"OR",4,1,1,1,1,1,"PERSONAL OBSERVATIONS",2,1,98,1,2,4,,4,1,2,2,,,,,,,3,3,3,3,98,98,98,3,3,4,2,2,2,2,,2,,2,,2,3,3,3,3,3,,98,,98,2,2,2,3,5,5,,4,6,98,98,,1,1.11
371,"B",12,9,3,"MD",2,1,2,3,2,2,"AN INCONVIENT TRUTH",5,2,2,2,2,,2,2,2,2,2,,,,,,,4,4,4,4,4,1,4,2,2,2,1,1,1,,1,,1,,2,1,1,2,3,3,,3,,1,2,2,2,98,2,1,2,,4,1,1,4,3,2,0.36
372,"A",12,9,3,"MN",3,1,1,1,1,1,"ICE CAPS ARE MELTING",1,1,1,3,1,1,,1,1,2,2,,,,,,,4,4,4,4,4,2,98,2,3,4,1,1,1,1,,2,,2,,2,1,1,2,1,2,,1,,1,1,2,2,2,1,1,1,3,1,1,3,2,2,0.73
373,"A",12,9,4,"SC",2,1,1,1,1,1,"PART OF NATURAL PATTERNS",9,2,1,4,2,4,,2,2,1,1,,,,,,,3,2,1,2,4,3,1,4,3,4,1,2,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,6,,3,5,4,1,5,1,0.68
374,"A",12,9,3,"CA",4,1,1,98,1,1,"TELEVISION",6,1,2,3,2,2,,1,1,1,3,,,,,,,3,2,3,2,3,4,2,2,3,3,3,2,1,2,,98,,1,,98,2,2,4,2,2,,4,,6,2,2,1,2,1,1,1,4,1,2,3,,2,0.36
375,"B",12,9,3,"CA",4,1,1,3,1,1,"WEATHER PATTERNS",3,1,1,1,1,,98,1,1,1,1,,,,,,,4,4,3,4,4,2,1,2,4,4,1,1,1,,1,,1,,2,2,2,2,4,4,,4,,2,2,1,1,1,3,2,6,,4,1,1,3,5,2,0.75
376,"B",12,9,4,"MI",3,2,,,,,,,,,,,,,,,,,2,"NO EVIDENCE",3,4,98,4,3,2,2,2,98,2,98,2,2,98,2,2,2,,98,,98,,98,98,3,3,3,3,,3,,6,1,98,98,3,2,1,2,,5,1,4,3,1,2,0.36
377,"A",12,9,3,"PA",1,1,2,3,1,1,"CHANGES",2,1,3,98,1,98,,2,1,1,1,,,,,,,3,2,2,2,3,2,2,2,3,4,3,3,3,2,,2,,2,,3,3,3,3,2,2,,6,,2,1,2,2,3,1,98,,2,1,,4,,1,0.75
378,"B",12,9,4,"NJ",1,1,3,2,4,2,"ICEBERGS MELTING.",1,1,3,3,4,,3,4,4,4,4,,,,,,,2,3,1,1,1,4,3,2,4,2,2,2,2,,1,,1,,2,2,1,2,4,2,,3,,1,3,1,1,1,1,5,2,,4,5,,,,1,1.11
379,"B",12,9,1,"NY",1,1,2,3,2,2,"TEMPERATURES",2,2,2,98,1,,2,2,98,2,98,,,,,,,2,3,3,3,3,3,2,2,2,2,1,2,2,,2,,1,,2,4,2,2,3,2,,3,,6,2,2,2,2,1,1,,,,98,,,,1,1.66
380,"A",12,9,2,"AR",2,1,2,3,2,2,"WEATHER PATTERNS AND STRONG STORMS",3,2,2,2,1,2,,4,2,2,1,,,,,,,4,3,3,3,4,2,3,2,2,2,1,1,1,2,,1,,1,,1,1,2,4,3,3,,1,,2,1,2,3,2,1,2,,4,1,4,3,3,1,0.84
381,"A",12,9,4,"NY",1,2,,,,,,,,,,,,,,,,,2,"NOT ENOUGH DATA TO PROVE IT",3,2,2,1,2,2,2,2,2,4,1,4,3,3,3,3,3,2,,2,,2,,3,3,3,3,3,3,,6,,1,4,4,4,3,5,2,,2,2,4,2,3,1,1.6
382,"A",12,9,3,"IA",3,1,2,2,3,4,"CLIMATE",2,2,2,4,3,3,,2,3,3,2,,,,,,,2,2,1,2,1,3,1,2,2,2,1,1,1,2,,2,,2,,3,3,3,4,4,4,,4,,1,1,1,1,3,1,2,,4,1,98,1,98,2,0.36
383,"B",12,9,4,"CA",4,1,1,2,4,4,"MEASURE",4,2,4,4,2,,4,2,2,3,3,,,,,,,3,2,2,2,2,3,2,3,2,3,3,3,3,,2,,2,,2,3,3,2,3,3,,3,,6,1,3,3,3,1,1,1,98,5,1,4,2,4,1,0.26
384,"B",12,9,3,"IN",3,1,2,1,2,2,"POLAR ICE MELTING",1,1,3,3,3,,3,3,4,2,2,,,,,,,2,3,2,2,4,3,1,2,3,3,2,2,2,,2,,2,,2,3,1,1,4,2,,2,,2,2,2,2,2,3,1,1,2,3,1,4,2,2,2,0.73
385,"B",12,9,2,"SC",2,1,1,1,1,1,"TOO  MUCH POLLUTION THE AIR",8,2,2,2,2,,2,3,2,2,2,,,,,,,4,4,4,3,4,2,3,2,2,2,1,1,1,,1,,1,,1,1,1,2,1,1,,2,,1,3,1,2,3,2,1,1,2,3,1,1,5,3,1,1.21
386,"B",12,9,3,"TX",2,2,,,,,,,,,,,,,,,,,2,"AS COLD AND HOT AS YEARS AGO",1,1,3,3,2,3,1,2,98,3,1,3,4,4,2,2,2,,2,,2,,2,4,4,4,4,4,,4,,6,2,4,4,4,2,2,1,1,2,1,1,3,1,2,1.24
387,"A",12,9,3,"AK",4,2,,,,,,,,,,,,,,,,,2,"NOT SURE",9,1,98,2,1,1,1,1,4,4,1,2,98,2,3,2,2,2,,2,,2,,2,1,98,4,1,98,,3,,1,4,4,4,2,1,1,2,3,1,98,3,2,1,0.63
388,"A",12,11,3,"MN",3,98,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,4,1,4,2,3,2,2,2,2,,2,,2,,4,2,1,4,2,1,,4,,1,3,4,4,3,1,1,1,2,1,1,3,4,1,0.75
389,"B",12,11,3,"TX",2,1,1,3,1,1,"FAILURE OF CROPS OVER WHOLE COUNTRY",14,1,1,4,3,,4,3,1,1,2,,,,,,,4,4,2,4,4,4,2,3,4,4,1,1,1,,1,,1,,1,1,1,1,2,2,,1,,1,4,1,3,3,2,1,2,,4,1,1,5,4,1,0.26
390,"A",12,11,3,"FL",2,1,4,2,2,2,"NEWS",6,98,98,98,98,98,,98,98,98,98,,,,,,,1,98,1,3,1,98,98,,,1,2,98,2,1,,1,,1,,2,1,2,2,2,98,,98,,4,,,,3,1,1,1,3,1,2,3,,2,0.73
391,"B",12,11,1,"UT",4,1,1,2,2,2,"SCIENCE IS BOLOGNA AND MONEY IS THE REASON BEHIND",10,3,2,2,3,,2,2,4,4,4,,,,,,,3,4,2,2,4,3,3,3,3,4,2,2,2,,2,,2,,2,3,3,3,3,3,,3,,1,1,4,4,4,3,1,2,,2,1,,2,,1,1.98
392,"A",12,11,1,"GA",2,1,1,3,1,1,"WEATHER",3,2,2,2,2,98,,2,4,2,1,,,,,,,3,1,4,4,4,4,1,3,4,4,3,2,2,2,,2,,2,,2,98,4,2,1,4,,4,,2,4,4,4,1,2,6,,5,4,4,2,2,2,1.93
393,"A",12,11,1,"CA",4,2,,,,,,,,,,,,,,,,,3,"HISTORY",2,1,2,3,2,2,1,2,4,3,2,4,4,4,2,2,3,2,,2,,2,,2,2,2,4,4,4,,1,,2,3,4,4,2,2,1,1,2,1,1,3,1,1,2.37
394,"A",12,11,3,"SD",3,2,,,,,,,,,,,,,,,,,2,"RUNS",2,2,3,3,4,98,1,1,1,4,1,4,4,2,3,3,3,2,,1,,2,,2,2,2,4,4,4,,98,,1,4,4,4,1,1,1,2,4,1,2,2,6,1,0.26
395,"B",12,11,4,"PA",1,1,98,2,2,4,"SCIENTISTS",4,3,2,3,2,,98,3,98,2,3,,,,,,,4,1,3,1,2,2,2,2,4,3,2,2,3,,2,,98,,1,2,1,1,4,4,,98,,1,2,2,4,4,98,1,6,,2,5,1,3,3,1,0.8
396,"B",12,11,3,"NC",2,98,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,98,4,4,4,2,4,1,1,1,,2,,2,,2,4,3,3,3,3,,3,,1,1,3,3,3,2,1,2,,3,2,98,2,4,1,0.63
397,"B",12,11,1,"GA",2,1,2,98,1,2,"GETTING HOTTER",2,2,1,2,2,,98,1,1,2,2,,,,,,,2,3,3,2,4,4,1,2,3,3,1,2,2,,2,,2,,1,4,1,1,2,2,,2,,1,1,2,3,2,3,1,1,1,4,5,1,4,1,2,1.59
398,"A",12,11,4,"CO",4,1,1,1,1,1,"NEWS REPORTS AND WARMER SUMMERS",6,1,1,4,2,4,,3,1,1,2,,,,,,,3,4,3,3,4,4,2,2,4,4,1,1,1,2,,98,,2,,2,2,2,4,4,4,,1,,1,1,3,4,2,1,2,,2,1,4,2,2,2,0.9
399,"A",12,11,3,"AZ",4,1,1,3,2,1,"SCIENTIFIC EVIDENCE",4,2,2,2,3,2,,4,4,4,2,,,,,,,4,3,3,3,4,3,2,2,4,3,1,1,1,1,,1,,1,,1,1,2,2,1,2,,1,,2,1,1,98,3,1,,,5,1,4,3,,1,0.21
400,"B",12,11,1,"MO",3,1,3,2,3,3,"WEATHER",3,2,2,3,4,,98,4,3,4,4,,,,,,,4,1,1,1,2,98,98,2,2,98,2,2,3,,1,,98,,2,2,2,2,2,2,,2,,1,2,98,98,98,2,1,1,2,3,5,2,3,,2,1.96
401,"B",12,11,1,"MA",1,2,,,,,,,,,,,,,,,,,2,"IT HAS NOT BEEN PROVEN",3,3,1,2,1,2,2,2,1,4,1,98,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,2,2,,2,1,4,,,2,2.47
402,"B",12,11,3,"OH",3,2,,,,,,,,,,,,,,,,,1,"TEMPERATURES ARE COOLING",1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,2,1,1,1,5,5,4,1,5,1,0.21
403,"A",12,11,3,"PA",1,98,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,1,2,2,2,1,2,3,2,,2,,2,,4,2,2,2,2,2,,1,,1,1,4,4,2,1,2,,2,5,2,3,1,1,0.75
404,"A",12,11,4,"CO",4,1,2,1,2,1,"HAPPENINGS AROUND THE WORLD",2,1,2,2,2,2,,2,2,2,2,,,,,,,3,3,3,2,3,2,1,1,3,3,2,2,2,2,,1,,2,,1,1,1,4,2,1,,1,,1,1,1,1,2,2,1,1,3,5,4,3,,1,1.07
405,"B",12,11,4,"GA",2,1,2,3,1,1,"NOT SURE",10,2,1,98,2,,98,3,98,2,1,,,,,,,1,4,1,1,1,1,1,1,1,1,2,2,2,,1,,2,,2,4,4,4,4,4,,4,,3,1,98,1,1,2,1,1,1,3,2,4,1,1,2,0.78
406,"B",12,11,1,"TX",2,1,1,3,1,2,"WEATHER",3,3,1,2,1,,98,3,4,1,1,,,,,,,4,4,2,4,1,4,1,4,4,4,3,3,3,,2,,98,,1,1,3,1,3,3,,1,,4,2,98,98,98,2,9,2,,2,1,,,,2,4.63
407,"A",12,11,2,"KY",2,2,,,,,,,,,,,,,,,,,2,"LOOKING AT A VERY SMALL TIME FRAME",9,1,2,3,1,1,1,1,1,2,1,98,2,2,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,1,1,1,1,3,1,2,1,3,1,1.21
408,"A",12,11,3,"MN",3,2,,,,,,,,,,,,,,,,,2,"WE HAD MORE SNOW LAST YEAR THAN EVER",1,1,3,3,1,2,1,2,4,3,2,3,4,4,3,3,3,2,,1,,2,,2,1,1,4,4,4,,5,,2,4,4,4,2,1,6,,4,4,4,3,3,1,0.26
409,"A",12,11,4,"WA",4,98,,,,,,,,,,,,,,,,,,,,,,,98,3,2,3,3,98,2,98,4,4,1,1,1,2,,1,,2,,2,2,2,4,4,4,,6,,1,2,4,4,3,1,1,2,3,1,1,4,2,2,0.78
410,"B",12,11,2,"TN",2,1,2,3,2,2,"HUGE STORMS",3,3,3,3,1,,3,3,3,1,1,,,,,,,3,3,3,2,3,2,2,2,2,2,2,2,2,,2,,1,,1,2,2,2,3,2,,2,,4,2,2,2,2,2,1,2,,2,1,3,2,2,1,1.33
411,"B",12,11,3,"MD",2,1,2,1,1,1,"OBERSAVTIONS IN OWN ENVIRONMENT",2,1,2,3,2,,2,3,2,2,1,,,,,,,4,4,3,3,4,3,1,2,2,4,1,1,1,,2,,98,,2,98,2,2,2,2,,3,,1,6,2,2,2,3,1,2,,5,2,1,5,4,2,0.31
412,"A",12,11,1,"OR",4,1,1,2,1,1,"STATISTICS",4,1,2,1,2,1,,1,1,1,2,,,,,,,3,2,2,3,3,3,2,3,3,3,1,1,2,1,,1,,2,,2,1,3,1,1,3,,1,,3,1,1,1,2,1,6,,3,5,1,3,,2,1.96
413,"B",12,11,4,"NJ",1,1,2,1,2,2,"WEATHER CHANGES",3,2,2,4,2,,4,2,2,2,2,,,,,,,3,3,3,3,2,2,3,2,2,2,1,1,1,,2,,1,,2,2,1,3,2,1,,2,,1,2,2,2,2,2,1,6,,2,5,1,3,3,1,0.8
414,"B",12,11,4,"PA",1,2,,,,,,,,,,,,,,,,,2,"NATURAL EARTHS CYCLE",2,2,2,2,1,2,1,2,1,4,1,4,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,98,1,4,4,4,2,9,2,,2,1,,,1,2,3.45
415,"A",12,11,2,"IL",3,2,,,,,,,,,,,,,,,,,2,"WINTERS ARE STILL VERY COLD AND SUMMERS",1,1,2,1,1,1,1,1,4,3,1,98,2,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,1,2,,2,2,2,3,,1,1.33
416,"B",12,11,2,"AZ",4,1,1,2,3,3,"PATTERNS",9,4,1,4,2,,4,2,4,1,1,,,,,,,3,4,2,2,3,4,1,1,4,4,98,98,98,,2,,2,,2,4,4,4,4,4,,4,,6,98,4,4,4,3,10,1,2,4,5,4,98,,2,1.24
417,"B",12,11,3,"OR",4,1,1,3,1,2,"ARTICLES IN PUBLICATIONS",6,2,3,2,3,,2,3,2,2,2,,,,,,,2,2,2,3,2,4,98,98,4,4,1,1,2,,1,,1,,98,2,2,4,4,4,,4,,6,1,98,4,4,1,1,2,,4,2,1,3,,1,0.26
418,"B",12,11,4,"VA",2,1,2,3,2,2,"ICE CAPS ARE MELTING",1,1,2,4,2,,3,2,1,2,2,,,,,,,3,3,3,2,98,3,2,98,3,3,2,2,2,,1,,1,,1,2,2,2,2,2,,2,,1,2,2,2,3,2,1,2,,2,1,1,3,,2,0.9
419,"A",12,11,4,"CA",4,1,2,1,2,2,"TELEVISION",6,2,2,2,2,2,,2,2,2,2,,,,,,,3,3,98,98,3,98,2,98,2,2,2,2,2,2,,98,,2,,98,98,4,4,4,4,,1,,2,2,4,3,3,1,2,,3,5,1,2,4,2,0.78
420,"B",12,11,2,"CA",4,1,3,2,3,3,"WEATHER PATTERNS",3,1,4,4,3,,4,2,3,4,2,,,,,,,2,2,1,2,4,2,1,2,2,4,2,2,2,,2,,2,,2,2,2,2,4,4,,4,,2,5,2,4,4,2,1,1,2,4,1,2,2,4,2,0.94
421,"B",12,11,1,"TX",2,2,,,,,,,,,,,,,,,,,2,"NO EVIDENCE",3,4,4,4,1,2,1,2,3,98,98,98,2,2,2,2,2,,2,,2,,2,3,2,2,3,2,,3,,98,1,3,3,3,1,1,2,,4,1,98,98,2,2,1.59
422,"B",12,11,2,"NY",1,1,2,3,2,3,"CHANGES IN SEASONS",2,2,3,2,2,,2,2,2,2,1,,,,,,,2,3,3,2,3,1,3,1,4,4,1,2,2,,2,,1,,1,3,2,2,3,2,,2,,2,2,1,1,1,1,1,1,2,2,4,2,2,3,1,1.33
423,"A",12,11,3,"CA",4,1,2,1,2,2,"ICECAPS MELTING",1,1,2,2,2,4,,3,2,2,2,,,,,,,3,3,3,3,3,2,3,2,2,2,1,1,2,2,,1,,2,,1,1,3,3,2,3,,98,,3,2,2,3,2,10,2,,2,1,1,4,3,1,1.3
424,"A",12,11,3,"WA",4,1,1,3,1,1,"PERSONAL OBSERVATIONS",2,1,1,1,1,4,,1,2,2,1,,,,,,,4,4,2,4,1,3,3,3,2,2,2,2,2,2,,2,,1,,98,2,3,2,2,3,,1,,2,2,2,2,3,1,2,,3,1,4,5,,2,0.73
425,"B",12,11,3,"SC",2,1,2,1,1,1,"TEMPERATURES",2,1,2,2,1,,1,1,1,1,1,,,,,,,2,4,4,2,2,4,3,3,3,3,1,1,1,,2,,1,,1,1,1,1,98,2,,2,,1,2,2,2,2,2,2,6,,5,5,1,1,4,2,0.7
426,"A",12,11,3,"IL",3,1,1,3,1,1,"WEATHER PATTERNS CHANGING, POLAR ICE CAPS MELTING",3,1,2,2,2,2,,2,1,1,1,,,,,,,3,4,4,4,4,1,98,98,4,4,1,1,1,2,,2,,2,,3,3,3,4,4,4,,1,,1,4,4,4,3,1,1,2,4,1,4,4,5,2,0.36
427,"B",12,11,2,"DE",2,2,,,,,,,,,,,,,,,,,2,"NOT ENOUGH EVIDENCE",3,3,2,2,2,1,3,1,4,3,2,3,4,4,2,1,1,,2,,98,,2,1,4,4,4,4,,4,,6,1,1,4,1,2,1,1,2,5,5,2,3,3,2,0.89
428,"B",12,11,4,"CA",4,1,1,1,1,1,"CLIMATE CHANGE",2,1,1,2,1,,1,1,2,1,1,,,,,,,4,4,4,3,4,4,1,3,4,4,1,1,2,,1,,2,,1,4,2,4,1,1,,1,,1,6,1,1,1,2,1,6,,5,2,3,5,2,2,0.36
429,"A",12,11,2,"MD",2,1,2,3,1,2,"MEDIA",6,1,2,2,1,98,,1,1,1,1,,,,,,,1,2,2,1,98,2,98,98,4,4,98,98,98,2,,98,,2,,98,1,98,98,98,98,,98,,98,98,98,98,3,2,4,,4,2,3,3,98,2,1.33
430,"A",12,11,2,"IA",3,1,1,1,1,1,"POLAR ICE MELTING",1,1,4,2,1,4,,1,1,1,1,,,,,,,4,4,4,4,4,3,1,2,4,2,1,1,1,2,,2,,1,,3,2,2,2,2,2,,5,,2,2,2,4,3,10,1,1,3,1,1,4,2,2,2.86
431,"A",12,11,3,"WA",4,1,1,1,1,1,"TOO MANY PEOPLE",13,2,2,3,2,2,,2,2,2,2,,,,,,,3,3,4,3,4,2,3,2,2,2,1,1,1,1,,1,,1,,1,1,2,1,1,2,,1,,3,1,2,2,2,5,2,,4,2,1,4,,1,1.06
432,"B",12,11,4,"IL",3,2,,,,,,,,,,,,,,,,,2,"BEEN THIS WAY ALL MY LIFE",1,1,4,4,2,2,1,2,4,4,1,4,4,4,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,2,1,1,4,1,1,3,1,2,0.8
433,"B",12,11,3,"CA",4,2,,,,,,,,,,,,,,,,,1,"NOT SURE",9,2,2,1,1,1,1,1,1,98,2,2,2,2,3,2,3,,2,,2,,2,4,4,4,4,4,,4,,4,1,4,4,4,3,9,1,1,3,3,4,1,5,1,3.18
434,"A",12,11,2,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,98,98,2,98,98,98,98,98,98,98,3,3,3,2,,2,,2,,3,3,3,4,3,3,,4,,1,3,3,3,2,9,2,,2,1,,,,1,3.88
435,"A",12,11,1,"GA",2,1,2,3,2,2,"COOLER IN WINTER WITH MORE SNOW",2,1,2,98,1,1,,4,1,1,1,,,,,,,4,4,2,4,1,4,1,1,4,98,2,2,2,2,,1,,2,,1,1,1,4,1,1,,4,,3,1,1,1,1,1,1,1,5,5,2,2,5,2,1.54
436,"A",12,11,3,"NY",1,1,2,3,3,3,"MELTING GLACIERS",1,1,2,2,3,4,,2,3,2,2,,,,,,,3,2,2,2,3,3,2,3,2,2,1,2,3,2,,2,,2,,3,3,3,4,4,3,,6,,1,3,3,3,3,1,1,2,2,1,2,3,2,2,0.85
437,"A",12,11,4,"WI",3,1,2,1,1,1,"POLLUTION",8,1,2,1,2,2,,3,2,2,2,,,,,,,4,4,3,98,4,3,98,4,3,4,1,1,1,1,,98,,1,,98,1,98,2,2,3,,98,,3,98,98,98,2,1,6,,4,1,4,5,2,2,0.41
438,"B",12,11,1,"WA",4,1,1,3,1,1,"WARMER",2,1,1,2,2,,4,2,1,1,1,,,,,,,4,4,3,4,4,1,1,1,4,4,3,2,2,,1,,1,,1,1,1,98,2,1,,3,,1,3,1,98,98,1,1,2,,2,5,98,3,2,2,2.08
439,"A",12,11,2,"AZ",4,2,,,,,,,,,,,,,,,,,1,"CYCLES",2,4,4,1,1,1,2,1,3,4,2,2,2,1,2,2,2,2,,2,,2,,4,4,4,4,4,4,,6,,1,3,3,4,2,1,2,,5,5,2,1,4,1,0.79
440,"A",12,11,2,"OH",3,2,,,,,,,,,,,,,,,,,1,"NOT SURE",9,4,1,2,1,1,1,1,1,,4,,2,2,3,3,3,2,,,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,10,1,,5,5,4,1,2,1,1.34
441,"A",12,11,4,"FL",2,98,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,2,3,3,2,3,3,3,2,,2,,2,,98,98,98,3,3,3,,6,,2,3,3,3,2,1,2,,3,1,2,2,,2,0.78
442,"B",12,11,1,"TN",2,1,2,3,2,3,"DATA",4,3,3,2,2,,98,4,3,2,4,,,,,,,4,4,2,4,2,4,1,2,2,2,2,2,2,,2,,1,,2,2,1,2,4,3,,2,,1,2,1,3,98,1,1,1,2,2,1,,,,2,2.08
443,"B",12,11,3,"HI",4,1,2,3,2,2,"MELTING ICEBERGS",1,1,3,3,2,,2,1,2,2,2,,,,,,,3,3,3,3,98,3,2,3,2,2,1,1,1,,2,,2,,2,3,3,3,3,3,,3,,5,2,2,3,2,1,10,2,,4,1,4,3,3,2,0.66
444,"A",12,11,1,"IL",3,1,1,1,1,1,"READING",6,1,2,2,1,3,,2,1,2,2,,,,,,,4,4,4,4,4,2,3,2,2,2,1,1,1,1,,1,,1,,1,1,2,2,1,2,,1,,2,2,2,2,3,1,6,,4,2,1,4,4,1,1.49
445,"A",12,11,1,"KY",2,1,1,3,2,2,"WARMER IN DECEMBER",2,1,1,1,2,2,,1,2,1,1,,,,,,,4,4,3,3,2,3,3,2,3,3,1,1,1,2,,2,,2,,3,2,2,3,2,2,,3,,1,1,3,2,2,1,1,2,4,5,4,3,2,1,1.49
446,"A",12,11,3,"MA",1,2,,,,,,,,,,,,,,,,,1,"EARTH RUNS IN CYCLES",2,1,3,3,2,98,1,2,2,3,1,3,4,4,2,2,2,2,,2,,2,,2,2,2,4,4,4,,2,,1,4,4,4,2,1,2,,3,1,1,4,3,1,0.63
447,"B",12,11,2,"MS",2,2,,,,,,,,,,,,,,,,,2,"OUR WINTERS SEEM COLDER",1,1,2,2,1,1,2,1,1,4,1,2,2,1,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,2,4,4,4,1,1,1,1,5,1,2,1,,2,0.89
448,"A",12,11,4,"IA",3,98,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,2,,2,,2,,3,98,98,4,98,98,,4,,1,98,98,98,2,1,1,2,2,1,,,,2,0.9
449,"A",12,11,3,"AZ",4,1,1,1,1,1,"DRASTIC WEATHER PATTERN CHANGES",3,2,1,2,1,2,,1,3,2,1,,,,,,,4,4,4,3,4,4,1,3,4,4,1,1,1,2,,1,,2,,2,1,2,2,2,2,,1,,4,1,2,2,3,1,2,,2,2,1,5,3,1,0.75
450,"A",12,11,4,"OH",3,1,2,98,2,1,"MORE PEOPLE AND MORE POLLUTION",13,1,2,2,2,3,,2,4,2,1,,,,,,,3,4,3,4,3,2,2,2,4,4,1,1,1,2,,1,,2,,1,2,3,2,2,2,,1,,3,3,3,3,3,1,2,,2,1,3,2,6,1,0.8
451,"A",12,11,3,"TX",2,1,2,1,2,3,"RECENT STUDIES",4,2,3,2,2,2,,3,3,2,2,,,,,,,3,3,3,3,3,4,1,4,3,3,2,3,3,2,,2,,2,,2,2,2,3,3,3,,98,,2,2,3,3,2,1,1,2,2,1,1,4,3,1,0.75
452,"B",12,11,4,"VT",1,1,2,1,2,2,"WARMER WINTERS",2,2,2,4,2,,4,2,3,2,1,,,,,,,4,2,4,2,98,3,1,3,3,98,1,2,3,,2,,2,,2,4,4,4,4,4,,4,,98,1,4,4,4,3,1,6,,3,1,4,5,3,1,0.68
453,"A",12,11,3,"CT",1,2,,,,,,,,,,,,,,,,,3,"FROM WHAT I HAVE READ",5,1,2,2,2,2,1,2,2,3,1,3,4,4,2,2,2,2,,2,,2,,2,2,2,4,4,4,,5,,1,4,4,4,2,1,1,2,4,1,2,1,4,2,0.36
454,"A",12,11,3,"CA",4,2,,,,,,,,,,,,,,,,,2,"POLITICAL REASONS",7,1,4,4,1,1,1,1,1,4,1,4,4,4,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,9,2,,4,5,1,4,3,1,2.81
455,"B",12,12,3,"WI",3,98,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,1,4,2,3,2,2,3,,2,,2,,2,4,4,2,4,4,,3,,6,1,4,4,4,2,1,1,2,2,1,2,3,98,1,0.75
